geometry,profile,variant,independent_sequence_count,dependent_event_count,initialization_success_count,initialization_success_fraction,initialization_success_ci95_low,initialization_success_ci95_high,mean_initialization_time_s,final_valid_count,final_invalid_count,final_valid_fraction,final_valid_fraction_ci95_low,final_valid_fraction_ci95_high,final_failure_reason_counts,conditional_position_rmse_m,conditional_position_p95_m,conditional_velocity_rmse_mps,conditional_velocity_p95_mps,conditional_metric_valid_denominator,total_sequence_denominator,conditional_state_95_coverage_fraction,conditional_state_95_coverage_ci95_low,conditional_state_95_coverage_ci95_high,unconditional_valid_and_covered_fraction,unconditional_valid_and_covered_ci95_low,unconditional_valid_and_covered_ci95_high,delivered_clean_event_count,false_rejected_clean_event_count,false_rejected_clean_event_fraction,delivered_outlier_event_count,detected_outlier_event_count,detected_outlier_event_fraction,missed_outlier_event_count,missed_outlier_event_fraction,unclassified_outlier_event_count,mean_pre_update_nis_all_attempts,pre_update_nis_defined_count,pre_update_nis_rejected_count,mean_initialization_runtime_s,mean_measurement_update_runtime_s,mean_total_processing_runtime_s,maximum_covariance_symmetry_error,minimum_covariance_eigenvalue,maximum_covariance_condition_number,paired_valid_fraction_difference_vs_c1,paired_valid_fraction_difference_ci95_low,paired_valid_fraction_difference_ci95_high,paired_unconditional_coverage_difference_vs_c1,paired_unconditional_coverage_difference_ci95_low,paired_unconditional_coverage_difference_ci95_high,paired_conditional_position_rmse_difference_vs_c1_m,paired_position_rmse_difference_ci95_low_m,paired_position_rmse_difference_ci95_high_m,paired_conditional_velocity_rmse_difference_vs_c1_mps,paired_velocity_rmse_difference_ci95_low_mps,paired_velocity_rmse_difference_ci95_high_mps,paired_mean_false_rejection_rate_difference_vs_c1,paired_false_rejection_rate_difference_ci95_low,paired_false_rejection_rate_difference_ci95_high,paired_bootstrap_resample_count,paired_bootstrap_unit,p95_method,outlier_truth_used_by_estimator,covariance_after_selection_assumed_calibrated
informative,dropout_50,nis_gate_only,100,2223,100,1.0,0.9630065017930143,1.0,3.7157170893437046,100,0,1.0,0.9630065017930143,1.0,{},1.24137250446066,2.269059532969313,0.11985161239464216,0.21414418767781107,100,100,0.93,0.8625048526092651,0.9656807389327273,0.93,0.8625048526092651,0.9656807389327273,2223,29,0.013045434098065677,0,0,nan,0,nan,0,2.0822504887988895,1623,29,0.03970435900206212,0.00853902199305594,0.058421729000401684,0.0,0.0001019706810968422,12233.295149551854,0.0,0.0,0.0,-0.009999999999999898,-0.03,0.0,0.05383402384722036,0.009880509578494462,0.11033698992403053,0.0031391706786772083,0.00021392836719904204,0.006752167656759263,0.0130750241958278,0.008387943155242926,0.018836432375362578,2000,whole_base_sequence,linear,False,False
informative,dropout_50,robust_combined,100,2223,100,1.0,0.9630065017930143,1.0,3.7157170893437046,100,0,1.0,0.9630065017930143,1.0,{},1.24137250446066,2.269059532969313,0.11985161239464216,0.21414418767781107,100,100,0.93,0.8625048526092651,0.9656807389327273,0.93,0.8625048526092651,0.9656807389327273,2223,29,0.013045434098065677,0,0,nan,0,nan,0,2.0822504887988895,1623,29,0.08006562900030985,0.008468939009471797,0.0986957560153678,0.0,0.0001019706810968422,12233.295149551854,0.0,0.0,0.0,-0.009999999999999898,-0.03,0.0,0.05383402384722036,0.009903891388886355,0.11008287021705344,0.0031391706786772083,0.00024322368461258959,0.007040544526766827,0.0130750241958278,0.008023607525988566,0.018810285197059656,2000,whole_base_sequence,linear,False,False
informative,one_station_gap,c1_baseline,100,4000,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.816777663530462,1.4763067412852853,0.0780631784895787,0.14054698064664284,100,100,0.93,0.8625048526092651,0.9656807389327273,0.93,0.8625048526092651,0.9656807389327273,4000,0,0.0,0,0,nan,0,nan,0,1.9671503333989553,3400,0,0.038305717006442135,0.017696149984840304,0.08216414699563757,0.0,9.913815721537311e-05,3934.044095495554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,whole_base_sequence,linear,False,False
informative,one_station_gap,robust_initialization_only,100,4000,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.816777663530462,1.4763067412852853,0.0780631784895787,0.14054698064664284,100,100,0.93,0.8625048526092651,0.9656807389327273,0.93,0.8625048526092651,0.9656807389327273,4000,0,0.0,0,0,nan,0,nan,0,1.9671503333989553,3400,0,0.07723800000210758,0.0177403670019703,0.1212656189664267,0.0,9.913815721537311e-05,3934.044095495554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,whole_base_sequence,linear,False,False
informative,one_station_gap,nis_gate_only,100,4000,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.8338417083304305,1.5840195664176147,0.0788585476224708,0.14308737486775422,100,100,0.93,0.8625048526092651,0.9656807389327273,0.93,0.8625048526092651,0.9656807389327273,4000,30,0.0075,0,0,nan,0,nan,0,1.9887344431722083,3400,30,0.03923343600006774,0.01827869500149973,0.08446323401352857,0.0,9.913815721537311e-05,4317.276170050174,0.0,0.0,0.0,0.0,0.0,0.0,0.01706404479996848,4.48429288280458e-05,0.03767382349967389,0.0007953691328921042,-0.00028242857705174264,0.002021650476542098,0.0075000000000000015,0.004750000000000001,0.010250000000000002,2000,whole_base_sequence,linear,False,False
informative,one_station_gap,robust_combined,100,4000,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.8338417083304305,1.5840195664176147,0.0788585476224708,0.14308737486775422,100,100,0.93,0.8625048526092651,0.9656807389327273,0.93,0.8625048526092651,0.9656807389327273,4000,30,0.0075,0,0,nan,0,nan,0,1.9887344431722083,3400,30,0.0810743979999097,0.01835186499694828,0.12661302400461863,0.0,9.913815721537311e-05,4317.276170050174,0.0,0.0,0.0,0.0,0.0,0.0,0.01706404479996848,0.00035014928155410475,0.037587510997037325,0.0007953691328921042,-0.0002497199089502536,0.0020330281141401935,0.0075000000000000015,0.004750000000000001,0.010249999999999999,2000,whole_base_sequence,linear,False,False
informative,all_station_gap,c1_baseline,100,2900,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.8196986650636924,1.424260109158516,0.07819657382582301,0.14185393056038023,100,100,0.95,0.8882495307680808,0.9784563208456319,0.95,0.8882495307680808,0.9784563208456319,2900,0,0.0,0,0,nan,0,nan,0,1.9420898611328605,2300,0,0.039418753002537416,0.012561100017046556,0.06818878799036611,0.0,0.00012187906798632024,3454.890127665463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,whole_base_sequence,linear,False,False
informative,all_station_gap,robust_initialization_only,100,2900,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.8196986650636924,1.424260109158516,0.07819657382582301,0.14185393056038023,100,100,0.95,0.8882495307680808,0.9784563208456319,0.95,0.8882495307680808,0.9784563208456319,2900,0,0.0,0,0,nan,0,nan,0,1.9420898611328605,2300,0,0.07992149700294249,0.012225184004637412,0.1079070039925864,0.0,0.00012187906798632024,3454.890127665463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,whole_base_sequence,linear,False,False
informative,all_station_gap,nis_gate_only,100,2900,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.8305157793246111,1.424260109158516,0.07894969128186678,0.14185393056038023,100,100,0.95,0.8882495307680808,0.9784563208456319,0.95,0.8882495307680808,0.9784563208456319,2900,17,0.0058620689655172415,0,0,nan,0,nan,0,1.9585860434347804,2300,17,0.0391782790038269,0.012414873999659903,0.06758279299887363,0.0,0.00012187906798632024,3454.890127665463,0.0,0.0,0.0,0.0,0.0,0.0,0.010817114260918692,-0.0023253917975332994,0.026387131036416288,0.0007531174560437698,-0.0002280216198210297,0.0018339891513593355,0.005862068965517242,0.0031034482758620693,0.00896551724137931,2000,whole_base_sequence,linear,False,False
informative,all_station_gap,robust_combined,100,2900,100,1.0,0.9630065017930143,1.0,1.9422692923708866,100,0,1.0,0.9630065017930143,1.0,{},0.8305157793246111,1.424260109158516,0.07894969128186678,0.14185393056038023,100,100,0.95,0.8882495307680808,0.9784563208456319,0.95,0.8882495307680808,0.9784563208456319,2900,17,0.0058620689655172415,0,0,nan,0,nan,0,1.9585860434347804,2300,17,0.07942385799600743,0.012351692010997794,0.10771093698684125,0.0,0.00012187906798632024,3454.890127665463,0.0,0.0,0.0,0.0,0.0,0.0,0.010817114260918692,-0.002010626759481551,0.026135381011163042,0.0007531174560437698,-0.0002908432461354374,0.0019015051240924374,0.005862068965517242,0.003448275862068965,0.00896551724137931,2000,whole_base_sequence,linear,False,False
