geometry,motion,azimuth_noise_std_deg,elevation_noise_std_deg,delivery_schedule,method,independent_sequence_count,successful_initialization_count,successful_initialization_fraction,successful_initialization_fraction_ci95_low,successful_initialization_fraction_ci95_high,final_valid_count,final_failure_fraction,final_failure_reason_counts,mean_time_to_first_estimate_s,final_position_rmse_m,final_position_p95_m,final_velocity_rmse_mps,final_velocity_p95_mps,final_state_95_coverage_fraction,final_state_95_coverage_ci95_low,final_state_95_coverage_ci95_high,mean_sequence_measurement_nis,mean_sequence_nis_95_coverage_fraction,median_total_runtime_s,mean_update_runtime_s,maximum_covariance_symmetry_error,minimum_covariance_eigenvalue,coverage_interval_unit,temporal_nis_nees_are_dependent
poorly_conditioned,stationary,0.3,0.5,reordered,offline_full_record_noncausal,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},3.5437518346540537,0.6357141085841538,0.7797976639279671,0.24234918151915522,0.29337676586468653,1.0,0.5101091635454027,1.0,nan,nan,0.08301639999990584,nan,0.0,0.002755988052780317,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,ordered,retarded_ekf,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.108,0.10015959463804308,0.14590270106364062,0.041039197374187396,0.06251753266520764,1.0,0.5101091635454027,1.0,2.000446579353989,0.9166666666666666,0.04512054999577231,0.0005763916662747053,0.0,3.139864152096691e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,ordered,causal_prefix_batch,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},0.7999999999999999,0.10010380670497017,0.14579326680697088,0.04100191023358764,0.06245994494925286,1.0,0.5101091635454027,1.0,nan,nan,3.17468700000245,nan,0.0,3.1389256947278945e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,ordered,initial_batch_no_updates,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.108,0.46089357268737985,0.6183950264769423,0.12865135296759628,0.1706070533192671,1.0,0.5101091635454027,1.0,nan,nan,0.03886074999900302,nan,3.469446951953614e-18,4.2156878121767636e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,ordered,offline_full_record_noncausal,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},3.507999999999999,0.10010380670497017,0.14579326680697088,0.04100191023358764,0.06245994494925286,1.0,0.5101091635454027,1.0,nan,nan,0.09305904999928316,nan,0.0,3.1389256947278945e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,reordered,retarded_ekf,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.2299979363430285,0.054037392157974595,0.07240500520211153,0.02068838182959835,0.02714065112468555,1.0,0.5101091635454027,1.0,2.2952904304420323,0.9166666666666666,0.04524794999997539,0.0005325416666690015,0.0,2.6747558041976835e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,reordered,causal_prefix_batch,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},0.8155526925773583,0.054025823139219664,0.07238692580859064,0.020701138971278208,0.027156663548332124,1.0,0.5101091635454027,1.0,nan,nan,2.8760639500087564,nan,0.0,2.6768644829015472e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,reordered,initial_batch_no_updates,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.2299979363430285,0.44073892125448416,0.5202408453241338,0.12384439460517067,0.14968702566081077,1.0,0.5101091635454027,1.0,nan,nan,0.03860930000337248,nan,6.938893903907228e-18,3.790170698348474e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.03,0.05,reordered,offline_full_record_noncausal,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},3.6399377746314134,0.054025823139219664,0.07238692580859064,0.020701138971278208,0.027156663548332124,1.0,0.5101091635454027,1.0,nan,nan,0.09137949999967532,nan,0.0,2.6768644829015472e-05,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,ordered,retarded_ekf,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.108,0.27712290679711565,0.3848600559856522,0.1361823192518234,0.16098716003481475,1.0,0.5101091635454027,1.0,2.267709455331902,0.9444444444444444,0.0621714000008069,0.0007105861107750874,0.0,0.0003766195489388716,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,ordered,causal_prefix_batch,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},0.7999999999999999,0.2771112349500706,0.38478267561857604,0.13611913631280248,0.16093022187907383,1.0,0.5101091635454027,1.0,nan,nan,2.3681124500017177,nan,0.0,0.00037684317557030376,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,ordered,initial_batch_no_updates,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.108,0.9126011846573191,1.1766303041270387,0.30430915651709306,0.401165358944425,1.0,0.5101091635454027,1.0,nan,nan,0.05335380000360601,nan,5.551115123125783e-17,0.0005090101584117634,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,ordered,offline_full_record_noncausal,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},3.507999999999999,0.2771112349500706,0.38478267561857604,0.13611913631280248,0.16093022187907383,1.0,0.5101091635454027,1.0,nan,nan,0.11149870000008377,nan,0.0,0.00037684317557030376,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,reordered,retarded_ekf,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.2772573870962272,0.22541446701375065,0.2541386493696608,0.09112946090360259,0.1112350887271349,1.0,0.5101091635454027,1.0,1.8588823966627328,1.0,0.03951160000542586,0.0005316444447897892,0.0,0.0003181309971506377,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,reordered,causal_prefix_batch,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},0.8907604978794854,0.22542726097950003,0.2545622802010753,0.09102320869737371,0.11142875202003195,1.0,0.5101091635454027,1.0,nan,nan,3.069282549999116,nan,0.0,0.000317217999617091,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,reordered,initial_batch_no_updates,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.2772573870962272,1.8070259352797053,2.2578648297405213,0.5066426635820511,0.6267334639515059,1.0,0.5101091635454027,1.0,nan,nan,0.03289395000501827,nan,5.551115123125783e-17,0.0004394505144095769,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.1,0.18,reordered,offline_full_record_noncausal,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},3.558666607518083,0.22542726097950003,0.2545622802010753,0.09102320869737371,0.11142875202003195,1.0,0.5101091635454027,1.0,nan,nan,0.07783930000005057,nan,0.0,0.000317217999617091,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,ordered,retarded_ekf,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.108,0.5212091360427439,0.6899934458877705,0.29410077493094133,0.41255398746139077,1.0,0.5101091635454027,1.0,1.5596515878056976,1.0,0.04637754999748722,0.0006375027779641743,0.0,0.0033895795955535407,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,ordered,causal_prefix_batch,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},0.7999999999999999,0.5219768073517755,0.6936580782324974,0.29364344036549644,0.41308546800494794,1.0,0.5101091635454027,1.0,nan,nan,1.8626398499964125,nan,0.0,0.003384296658219926,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,ordered,initial_batch_no_updates,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.108,5.741376367280344,7.550347597775196,1.6903817855613454,2.2484766877547915,1.0,0.5101091635454027,1.0,nan,nan,0.03936055000485794,nan,4.440892098500626e-16,0.004575534771258865,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,ordered,offline_full_record_noncausal,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},3.507999999999999,0.5219768073517755,0.6936580782324974,0.29364344036549644,0.41308546800494794,1.0,0.5101091635454027,1.0,nan,nan,0.09410695000042324,nan,0.0,0.003384296658219926,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,reordered,retarded_ekf,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.1186387900152321,0.8874928943445708,1.1302726891043422,0.37330218623357847,0.5531874566891288,1.0,0.5101091635454027,1.0,1.6214191517359122,0.9722222222222222,0.04781185000865662,0.0005835222220614216,0.0,0.002751189599447264,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,reordered,causal_prefix_batch,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},0.8237250417241997,0.886420067987875,1.1279490233300302,0.37110902500562243,0.5504920563398892,1.0,0.5101091635454027,1.0,nan,nan,1.8933684499916126,nan,0.0,0.002757588540533864,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,reordered,initial_batch_no_updates,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},1.1186387900152321,4.8837209802648,7.424179084922908,1.353412669728824,1.9708755659218071,1.0,0.5101091635454027,1.0,nan,nan,0.041089949996603536,nan,4.440892098500626e-16,0.003820276243251956,whole_sequence_final_outcome,True
poorly_conditioned,uniform_oblique,0.3,0.5,reordered,offline_full_record_noncausal,4,4,1.0,0.5101091635454027,1.0,4,0.0,{},3.5619874149016177,0.886420067987875,1.1279490233300302,0.37110902500562243,0.5504920563398892,1.0,0.5101091635454027,1.0,nan,nan,0.08736730000055104,nan,0.0,0.002757588540533864,whole_sequence_final_outcome,True
