study_type,signal_model,split,geometry,direction,azimuth_deg,elevation_deg,SNR,snr_db,frame_length,pair,calibration_trial_count,evaluation_trial_count,calibration_seed,evaluation_seed,seed,estimator_variant,srp_backend,common_random_numbers,exact_reference_trials_per_configuration,exact_reference_sampling_scope,exact_fast_disagreement_covers_all_evaluation_trials,runtime_component,runtime_sample_count,exact_reference_trial_count,exact_fast_disagreement_trial_count,exact_fast_disagreement_scope,mean_exact_fast_disagreement_deg,max_exact_fast_disagreement_deg,mean_runtime_s,median_runtime_s,p95_runtime_s
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,2.0,2.0,1024,all_6,500,1000,255311858,1601789112,1601789112,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001651509398710914,0.001458900049328804,0.0025085500034037977
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,2.0,2.0,1024,all_6,500,1000,255311858,1601789112,1601789112,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005025423299986869,0.0046175000024959445,0.007583174994215368
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,2.0,2.0,1024,all_6,500,1000,255311858,1601789112,1601789112,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0029600793381870517,0.003712178556783359,0.24875606666319072,0.24943399999756366,0.26265274996403604
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,5.0,5.0,1024,all_6,500,1000,2719561396,1786869924,1786869924,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001662105800351128,0.001477799960412085,0.002488700090907514
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,5.0,5.0,1024,all_6,500,1000,2719561396,1786869924,1786869924,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005022774699260481,0.004663050058297813,0.007412840082542969
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,5.0,5.0,1024,all_6,500,1000,2719561396,1786869924,1786869924,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0037121568864960084,0.003787360104206796,0.26550183332680416,0.2587363999336958,0.27847871001577007
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,1024,all_6,500,1000,227286017,518116223,518116223,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016886419003130867,0.0015368000022135675,0.0025000100547913464
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,1024,all_6,500,1000,227286017,518116223,518116223,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005260757496580481,0.00488329998916015,0.008216684928629547
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,1024,all_6,500,1000,227286017,518116223,518116223,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.004301141693427829,0.004677131238629572,0.25206836670016247,0.2454437999986112,0.2639347500866279
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,20.0,20.0,1024,all_6,500,1000,560276737,525207505,525207505,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001658427101559937,0.0015082500176504254,0.0025119400350376965
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,20.0,20.0,1024,all_6,500,1000,560276737,525207505,525207505,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005012566603021696,0.00467739999294281,0.00762356495251879
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,20.0,20.0,1024,all_6,500,1000,560276737,525207505,525207505,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.004597339138683809,0.004982855749920176,0.24650506667482355,0.24464859999716282,0.2534951499896124
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,30.0,30.0,1024,all_6,500,1000,373630396,3035865895,3035865895,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016846012007445098,0.001520550053101033,0.0025111150229349733
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,30.0,30.0,1024,all_6,500,1000,373630396,3035865895,3035865895,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005073801402468234,0.004780049959663302,0.007628029986517503
srp_paired_full,random_broadband,evaluation,square,az45_el30,45.0,30.0,30.0,30.0,1024,all_6,500,1000,373630396,3035865895,3035865895,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.004781087096561397,0.005128142635346264,0.24681773339398205,0.24087640002835542,0.2641819001059048
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,1024,all_6,500,1000,2355559691,1581395168,1581395168,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001723765300703235,0.0015676000621169806,0.002506849996279925
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,1024,all_6,500,1000,2355559691,1581395168,1581395168,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005079867598600686,0.0048252499545924366,0.007234165008412672
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,1024,all_6,500,1000,2355559691,1581395168,1581395168,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.009707640908613086,0.01701638474803356,0.2518174999859184,0.25050870003178716,0.26006183995632454
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,1024,all_6,500,1000,3442641651,1688983065,1688983065,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016822064996231346,0.0015561000327579677,0.002501935069449246
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,1024,all_6,500,1000,3442641651,1688983065,1688983065,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005081745699513703,0.004763450066093355,0.007269545033341271
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,1024,all_6,500,1000,3442641651,1688983065,1688983065,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0015391672105022252,0.0021842645356627663,0.24751520001639923,0.24815070000477135,0.252245340065565
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,1024,all_6,500,1000,3884237269,1427567041,1427567041,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016772713016252965,0.0015514499973505735,0.0024996700522024184
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,1024,all_6,500,1000,3884237269,1427567041,1427567041,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0049936815004330126,0.004662649997044355,0.007185340084834022
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,1024,all_6,500,1000,3884237269,1427567041,1427567041,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.003710579011619518,0.0059559458871203735,0.256806566612795,0.26527259999420494,0.2775966599583626
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,1024,all_6,500,1000,788264564,1211101329,1211101329,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001290831501944922,0.0012686499976553023,0.0014312149607576428
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,1024,all_6,500,1000,788264564,1211101329,1211101329,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0039502468010177835,0.0037416000268422067,0.005559954955242574
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,1024,all_6,500,1000,788264564,1211101329,1211101329,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.002620771305285332,0.004460477969697712,0.21116466668900102,0.20890630001667887,0.21658951005665586
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-2.0,-2.0,1024,all_6,500,1000,794301446,3613033574,3613033574,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001386065399623476,0.0012693500029854476,0.002176365029299631
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-2.0,-2.0,1024,all_6,500,1000,794301446,3613033574,3613033574,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.004119979299139232,0.0037524999934248626,0.006114379985956475
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-2.0,-2.0,1024,all_6,500,1000,794301446,3613033574,3613033574,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0037087102482603225,0.0046476390823750715,0.2627654333288471,0.26385230000596493,0.27235135997179893
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,1024,all_6,500,1000,3612706052,1459357320,1459357320,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0012844688972691073,0.0012538500013761222,0.0014704799046739933
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,1024,all_6,500,1000,3612706052,1459357320,1459357320,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0038314170979429035,0.003655300009995699,0.005283600039547306
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,1024,all_6,500,1000,3612706052,1459357320,1459357320,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0023707437985992052,0.004721171182863503,0.21088983331962177,0.21032509999349713,0.21364241000264883
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,2.0,2.0,1024,all_6,500,1000,1956283004,3932867133,3932867133,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0012827286993851886,0.0012567000230774283,0.0014718400314450264
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,2.0,2.0,1024,all_6,500,1000,1956283004,3932867133,3932867133,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.00385478020075243,0.0036155000561848283,0.005734425008995458
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,2.0,2.0,1024,all_6,500,1000,1956283004,3932867133,3932867133,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.001409728239967517,0.0020629881565117636,0.20758869999554008,0.20652209990657866,0.20942225998733194
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,5.0,5.0,1024,all_6,500,1000,2540818272,2037626170,2037626170,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001282334098010324,0.0012533999979496002,0.0014675899990834293
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,5.0,5.0,1024,all_6,500,1000,2540818272,2037626170,2037626170,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0037592969998950137,0.0035720999585464597,0.0052136399957817044
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,5.0,5.0,1024,all_6,500,1000,2540818272,2037626170,2037626170,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0028258019419728,0.0043563595128237095,0.209578933310695,0.20851869997568429,0.2134422399569303
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,1024,all_6,500,1000,1775564037,2259990050,2259990050,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001276456098188646,0.0012507999781519175,0.0014361999928951263
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,1024,all_6,500,1000,1775564037,2259990050,2259990050,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0038122632972663268,0.003590499982237816,0.005484514957061036
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,1024,all_6,500,1000,1775564037,2259990050,2259990050,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.002070667053746859,0.0033038538264459037,0.2095715666655451,0.2090641000540927,0.21223335998365656
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,20.0,20.0,1024,all_6,500,1000,53088747,1810674443,1810674443,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001741635300568305,0.0015280499937944114,0.0025273350358475
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,20.0,20.0,1024,all_6,500,1000,53088747,1810674443,1810674443,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.005223842199658975,0.004897100036032498,0.007936269999481736
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,20.0,20.0,1024,all_6,500,1000,53088747,1810674443,1810674443,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0021491810373231524,0.0027445378207363027,0.2547695333293329,0.2553360000019893,0.265374060056638
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,30.0,30.0,1024,all_6,500,1000,1123356311,3826561652,3826561652,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016944278994342312,0.0014982499997131526,0.0025034300866536795
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,30.0,30.0,1024,all_6,500,1000,1123356311,3826561652,3826561652,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0051418728004209695,0.004764850076753646,0.007913204940268767
srp_paired_full,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,30.0,30.0,1024,all_6,500,1000,1123356311,3826561652,3826561652,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0040440608550877865,0.0047240321982492065,0.250580200071757,0.24771630007307976,0.2616681000683457
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-10.0,-10.0,1024,all_6,500,1000,1001247528,3110510021,3110510021,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0017089604014763609,0.0014655999839305878,0.0025246300152502953
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-10.0,-10.0,1024,all_6,500,1000,1001247528,3110510021,3110510021,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.004804468599031679,0.004465599951799959,0.007035125012043863
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-10.0,-10.0,1024,all_6,500,1000,1001247528,3110510021,3110510021,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.001782740964810383,0.0022918401810249995,0.260979766647021,0.2522473999997601,0.27843874994432555
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-8.0,-8.0,1024,all_6,500,1000,704253683,649316147,649316147,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0017118914974853397,0.0014902499970048666,0.002532119961688295
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-8.0,-8.0,1024,all_6,500,1000,704253683,649316147,649316147,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.004716544397990219,0.004393699928186834,0.006880009995074942
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-8.0,-8.0,1024,all_6,500,1000,704253683,649316147,649316147,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0022722314118128624,0.004234259218921042,0.2562835666661461,0.2585645999060944,0.25879391997586937
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-6.0,-6.0,1024,all_6,500,1000,679307534,3961413840,3961413840,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016609103976516053,0.0014280000468716025,0.002512675040634349
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-6.0,-6.0,1024,all_6,500,1000,679307534,3961413840,3961413840,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0045488141983514654,0.004193650034721941,0.006808774918317793
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-6.0,-6.0,1024,all_6,500,1000,679307534,3961413840,3961413840,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0011044481943253488,0.0019945108098588485,0.2569213333384444,0.25858620007056743,0.2672859599930234
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-4.0,-4.0,1024,all_6,500,1000,3872369406,4098718107,4098718107,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016512847994454205,0.0014279000461101532,0.002528345043538138
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-4.0,-4.0,1024,all_6,500,1000,3872369406,4098718107,4098718107,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.004498270900570788,0.004160100012086332,0.006482099997811019
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-4.0,-4.0,1024,all_6,500,1000,3872369406,4098718107,4098718107,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0028287972149093066,0.003252167493678976,0.2527335333094622,0.24189269996713847,0.2758511399617419
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-2.0,-2.0,1024,all_6,500,1000,1523307938,2150649130,2150649130,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016266858974704518,0.0014163500163704157,0.0025040149746928366
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-2.0,-2.0,1024,all_6,500,1000,1523307938,2150649130,2150649130,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0046002568990224976,0.00421359995380044,0.006798074953258036
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,-2.0,-2.0,1024,all_6,500,1000,1523307938,2150649130,2150649130,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0017543238362310147,0.003021799362229992,0.2525004333195587,0.251393000013195,0.2573021299554966
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,0.0,0.0,1024,all_6,500,1000,3692390404,311841759,311841759,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016344063986325637,0.0014184499741531909,0.0025085250090342015
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,0.0,0.0,1024,all_6,500,1000,3692390404,311841759,311841759,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0045564092993736266,0.004208849975839257,0.0066450649464968575
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,0.0,0.0,1024,all_6,500,1000,3692390404,311841759,311841759,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0015545915483230809,0.0029886133991372473,0.26466750000448275,0.2646017000079155,0.2650741099379957
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,2.0,2.0,1024,all_6,500,1000,234376169,4112086722,4112086722,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016297615021467209,0.0014103000285103917,0.0025001400616019966
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,2.0,2.0,1024,all_6,500,1000,234376169,4112086722,4112086722,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.004545775499078445,0.0041380999609827995,0.006854690035106614
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,2.0,2.0,1024,all_6,500,1000,234376169,4112086722,4112086722,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0016784804003360627,0.0036981347164967908,0.2503304333658889,0.24983520002570003,0.26344509003683925
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,5.0,5.0,1024,all_6,500,1000,1621876244,753590299,753590299,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0016343297003768385,0.0014363499940373003,0.0025166399602312593
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,5.0,5.0,1024,all_6,500,1000,1621876244,753590299,753590299,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0046107871012063695,0.004229400015901774,0.0069462350278627115
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,5.0,5.0,1024,all_6,500,1000,1621876244,753590299,753590299,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0015060065603941675,0.0028952360657448976,0.2449728000210598,0.2535037000197917,0.2537141200504266
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,10.0,10.0,1024,all_6,500,1000,2333029266,1966889473,1966889473,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.001682702801655978,0.0014591999934054911,0.0025358649843838063
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,10.0,10.0,1024,all_6,500,1000,2333029266,1966889473,1966889473,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.004947306799818762,0.004510099999606609,0.007968980021541937
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,10.0,10.0,1024,all_6,500,1000,2333029266,1966889473,1966889473,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_exact_vectorized_reference,3,3,3,sampled_exact_reference_trials_only,0.0018502223028376934,0.0029767706774453603,0.26807399998263765,0.2698112999787554,0.27634601996978747
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,20.0,20.0,1024,all_6,500,1000,995109646,2289014471,2289014471,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,gcc_all_pair_phat,1000,0,0,not_applicable,nan,nan,0.0017043732983293013,0.0014726000372320414,0.0025268150260671974
srp_paired_full,deterministic_multisine,evaluation,square,az120_el50,120.0,50.0,20.0,20.0,1024,all_6,500,1000,995109646,2289014471,2289014471,runtime_diagnostic,not_applicable,True,3,first_3_evaluation_trials_per_configuration,False,srp_interpolated_search,1000,0,0,not_applicable,nan,nan,0.0049893030003877355,0.004613249970134348,0.00755394997540861
