split,sequence_count,dependent_frame_count,successful_frame_count,invalid_frame_count,coverage,residual_sample_count,antipodal_residual_count,estimator_variant,geometry,snr_db,signal_model,trajectory_kind,bias_az_arc_rad,bias_el_arc_rad,bias_norm_deg,calibration_mean_residual_az_arc_rad,calibration_mean_residual_el_arc_rad,calibration_bias_norm_deg,radial_tangent_rmse_rad,geodesic_rmse_rad,geodesic_rmse_deg,geodesic_p50_deg,geodesic_p95_deg,geodesic_p99_deg,fraction_error_gt_5deg,fraction_error_gt_10deg,fraction_error_gt_30deg,covariance_available,covariance_rad2_json,covariance_00_rad2,covariance_01_rad2,covariance_11_rad2,covariance_eigenvalue_min_rad2,covariance_eigenvalue_max_rad2,covariance_condition_number,covariance_correlation,covariance_rank,covariance_symmetric,covariance_positive_semidefinite,centered_nis_sample_count,centered_nis_p50,centered_nis_p95,centered_nis_p99,centered_nis_fraction_gt_chi_square_2_p95,centered_nis_fraction_gt_chi_square_rank_p95,raw_normalized_squared_error_sample_count,raw_normalized_squared_error_p50,raw_normalized_squared_error_p95,raw_normalized_squared_error_p99,chi_square_2_p50,chi_square_2_p95,chi_square_2_p99,chi_square_rank_p50,chi_square_rank_p95,chi_square_rank_p99,nis_centering_mean_az_arc_rad,nis_centering_mean_el_arc_rad,bias_correction_applied_to_centered_nis,nis_centering_mean_source_split,evaluation_mean_used_for_nis_centering,chi_square_comparison_statistic,nis_positive_covariance_rank,chi_square_degrees_of_freedom,centered_nis_support_violation_fraction,covariance_source_split,covariance_fit_used_this_split,evaluation_residual_used_to_fit_covariance,conditioning_metadata,sequence_seeds_json,source_seeds_json,noise_seeds_json,calibration_sequence_seeds_json,evaluation_sequence_seeds_json,seed_scope,calibration_evaluation_seed_overlap,calibration_evaluation_sequence_seed_overlap_count,calibration_evaluation_source_seed_overlap_count,calibration_evaluation_noise_seed_overlap_count,calibration_evaluation_all_role_seed_overlap_count,seed_disjointness_programmatically_verified,source_noise_realizations_disjoint_between_splits,common_signal_and_noise_across_methods_within_sequence,overlapping_frames_are_statistically_dependent,dependent_frames_are_independent_trials,truth_used_by_online_estimator,quality_score_probability_claimed,chi_square_2_is_diagnostic_gaussian_benchmark,gaussian_distribution_claimed,signal_level_crlb_claimed,tracking_implemented
calibration,3,60,60,0,1.0,60,0,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,0.0012848614052466843,0.0005338830902824728,0.07971941271127218,0.0012848614052466843,0.0005338830902824728,0.07971941271127218,0.00668444116686596,0.0066844411668492785,0.382990267263967,0.32788471507988387,0.6612520440862205,0.7083874203790683,0.0,0.0,0.0,True,"[[2.1544489876032198e-05, -5.294528216737085e-06], [-5.294528216737085e-06, 2.1925869847876587e-05]]",2.1544489876032198e-05,-5.294528216737085e-06,2.1925869847876587e-05,1.643721877219956e-05,2.703314095170922e-05,1.644629868736106,-0.24360194052737125,2,True,True,60,1.4652992112766299,5.551824369467865,7.771516061995266,0.03333333333333333,0.03333333333333333,60,1.381350233799904,6.564322881036162,7.69311717196579,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0012848614052466843,0.0005338830902824728,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2179093527, 1992302297, 3685286723]","[1376632059, 328314412, 3536716622]","[1413616765, 955008243, 1373376758]","[2179093527, 1992302297, 3685286723]","[3356544911, 2050014209, 746074735]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,0.0009493985838654403,-0.0002656317052767782,0.05648555716383598,0.0012848614052466843,0.0005338830902824728,0.07971941271127218,0.005611174696027845,0.005611174696007428,0.32149662819182834,0.280938704222116,0.5942985195960587,0.6109495647703511,0.0,0.0,0.0,True,"[[2.1544489876032198e-05, -5.294528216737085e-06], [-5.294528216737085e-06, 2.1925869847876587e-05]]",2.1544489876032198e-05,-5.294528216737085e-06,2.1925869847876587e-05,1.643721877219956e-05,2.703314095170922e-05,1.644629868736106,-0.24360194052737125,2,True,True,60,1.093282115733891,5.083156889075473,5.303690742702197,0.0,0.0,60,1.138869411624373,4.593348328087221,6.018459762071511,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0012848614052466843,0.0005338830902824728,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3356544911, 2050014209, 746074735]","[538782410, 24284900, 3440261249]","[165367911, 3917609760, 3560782299]","[2179093527, 1992302297, 3685286723]","[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,0.0002619418905821649,-0.00014674413621022577,0.017202803334374895,0.0002619418905821649,-0.00014674413621022577,0.017202803334374895,0.004162389324128495,0.004162389324105574,0.2384873409615607,0.1991911709611838,0.42297656321451893,0.4908279694613006,0.0,0.0,0.0,True,"[[9.086363432725835e-06, 8.648851742468806e-07], [8.648851742468806e-07, 8.44109842157758e-06]]",9.086363432725835e-06,8.648851742468806e-07,8.44109842157758e-06,7.840628496061258e-06,9.686833358242157e-06,1.2354664378127773,0.09875609725981518,2,True,True,60,1.3065209232750181,6.449807509905504,8.519153266597868,0.06666666666666667,0.06666666666666667,60,1.3883275843768281,6.273479801846586,8.605457462868868,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0002619418905821649,-0.00014674413621022577,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2179093527, 1992302297, 3685286723]","[1376632059, 328314412, 3536716622]","[1413616765, 955008243, 1373376758]","[2179093527, 1992302297, 3685286723]","[3356544911, 2050014209, 746074735]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,9.406288949907872e-07,-0.0011474284737740315,0.06574283093078909,0.0002619418905821649,-0.00014674413621022577,0.017202803334374895,0.0036071669778439523,0.0036071669778168242,0.20667544382786426,0.17839483775847667,0.3490265343103974,0.4013372125935335,0.0,0.0,0.0,True,"[[9.086363432725835e-06, 8.648851742468806e-07], [8.648851742468806e-07, 8.44109842157758e-06]]",9.086363432725835e-06,8.648851742468806e-07,8.44109842157758e-06,7.840628496061258e-06,9.686833358242157e-06,1.2354664378127773,0.09875609725981518,2,True,True,60,1.1306200112378608,4.23305064059132,5.530149930255197,0.016666666666666666,0.016666666666666666,60,1.117794237763512,4.176390465329054,5.683640012343396,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0002619418905821649,-0.00014674413621022577,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3356544911, 2050014209, 746074735]","[538782410, 24284900, 3440261249]","[165367911, 3917609760, 3560782299]","[2179093527, 1992302297, 3685286723]","[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,0.00027522895609170155,-0.00015082500862048174,0.017982037505026686,0.00027522895609170155,-0.00015082500862048174,0.017982037505026686,0.004167168328900222,0.004167168328876749,0.23876115776522194,0.20259832895426708,0.41735906787530624,0.48323930924519254,0.0,0.0,0.0,True,"[[9.36633828096703e-06, 8.379543248667804e-07], [8.379543248667804e-07, 8.193111942652336e-06]]",9.36633828096703e-06,8.379543248667804e-07,8.193111942652336e-06,7.756845617053939e-06,9.802604606565427e-06,1.2637359424833403,0.09565572836296668,2,True,True,60,1.3175291772867699,6.348295513388941,8.391484533566558,0.06666666666666667,0.06666666666666667,60,1.3989378488882092,6.108200595555176,8.507322969576112,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.00027522895609170155,-0.00015082500862048174,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2179093527, 1992302297, 3685286723]","[1376632059, 328314412, 3536716622]","[1413616765, 955008243, 1373376758]","[2179093527, 1992302297, 3685286723]","[3356544911, 2050014209, 746074735]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,-5.623102702066853e-05,-0.0012263839417598335,0.07034044666129607,0.00027522895609170155,-0.00015082500862048174,0.017982037505026686,0.003649845843391439,0.0036498458433641616,0.209120762698133,0.1861796858843778,0.3447505863640909,0.42003359987632594,0.0,0.0,0.0,True,"[[9.36633828096703e-06, 8.379543248667804e-07], [8.379543248667804e-07, 8.193111942652336e-06]]",9.36633828096703e-06,8.379543248667804e-07,8.193111942652336e-06,7.756845617053939e-06,9.802604606565427e-06,1.2637359424833403,0.09565572836296668,2,True,True,60,1.1908071640448241,4.036025542714189,6.120568084675027,0.016666666666666666,0.016666666666666666,60,1.209339057651714,3.9977094454547,6.299014056972421,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.00027522895609170155,-0.00015082500862048174,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3356544911, 2050014209, 746074735]","[538782410, 24284900, 3440261249]","[165367911, 3917609760, 3560782299]","[2179093527, 1992302297, 3685286723]","[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,transverse,-0.0006887880745165126,0.001610898607843226,0.10038088672369609,-0.0006887880745165126,0.001610898607843226,0.10038088672369609,0.006052478826537101,0.006052478826523574,0.34678149235209393,0.2700174609239646,0.6475721284376211,0.7121313316157803,0.0,0.0,0.0,True,"[[1.3267824435778057e-05, -3.864192491421417e-06], [-3.864192491421417e-06, 2.0864117878797363e-05]]",1.3267824435778057e-05,-3.864192491421417e-06,2.0864117878797363e-05,1.1647677871679023e-05,2.2484264442896397e-05,1.9303645491060675,-0.2322516886493454,2,True,True,60,1.3434099478525465,6.755010812244106,8.894393370216715,0.08333333333333333,0.08333333333333333,60,1.426334949867122,6.49837399292419,9.134801408902593,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0006887880745165126,0.001610898607843226,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2771027744, 14759003, 1050107561]","[4037499032, 393833856, 1835892954]","[660576182, 3447893272, 1835613688]","[2771027744, 14759003, 1050107561]","[1782561329, 2284887492, 724850334]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,transverse,0.0002123805156172261,0.0020514529622775437,0.11816780161350808,-0.0006887880745165126,0.001610898607843226,0.10038088672369609,0.006381263109942624,0.006381263109933935,0.36561944416174075,0.3089816368892575,0.5672157817242309,0.838133564498643,0.0,0.0,0.0,True,"[[1.3267824435778057e-05, -3.864192491421417e-06], [-3.864192491421417e-06, 2.0864117878797363e-05]]",1.3267824435778057e-05,-3.864192491421417e-06,2.0864117878797363e-05,1.1647677871679023e-05,2.2484264442896397e-05,1.9303645491060675,-0.2322516886493454,2,True,True,60,1.6873436739029322,7.358292326153736,11.347108457432203,0.08333333333333333,0.08333333333333333,60,1.6633944389401787,6.254802753927848,12.973011122522216,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0006887880745165126,0.001610898607843226,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1782561329, 2284887492, 724850334]","[624846791, 2288430684, 1069810865]","[152082083, 521531870, 3020585222]","[2771027744, 14759003, 1050107561]","[1782561329, 2284887492, 724850334]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,transverse,0.0002819060254814247,0.0018243062829400474,0.10576565661836938,0.0002819060254814247,0.0018243062829400474,0.10576565661836938,0.004476604387670551,0.00447660438765866,0.2564905379625875,0.21635180846152335,0.4504984907886668,0.5823708438459686,0.0,0.0,0.0,True,"[[6.5700732462341095e-06, -3.113297670768956e-06], [-3.113297670768956e-06, 1.034425464108857e-05]]",6.5700732462341095e-06,-3.113297670768956e-06,1.034425464108857e-05,4.8165961737754665e-06,1.2097731713547212e-05,2.5116765610151743,-0.37764691355921653,2,True,True,60,1.6072140681409044,6.044133302718964,7.00382443647548,0.06666666666666667,0.06666666666666667,60,1.913957253856358,6.76177593256729,9.199127660639855,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0002819060254814247,0.0018243062829400474,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2771027744, 14759003, 1050107561]","[4037499032, 393833856, 1835892954]","[660576182, 3447893272, 1835613688]","[2771027744, 14759003, 1050107561]","[1782561329, 2284887492, 724850334]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,transverse,0.0008154101111288789,0.000537702700667618,0.05596298629553541,0.0002819060254814247,0.0018243062829400474,0.10576565661836938,0.004359990062735559,0.004359990062720346,0.2498090293128549,0.2041215275123228,0.46701839007314866,0.5472474050518394,0.0,0.0,0.0,True,"[[6.5700732462341095e-06, -3.113297670768956e-06], [-3.113297670768956e-06, 1.034425464108857e-05]]",6.5700732462341095e-06,-3.113297670768956e-06,1.034425464108857e-05,4.8165961737754665e-06,1.2097731713547212e-05,2.5116765610151743,-0.37764691355921653,2,True,True,60,1.9254648940929688,8.774021573020917,10.652340436729173,0.15,0.15,60,1.629316189509204,12.882629842318039,13.779386404620011,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0002819060254814247,0.0018243062829400474,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1782561329, 2284887492, 724850334]","[624846791, 2288430684, 1069810865]","[152082083, 521531870, 3020585222]","[2771027744, 14759003, 1050107561]","[1782561329, 2284887492, 724850334]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,transverse,0.0003302948039739449,0.0018388044031020024,0.10704189285296625,0.0003302948039739449,0.0018388044031020024,0.10704189285296625,0.00449744113361081,0.004497441133598823,0.25768439556374517,0.21947355833996732,0.45368838227074537,0.5787970839170077,0.0,0.0,0.0,True,"[[6.496592450391536e-06, -3.106730856594285e-06], [-3.106730856594285e-06, 1.0523760559671168e-05]]",6.496592450391536e-06,-3.106730856594285e-06,1.0523760559671168e-05,4.8079748140892195e-06,1.2212378195973485e-05,2.5400254094897727,-0.3757295395033755,2,True,True,60,1.5109231942126933,6.070277920827924,7.20330137182387,0.06666666666666667,0.06666666666666667,60,1.8909332833877261,6.66834919575277,8.950046376564059,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0003302948039739449,0.0018388044031020024,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2771027744, 14759003, 1050107561]","[4037499032, 393833856, 1835892954]","[660576182, 3447893272, 1835613688]","[2771027744, 14759003, 1050107561]","[1782561329, 2284887492, 724850334]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,transverse,0.0008157131017469978,0.00048430288929008654,0.05435365121379809,0.0003302948039739449,0.0018388044031020024,0.10704189285296625,0.004333311875108702,0.004333311875099901,0.24828048175714523,0.20019609576072567,0.4647599535958388,0.5231137224828049,0.0,0.0,0.0,True,"[[6.496592450391536e-06, -3.106730856594285e-06], [-3.106730856594285e-06, 1.0523760559671168e-05]]",6.496592450391536e-06,-3.106730856594285e-06,1.0523760559671168e-05,4.8079748140892195e-06,1.2212378195973485e-05,2.5400254094897727,-0.3757295395033755,2,True,True,60,1.9917244850599798,9.015095027422074,10.795729508637972,0.15,0.15,60,1.7085614535386648,10.732411323764405,14.138520486371416,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0003302948039739449,0.0018388044031020024,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1782561329, 2284887492, 724850334]","[624846791, 2288430684, 1069810865]","[152082083, 521531870, 3020585222]","[2771027744, 14759003, 1050107561]","[1782561329, 2284887492, 724850334]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,piecewise,-0.0005873226476733015,-0.000698535770218224,0.05229005436608614,-0.0005873226476733015,-0.000698535770218224,0.05229005436608614,0.005649287313624066,0.00564928731361034,0.3236803203266712,0.2708963301171461,0.5769128414993829,0.6452221579387704,0.0,0.0,0.0,True,"[[1.2672703095088538e-05, -4.280551008233901e-06], [-4.280551008233901e-06, 1.893564982402618e-05]]",1.2672703095088538e-05,-4.280551008233901e-06,1.893564982402618e-05,1.0500475641593553e-05,2.1107877277521165e-05,2.010182966751574,-0.2763280293060456,2,True,True,60,1.8624044431355196,5.493784807587265,6.919747116929473,0.05,0.05,60,1.6425637623114329,6.0178546693689565,6.970382684958056,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0005873226476733015,-0.000698535770218224,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1809705632, 1108447123, 1856133778]","[3760120334, 4259313880, 2268670307]","[536452568, 750226398, 3567240820]","[1809705632, 1108447123, 1856133778]","[3403897194, 1365071694, 2554676784]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,piecewise,0.0008752336196519925,-0.001167909510103869,0.08362135025165233,-0.0005873226476733015,-0.000698535770218224,0.05229005436608614,0.004865317529710234,0.004865317529690618,0.278762160442288,0.20751565340582578,0.5417628389735211,0.6078776755549189,0.0,0.0,0.0,True,"[[1.2672703095088538e-05, -4.280551008233901e-06], [-4.280551008233901e-06, 1.893564982402618e-05]]",1.2672703095088538e-05,-4.280551008233901e-06,1.893564982402618e-05,1.0500475641593553e-05,2.1107877277521165e-05,2.010182966751574,-0.2763280293060456,2,True,True,60,0.9682748901089133,8.609228016579664,9.36815415618094,0.06666666666666667,0.06666666666666667,60,0.9450580776870736,7.513886058168412,8.920205704990748,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0005873226476733015,-0.000698535770218224,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3403897194, 1365071694, 2554676784]","[2622439599, 2849630520, 676456315]","[4186051009, 1346991435, 2010087983]","[1809705632, 1108447123, 1856133778]","[3403897194, 1365071694, 2554676784]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,piecewise,-4.5247198701053525e-05,-0.0007106615393290359,0.04080035365640469,-4.5247198701053525e-05,-0.0007106615393290359,0.04080035365640469,0.0037226518625477,0.0037226518625268676,0.21329224031930466,0.18339109623923622,0.3855623687071653,0.41326972704330084,0.0,0.0,0.0,True,"[[6.683524155726649e-06, -3.2133309012023523e-07], [-3.2133309012023523e-07, 6.8938145804679805e-06]]",6.683524155726649e-06,-3.2133309012023523e-07,6.8938145804679805e-06,6.450571053267602e-06,7.126767682927028e-06,1.104827405833611,-0.047339415386158185,2,True,True,60,1.238378911667976,6.829240432921282,8.17460505784573,0.06666666666666667,0.06666666666666667,60,1.463961375190946,6.487584395748881,7.7422116545520705,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-4.5247198701053525e-05,-0.0007106615393290359,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1809705632, 1108447123, 1856133778]","[3760120334, 4259313880, 2268670307]","[536452568, 750226398, 3567240820]","[1809705632, 1108447123, 1856133778]","[3403897194, 1365071694, 2554676784]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,piecewise,0.0011141844946111698,-2.770583939707801e-05,0.0638578029541691,-4.5247198701053525e-05,-0.0007106615393290359,0.04080035365640469,0.004031588968386887,0.004031588968369586,0.23099303261907883,0.15582631702075472,0.4712243942762179,0.5935998246193013,0.0,0.0,0.0,True,"[[6.683524155726649e-06, -3.2133309012023523e-07], [-3.2133309012023523e-07, 6.8938145804679805e-06]]",6.683524155726649e-06,-3.2133309012023523e-07,6.8938145804679805e-06,6.450571053267602e-06,7.126767682927028e-06,1.104827405833611,-0.047339415386158185,2,True,True,60,1.2244636991934836,11.444045698680664,17.41825900532678,0.08333333333333333,0.08333333333333333,60,1.1239644758150238,10.357108600651427,16.06264103485358,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-4.5247198701053525e-05,-0.0007106615393290359,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3403897194, 1365071694, 2554676784]","[2622439599, 2849630520, 676456315]","[4186051009, 1346991435, 2010087983]","[1809705632, 1108447123, 1856133778]","[3403897194, 1365071694, 2554676784]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,piecewise,7.315536028243491e-07,-0.0006621673487862067,0.03793941757033804,7.315536028243491e-07,-0.0006621673487862067,0.03793941757033804,0.0037047218760315596,0.003704721876014342,0.21226492776541045,0.18620448896700081,0.39072663558540016,0.41500729254976976,0.0,0.0,0.0,True,"[[6.647936577946958e-06, -3.143576829945046e-07], [-3.143576829945046e-07, 6.8637563499624355e-06]]",6.647936577946958e-06,-3.143576829945046e-07,6.8637563499624355e-06,6.42348326449381e-06,7.088209663415583e-06,1.1034837908889852,-0.04653714283082513,2,True,True,60,1.3011245512072034,6.9889006297975,8.236610617719052,0.06666666666666667,0.06666666666666667,60,1.5149202965759523,6.840427402299378,7.851693585712777,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,7.315536028243491e-07,-0.0006621673487862067,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1809705632, 1108447123, 1856133778]","[3760120334, 4259313880, 2268670307]","[536452568, 750226398, 3567240820]","[1809705632, 1108447123, 1856133778]","[3403897194, 1365071694, 2554676784]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,piecewise,0.0011435316314824047,4.710207368250343e-05,0.06557509343247406,7.315536028243491e-07,-0.0006621673487862067,0.03793941757033804,0.00415143583862433,0.0041514358386099525,0.23785975247170385,0.1570057743371566,0.4678659541674587,0.6419323232149096,0.0,0.0,0.0,True,"[[6.647936577946958e-06, -3.143576829945046e-07], [-3.143576829945046e-07, 6.8637563499624355e-06]]",6.647936577946958e-06,-3.143576829945046e-07,6.8637563499624355e-06,6.42348326449381e-06,7.088209663415583e-06,1.1034837908889852,-0.04653714283082513,2,True,True,60,1.3361887452652226,11.561056869365377,20.27801503154444,0.08333333333333333,0.08333333333333333,60,1.1424930949894319,10.258762165744955,18.989253304913134,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,7.315536028243491e-07,-0.0006621673487862067,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3403897194, 1365071694, 2554676784]","[2622439599, 2849630520, 676456315]","[4186051009, 1346991435, 2010087983]","[1809705632, 1108447123, 1856133778]","[3403897194, 1365071694, 2554676784]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,reference_3_gcc_wls,tetrahedral,20.0,random_broadband,stationary,-2.842369418325036e-05,0.000701047876900949,0.04020008562342936,-2.842369418325036e-05,0.000701047876900949,0.04020008562342936,0.0009458099486729149,0.0009458099485808158,0.05419091827516615,0.049896600263736435,0.09042793673273533,0.09747902439314046,0.0,0.0,0.0,True,"[[1.0663265648924695e-07, 1.9613768853763866e-08], [1.9613768853763866e-08, 3.024660827415782e-07]]",1.0663265648924695e-07,1.9613768853763866e-08,3.024660827415782e-07,1.0468755189672346e-07,3.044111873341017e-07,2.907806915137436,0.10921381995654937,2,True,True,60,1.1172227056289175,5.850404309505976,9.297180949855836,0.05,0.05,60,2.8618238772118874,9.548667716352877,14.250294110927593,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-2.842369418325036e-05,0.000701047876900949,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3346784693, 2413408931, 3998458384]","[685844757, 1433156005, 3589404061]","[3494377368, 525585289, 2265651397]","[3346784693, 2413408931, 3998458384]","[3943471465, 4193772538, 4278915112]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
