split,sequence_count,dependent_frame_count,successful_frame_count,invalid_frame_count,coverage,residual_sample_count,antipodal_residual_count,estimator_variant,geometry,snr_db,signal_model,trajectory_kind,bias_az_arc_rad,bias_el_arc_rad,bias_norm_deg,calibration_mean_residual_az_arc_rad,calibration_mean_residual_el_arc_rad,calibration_bias_norm_deg,radial_tangent_rmse_rad,geodesic_rmse_rad,geodesic_rmse_deg,geodesic_p50_deg,geodesic_p95_deg,geodesic_p99_deg,fraction_error_gt_5deg,fraction_error_gt_10deg,fraction_error_gt_30deg,covariance_available,covariance_rad2_json,covariance_00_rad2,covariance_01_rad2,covariance_11_rad2,covariance_eigenvalue_min_rad2,covariance_eigenvalue_max_rad2,covariance_condition_number,covariance_correlation,covariance_rank,covariance_symmetric,covariance_positive_semidefinite,centered_nis_sample_count,centered_nis_p50,centered_nis_p95,centered_nis_p99,centered_nis_fraction_gt_chi_square_2_p95,centered_nis_fraction_gt_chi_square_rank_p95,raw_normalized_squared_error_sample_count,raw_normalized_squared_error_p50,raw_normalized_squared_error_p95,raw_normalized_squared_error_p99,chi_square_2_p50,chi_square_2_p95,chi_square_2_p99,chi_square_rank_p50,chi_square_rank_p95,chi_square_rank_p99,nis_centering_mean_az_arc_rad,nis_centering_mean_el_arc_rad,bias_correction_applied_to_centered_nis,nis_centering_mean_source_split,evaluation_mean_used_for_nis_centering,chi_square_comparison_statistic,nis_positive_covariance_rank,chi_square_degrees_of_freedom,centered_nis_support_violation_fraction,covariance_source_split,covariance_fit_used_this_split,evaluation_residual_used_to_fit_covariance,conditioning_metadata,sequence_seeds_json,source_seeds_json,noise_seeds_json,calibration_sequence_seeds_json,evaluation_sequence_seeds_json,seed_scope,calibration_evaluation_seed_overlap,calibration_evaluation_sequence_seed_overlap_count,calibration_evaluation_source_seed_overlap_count,calibration_evaluation_noise_seed_overlap_count,calibration_evaluation_all_role_seed_overlap_count,seed_disjointness_programmatically_verified,source_noise_realizations_disjoint_between_splits,common_signal_and_noise_across_methods_within_sequence,overlapping_frames_are_statistically_dependent,dependent_frames_are_independent_trials,truth_used_by_online_estimator,quality_score_probability_claimed,chi_square_2_is_diagnostic_gaussian_benchmark,gaussian_distribution_claimed,signal_level_crlb_claimed,tracking_implemented
calibration,3,60,60,0,1.0,60,0,equal_weight_srp_phat,square,-6.0,random_broadband,transverse,0.0008274312436101133,0.0009368913368648619,0.07161761220846746,0.0008274312436101133,0.0009368913368648619,0.07161761220846746,0.01585697032908139,0.015856970329078086,0.9085374757203465,0.578427380205968,1.9169950501199708,2.4116652711607376,0.0,0.0,0.0,True,"[[2.3251087467447142e-05, -1.5291298167549587e-05], [-1.5291298167549587e-05, 0.00023086528559428804]]",2.3251087467447142e-05,-1.5291298167549587e-05,0.00023086528559428804,2.2130889722021457e-05,0.00023198548333971372,10.482429141060486,-0.20871007040056253,2,True,True,60,1.4052158789753988,5.570037315780968,8.941793767515493,0.05,0.05,60,1.2326288771047949,5.972995021662006,9.432241017811661,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0008274312436101133,0.0009368913368648619,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3044710504, 3302659053, 3433970978]","[4185325419, 1486485390, 2892368921]","[3210573225, 3033036209, 3220106031]","[3044710504, 3302659053, 3433970978]","[1967417065, 338665992, 551893562]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,equal_weight_srp_phat,square,-6.0,random_broadband,transverse,0.00023575013303627493,-0.00048365084506974846,0.030827912313077174,0.0008274312436101133,0.0009368913368648619,0.07161761220846746,0.010194480013658705,0.010194480013653839,0.5841006791128348,0.4723086338623762,0.9241808360096493,1.4011559513514784,0.0,0.0,0.0,True,"[[2.3251087467447142e-05, -1.5291298167549587e-05], [-1.5291298167549587e-05, 0.00023086528559428804]]",2.3251087467447142e-05,-1.5291298167549587e-05,0.00023086528559428804,2.2130889722021457e-05,0.00023198548333971372,10.482429141060486,-0.20871007040056253,2,True,True,60,0.7611562216171094,5.491679788530397,7.236702747911288,0.03333333333333333,0.03333333333333333,60,0.7089677312868841,5.911322211982756,6.9915746343363105,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0008274312436101133,0.0009368913368648619,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1967417065, 338665992, 551893562]","[4041306571, 1404251954, 297288832]","[1756587839, 57306652, 144944509]","[3044710504, 3302659053, 3433970978]","[1967417065, 338665992, 551893562]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,reference_3_gcc_wls,square,-6.0,random_broadband,piecewise,-0.003009319254091326,-0.008256955439568274,0.5035295607699627,-0.003009319254091326,-0.008256955439568274,0.5035295607699627,0.02354606116833976,0.023546061168336917,1.3490899291025815,1.0155061808002581,2.8697873811993273,3.341570811593644,0.0,0.0,0.0,True,"[[6.33725177997528e-05, -2.305712929728215e-06], [-2.305712929728215e-06, 0.00042189902224004715]]",6.33725177997528e-05,-2.305712929728215e-06,0.00042189902224004715,6.335769018675803e-05,0.00042191384985304194,6.659236607416969,-0.014101018893536484,2,True,True,60,1.321136966027368,6.317023475450447,9.154874063231343,0.06666666666666667,0.06666666666666667,60,1.467511433287696,6.701158525466137,10.901063151559265,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.003009319254091326,-0.008256955439568274,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2681923241, 3190139595, 1761317004]","[3285918755, 632089066, 486036081]","[3951535512, 1908334058, 2663688158]","[2681923241, 3190139595, 1761317004]","[1012397294, 3266212900, 3901482396]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,reference_3_gcc_wls,square,-6.0,random_broadband,piecewise,-3.372562324021888e-05,-0.011776725810985957,0.6747594523120589,-0.003009319254091326,-0.008256955439568274,0.5035295607699627,0.030145908235640534,0.03014590823563889,1.7272333114907783,1.4765669227337113,2.605820198641109,3.8901316819727727,0.0,0.0,0.0,True,"[[6.33725177997528e-05, -2.305712929728215e-06], [-2.305712929728215e-06, 0.00042189902224004715]]",6.33725177997528e-05,-2.305712929728215e-06,0.00042189902224004715,6.335769018675803e-05,0.00042191384985304194,6.659236607416969,-0.014101018893536484,2,True,True,60,2.3617969818156492,11.712237092028783,17.380172468091892,0.18333333333333332,0.18333333333333332,60,2.5115257343727135,12.939610785642062,14.85121374698141,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.003009319254091326,-0.008256955439568274,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1012397294, 3266212900, 3901482396]","[2001518579, 2751031159, 695957852]","[1451055821, 816349069, 1310310044]","[2681923241, 3190139595, 1761317004]","[1012397294, 3266212900, 3901482396]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,square,-6.0,random_broadband,piecewise,-0.0005674653888450948,0.0011703258508714116,0.07452151647251178,-0.0005674653888450948,0.0011703258508714116,0.07452151647251178,0.016972863135633533,0.016972863135632003,0.9724734239248943,0.5951119883463176,1.7972557360714307,2.4135906607751965,0.0,0.0,0.0,True,"[[3.532059850881268e-05, -2.3128306030864183e-05], [-2.3128306030864183e-05, 0.0002559198117856207]]",3.532059850881268e-05,-2.3128306030864183e-05,0.0002559198117856207,3.292183885717695e-05,0.00025831857143725646,7.846419896467694,-0.24326400042214472,2,True,True,60,1.0402131925355818,6.116320843759728,10.89332383606034,0.06666666666666667,0.06666666666666667,60,1.1331136864361193,5.956094869024679,10.329222944359083,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0005674653888450948,0.0011703258508714116,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2681923241, 3190139595, 1761317004]","[3285918755, 632089066, 486036081]","[3951535512, 1908334058, 2663688158]","[2681923241, 3190139595, 1761317004]","[1012397294, 3266212900, 3901482396]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,square,-6.0,random_broadband,piecewise,0.0008508571304074642,-0.011521527925620032,0.6619325727823107,-0.0005674653888450948,0.0011703258508714116,0.07452151647251178,0.022552882496939756,0.022552882496938428,1.2921849829290377,0.9881654222891152,2.372778923868444,3.017346852016325,0.0,0.0,0.0,True,"[[3.532059850881268e-05, -2.3128306030864183e-05], [-2.3128306030864183e-05, 0.0002559198117856207]]",3.532059850881268e-05,-2.3128306030864183e-05,0.0002559198117856207,3.292183885717695e-05,0.00025831857143725646,7.846419896467694,-0.24326400042214472,2,True,True,60,2.471355050035264,8.060849683472822,12.919946637361,0.15,0.15,60,2.341810409472543,7.820298074017672,12.686689048136113,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0005674653888450948,0.0011703258508714116,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1012397294, 3266212900, 3901482396]","[2001518579, 2751031159, 695957852]","[1451055821, 816349069, 1310310044]","[2681923241, 3190139595, 1761317004]","[1012397294, 3266212900, 3901482396]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,equal_weight_srp_phat,square,-6.0,random_broadband,piecewise,-0.0005010287850568848,0.0009637855341142428,0.062236837296157234,-0.0005010287850568848,0.0009637855341142428,0.062236837296157234,0.016902009065309975,0.01690200906530616,0.9684137847339003,0.5859179693197036,1.7531917057115793,2.4571354183315663,0.0,0.0,0.0,True,"[[3.4634727000008195e-05, -2.459040497650317e-05], [-2.459040497650317e-05, 0.0002546852710114464]]",3.4634727000008195e-05,-2.459040497650317e-05,0.0002546852710114464,3.1920261127546526e-05,0.00025739973688390807,8.06383556373157,-0.2618230525994578,2,True,True,60,1.225915966781212,6.555455245094135,10.6733525851913,0.06666666666666667,0.06666666666666667,60,1.2870630026088286,6.4237082771818645,10.196159703254825,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0005010287850568848,0.0009637855341142428,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2681923241, 3190139595, 1761317004]","[3285918755, 632089066, 486036081]","[3951535512, 1908334058, 2663688158]","[2681923241, 3190139595, 1761317004]","[1012397294, 3266212900, 3901482396]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,equal_weight_srp_phat,square,-6.0,random_broadband,piecewise,0.0009385706077051193,-0.011523410593895693,0.6624291795108886,-0.0005010287850568848,0.0009637855341142428,0.062236837296157234,0.022334201493984098,0.02233420149398144,1.2796554843999144,0.937623044202043,2.435379314452362,2.9734446783097823,0.0,0.0,0.0,True,"[[3.4634727000008195e-05, -2.459040497650317e-05], [-2.459040497650317e-05, 0.0002546852710114464]]",3.4634727000008195e-05,-2.459040497650317e-05,0.0002546852710114464,3.1920261127546526e-05,0.00025739973688390807,8.06383556373157,-0.2618230525994578,2,True,True,60,2.3302718031923195,8.34141072083314,12.089677621388056,0.15,0.15,60,2.318878538064964,8.312963729259183,11.925498973352076,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0005010287850568848,0.0009637855341142428,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[1012397294, 3266212900, 3901482396]","[2001518579, 2751031159, 695957852]","[1451055821, 816349069, 1310310044]","[2681923241, 3190139595, 1761317004]","[1012397294, 3266212900, 3901482396]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,reference_3_gcc_wls,square,-6.0,deterministic_multisine,stationary,-0.006017522122336193,0.005075102097447535,0.45102819045609166,-0.006017522122336193,0.005075102097447535,0.45102819045609166,0.0813613639142062,0.08136136391420448,4.6616627677119125,1.5001525438899272,3.738092323778444,16.231422333720467,0.016666666666666666,0.016666666666666666,0.016666666666666666,True,"[[0.0004499126489843949, 0.0001567161882017763], [0.0001567161882017763, 0.006218939185782628]]",0.0004499126489843949,0.0001567161882017763,0.006218939185782628,0.0004456585748626485,0.006223193259904374,13.964037967456042,0.09368964712630021,2,True,True,60,0.5160076395820157,3.8938412328055487,28.831811785559395,0.05,0.05,60,0.5953692690614936,4.735757589628406,30.527585628364502,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.006017522122336193,0.005075102097447535,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3684045650, 2674663814, 3838283766]","[2206191940, 1762753881, 2116275756]","[3045196718, 3077273394, 1799007383]","[3684045650, 2674663814, 3838283766]","[328434536, 2611590935, 4216316694]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,reference_3_gcc_wls,square,-6.0,deterministic_multisine,stationary,0.007311036519377945,0.012097086979721885,0.809860730694012,-0.006017522122336193,0.005075102097447535,0.45102819045609166,0.039521826947962975,0.03952182694795965,2.2644338827644916,1.6366226794916443,3.6090530599592805,6.009633832500285,0.016666666666666666,0.0,0.0,True,"[[0.0004499126489843949, 0.0001567161882017763], [0.0001567161882017763, 0.006218939185782628]]",0.0004499126489843949,0.0001567161882017763,0.006218939185782628,0.0004456585748626485,0.006223193259904374,13.964037967456042,0.09368964712630021,2,True,True,60,0.42303879059228133,6.883107025852911,12.055112605029215,0.08333333333333333,0.08333333333333333,60,0.4934847485916237,5.414511903823365,10.134465549810974,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.006017522122336193,0.005075102097447535,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[328434536, 2611590935, 4216316694]","[3131156603, 3783582981, 3767460729]","[1378255965, 283395910, 1064668644]","[3684045650, 2674663814, 3838283766]","[328434536, 2611590935, 4216316694]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,square,-6.0,deterministic_multisine,stationary,-0.002034949604391931,0.0036517801521092114,0.23952458084782974,-0.002034949604391931,0.0036517801521092114,0.23952458084782974,0.06419458735547053,0.06419458735546951,3.6780789230522837,1.2616075637782862,2.772433968316134,12.513195785929373,0.016666666666666666,0.016666666666666666,0.0,True,"[[0.00012188896224201149, -7.697780566424579e-05], [-7.697780566424579e-05, 0.004051129879351938]]",0.00012188896224201149,-7.697780566424579e-05,0.004051129879351938,0.00012038146749953066,0.004052637374094419,33.66496071424133,-0.10954567952893976,2,True,True,60,0.718367879963439,3.604187708126366,24.129322228043105,0.016666666666666666,0.016666666666666666,60,0.7421346732084168,4.018852336645783,24.964597334223047,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.002034949604391931,0.0036517801521092114,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3684045650, 2674663814, 3838283766]","[2206191940, 1762753881, 2116275756]","[3045196718, 3077273394, 1799007383]","[3684045650, 2674663814, 3838283766]","[328434536, 2611590935, 4216316694]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,square,-6.0,deterministic_multisine,stationary,0.0022610651851750394,0.010843077926843917,0.6346261039196497,-0.002034949604391931,0.0036517801521092114,0.23952458084782974,0.031313686664274754,0.031313686664273144,1.7941420868579403,1.2835326060793624,2.9954150775343216,5.089988259308308,0.016666666666666666,0.0,0.0,True,"[[0.00012188896224201149, -7.697780566424579e-05], [-7.697780566424579e-05, 0.004051129879351938]]",0.00012188896224201149,-7.697780566424579e-05,0.004051129879351938,0.00012038146749953066,0.004052637374094419,33.66496071424133,-0.10954567952893976,2,True,True,60,0.8687344535429735,6.292916385838665,8.085234933340562,0.06666666666666667,0.06666666666666667,60,0.778762246250819,6.164435490247521,7.306103443264622,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.002034949604391931,0.0036517801521092114,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[328434536, 2611590935, 4216316694]","[3131156603, 3783582981, 3767460729]","[1378255965, 283395910, 1064668644]","[3684045650, 2674663814, 3838283766]","[328434536, 2611590935, 4216316694]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,equal_weight_srp_phat,square,-6.0,deterministic_multisine,stationary,-0.0009866511230071696,-0.0037678631893758798,0.22316153347049833,-0.0009866511230071696,-0.0037678631893758798,0.22316153347049833,0.02513388854100834,0.02513388854100412,1.4400657361517584,1.1039837180735574,2.522927811775821,2.7881974389108644,0.0,0.0,0.0,True,"[[0.00010556668589026799, -7.938548424555068e-06], [-7.938548424555068e-06, 0.0005214252596074728]]",0.00010556668589026799,-7.938548424555068e-06,0.0005214252596074728,0.00010541519784495005,0.0005215767476527907,4.947832554656416,-0.03383620296587377,2,True,True,60,1.608507116811166,5.3919907394058475,5.610638112410316,0.0,0.0,60,1.7653165162422553,4.9260227684187585,5.783156214098236,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0009866511230071696,-0.0037678631893758798,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3684045650, 2674663814, 3838283766]","[2206191940, 1762753881, 2116275756]","[3045196718, 3077273394, 1799007383]","[3684045650, 2674663814, 3838283766]","[328434536, 2611590935, 4216316694]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,equal_weight_srp_phat,square,-6.0,deterministic_multisine,stationary,0.001570567737985206,0.008686222966241544,0.5057538163979876,-0.0009866511230071696,-0.0037678631893758798,0.22316153347049833,0.028524125908550087,0.028524125908546975,1.6343120288595065,1.3168652446033402,2.507200135524665,4.08741730485165,0.0,0.0,0.0,True,"[[0.00010556668589026799, -7.938548424555068e-06], [-7.938548424555068e-06, 0.0005214252596074728]]",0.00010556668589026799,-7.938548424555068e-06,0.0005214252596074728,0.00010541519784495005,0.0005215767476527907,4.947832554656416,-0.03383620296587377,2,True,True,60,1.9026931860461285,8.65153659439808,13.433213183121188,0.16666666666666666,0.16666666666666666,60,1.601732325265505,8.421471795083455,12.052918464443938,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.0009866511230071696,-0.0037678631893758798,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[328434536, 2611590935, 4216316694]","[3131156603, 3783582981, 3767460729]","[1378255965, 283395910, 1064668644]","[3684045650, 2674663814, 3838283766]","[328434536, 2611590935, 4216316694]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,reference_3_gcc_wls,square,-6.0,deterministic_multisine,transverse,-0.001741043893617062,0.0031549239489426944,0.2064618968081221,-0.001741043893617062,0.0031549239489426944,0.2064618968081221,0.03531714238760988,0.035317142387607484,2.023523203272492,1.4410508437801475,3.657537035777784,4.579660264559813,0.016666666666666666,0.0,0.0,True,"[[0.00044044261821755547, 6.612302679650696e-06], [6.612302679650696e-06, 0.0008147937554742381]]",0.00044044261821755547,6.612302679650696e-06,0.0008147937554742381,0.0004403258590850667,0.0008149105146067269,1.8506987445615681,0.011037842975464942,2,True,True,60,1.079989493973131,5.746890603059615,11.075235816293858,0.05,0.05,60,1.1650117308075587,6.328069164471064,11.63749370961911,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.001741043893617062,0.0031549239489426944,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2243563821, 3375120275, 4104582657]","[2954470695, 2879767110, 856858899]","[3888834102, 1626282893, 2419511750]","[2243563821, 3375120275, 4104582657]","[3318624957, 138798465, 88985961]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,reference_3_gcc_wls,square,-6.0,deterministic_multisine,transverse,0.0012665295437988373,-0.0033675778958280056,0.2061428413456704,-0.001741043893617062,0.0031549239489426944,0.2064618968081221,0.028934034446009633,0.028934034446007464,1.6577980580423728,1.3926317588350412,2.7805493473008487,3.356807667324427,0.0,0.0,0.0,True,"[[0.00044044261821755547, 6.612302679650696e-06], [6.612302679650696e-06, 0.0008147937554742381]]",0.00044044261821755547,6.612302679650696e-06,0.0008147937554742381,0.0004403258590850667,0.0008149105146067269,1.8506987445615681,0.011037842975464942,2,True,True,60,0.9912669453428227,4.220392175516072,6.374679427476827,0.016666666666666666,0.016666666666666666,60,0.8772370849803324,3.9862998231571023,6.44907839849795,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,-0.001741043893617062,0.0031549239489426944,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3318624957, 138798465, 88985961]","[2444983416, 3881668901, 2551767921]","[1438422574, 133497582, 243932146]","[2243563821, 3375120275, 4104582657]","[3318624957, 138798465, 88985961]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,square,-6.0,deterministic_multisine,transverse,0.0017567893415241203,0.003142825239707915,0.20629392379969608,0.0017567893415241203,0.003142825239707915,0.20629392379969608,0.03444004378129945,0.03444004378129884,1.9732691549142005,1.090937113865627,2.8735782745466647,5.993889996188042,0.016666666666666666,0.0,0.0,True,"[[0.0006644986880015444, -6.765782603945448e-06], [-6.765782603945448e-06, 0.0005285382167916601]]",0.0006644986880015444,-6.765782603945448e-06,0.0005285382167916601,0.0005282023617067266,0.0006648345430864778,1.258673931215047,-0.011416494653063661,2,True,True,60,0.6043013203940033,4.194629639670631,21.52509474559553,0.016666666666666666,0.016666666666666666,60,0.6481391607466099,4.737721145119613,22.310622124850248,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0017567893415241203,0.003142825239707915,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2243563821, 3375120275, 4104582657]","[2954470695, 2879767110, 856858899]","[3888834102, 1626282893, 2419511750]","[2243563821, 3375120275, 4104582657]","[3318624957, 138798465, 88985961]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
evaluation,3,60,60,0,1.0,60,0,all_6_equal_gcc_wls,square,-6.0,deterministic_multisine,transverse,0.005610038527904015,8.008121449166988e-05,0.32146427713643744,0.0017567893415241203,0.003142825239707915,0.20629392379969608,0.06552860597207333,0.0655286059720731,3.7545125595755504,1.1546986468814908,2.6067352612829153,12.784151715966814,0.016666666666666666,0.016666666666666666,0.0,True,"[[0.0006644986880015444, -6.765782603945448e-06], [-6.765782603945448e-06, 0.0005285382167916601]]",0.0006644986880015444,-6.765782603945448e-06,0.0005285382167916601,0.0005282023617067266,0.0006648345430864778,1.258673931215047,-0.011416494653063661,2,True,True,60,0.628257044055937,4.417758491008476,161.3691045462392,0.016666666666666666,0.016666666666666666,60,0.6970622218985579,3.7971130165836167,163.41915863429645,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0017567893415241203,0.003142825239707915,True,calibration,False,centered_nis,2,2,0.0,calibration,False,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[3318624957, 138798465, 88985961]","[2444983416, 3881668901, 2551767921]","[1438422574, 133497582, 243932146]","[2243563821, 3375120275, 4104582657]","[3318624957, 138798465, 88985961]",s7a_evaluation_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
calibration,3,60,60,0,1.0,60,0,equal_weight_srp_phat,square,-6.0,deterministic_multisine,transverse,0.0005406869150395458,0.00014233908590262392,0.03203457992061038,0.0005406869150395458,0.00014233908590262392,0.03203457992061038,0.02511309183805813,0.025113091838055778,1.4388741728450312,1.099241289990797,2.572853667524302,2.887298021894786,0.0,0.0,0.0,True,"[[0.00014017917465880455, -1.0591255717369421e-05], [-1.0591255717369421e-05, 0.0005008595835560475]]",0.00014017917465880455,-1.0591255717369421e-05,0.0005008595835560475,0.0001398684338061592,0.0005011703244086928,3.5831553322692846,-0.039971248211247444,2,True,True,60,1.5071174165826342,4.745113716706408,10.447509196814057,0.03333333333333333,0.03333333333333333,60,1.4706264908018083,4.7504170119234574,10.156840757090833,1.386294361119891,5.991464547107979,9.21034037197618,1.386294361119891,5.991464547107979,9.21034037197618,0.0005406869150395458,0.00014233908590262392,True,calibration,False,centered_nis,2,2,0.0,calibration,True,False,sample_covariance_no_regularization_pseudoinverse_for_nis,"[2243563821, 3375120275, 4104582657]","[2954470695, 2879767110, 856858899]","[3888834102, 1626282893, 2419511750]","[2243563821, 3375120275, 4104582657]","[3318624957, 138798465, 88985961]",s7a_calibration_independent_continuous_sequences,False,0,0,0,0,True,True,True,True,False,False,False,True,False,False,False
