geometry,motion,angular_noise_std_deg,delivery_schedule,mode,prefix_index,row_type,base_seed,seed_scheme,processing_time_s,independent_sequence_count,dependent_prefix_count_per_sequence,successful_sequence_count,successful_fraction,failure_reason_counts,position_rmse_m,position_median_m,position_p95_m,velocity_rmse_mps,velocity_median_mps,velocity_p95_mps,position_bias_e_m,position_bias_n_m,position_bias_u_m,velocity_bias_e_mps,velocity_bias_n_mps,velocity_bias_u_mps,mean_used_measurement_count,median_condition_number,median_runtime_s,maximum_constraint_residual_rad,maximum_scaled_kkt_residual
wide,oblique_fast,0.05,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.07552834518455191,0.0764443456563064,0.08595047526543298,0.028512688466430607,0.025833628654054107,0.03844787550581663,-0.000709283803889349,0.007390039549239447,-0.02932705778118283,-0.008987830341875558,-0.0003939951985540979,0.007481317048243896,19.0,124.23429151229078,0.11583249998511747,0.0,1.2515368565115463e-07
wide,oblique_fast,0.05,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.304096640630879,4,5,4,1.0,{},0.09392132462561856,0.09246075150207592,0.11170300732229,0.025563027832971447,0.026434547872332927,0.030858942462922038,0.03636889059484005,-0.051911110984013575,-0.003041279417720588,-0.009362037589021543,0.016487865971934745,0.004380708888983953,17.0,100.43117018508136,0.10372035001637414,0.0,6.156738486263942e-08
wide,oblique_fast,0.05,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,1,0.25,"{""insufficient_measurements"": 3}",0.412415916328786,0.412415916328786,0.412415916328786,0.46489433529930085,0.46489433529930085,0.46489433529930085,-0.27941169283521816,-0.25694988243434835,-0.16122267788758649,0.388840462131645,0.14928808037525876,0.20650159093938658,2.25,47073.29924748537,1.4649995137006044e-05,0.0,0.0
wide,oblique_fast,0.05,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.1893520626626278,0.18381309680562918,0.2257507884919912,0.14644985475855496,0.1471874134077545,0.1773033341265959,-0.03667425742274055,-0.08329492690507223,-0.017865932252881578,0.05921391941676557,0.05656076514132424,0.011273937820181268,5.75,3067.6433104307444,0.03577639994909987,0.0,5.762819157565527e-09
wide,oblique_fast,0.05,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.13305609534068025,0.1254579555839106,0.1632489955819423,0.07584725529717518,0.07587819685067904,0.0918380329795066,0.03385700978151718,-0.044526975967299265,-0.03029792995361369,-0.010141141960423816,0.013299075393283566,0.025643276753841426,9.5,898.4019288626067,0.044468950014561415,0.0,6.762592077410886e-09
wide,oblique_fast,0.05,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.08299058065908507,0.07196922582190009,0.10813424310079128,0.025347553712304006,0.02749343715620247,0.028660560882008558,0.023671906668393916,-0.04820216110417874,-0.01737850652986417,-0.00244647221805927,0.01433982334072903,0.013383670473967102,13.0,128.95189243789758,0.07366559997899458,0.0,7.849766273735393e-08
wide,oblique_fast,0.05,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.09392132462561856,0.09246075150207592,0.11170300732229,0.025563027832971447,0.026434547872332927,0.030858942462922038,0.03636889059484005,-0.051911110984013575,-0.003041279417720588,-0.009362037589021543,0.016487865971934745,0.004380708888983953,17.0,100.43117018508136,0.09528030001092702,0.0,6.156738486263942e-08
wide,oblique_fast,0.2,ordered,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.019999999999999,4,5,4,1.0,{},0.3478801216396311,0.3062857666365508,0.5005364100426977,0.1235262608440978,0.12001230319659073,0.16849697595777108,-0.03613658180903201,-0.028215932148436096,0.13808604647702438,0.030010114981548153,0.010031724888694749,-0.0708203798371922,19.0,122.64309430218816,0.09671960002742708,0.0,1.283227311683625e-08
wide,oblique_fast,0.2,ordered,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},1.8675101112465193,1.9982489935431111,2.311679278649123,2.2026015311820655,2.2399545441609523,2.821668922942758,-0.3053824678121497,-0.8628199358987612,-0.13614043964222056,0.3447214920652213,1.0543613830633687,0.2545721573978019,4.0,17488.896741067525,0.02426000003470108,0.0,1.9043603775324356e-08
wide,oblique_fast,0.2,ordered,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.45622719104966714,0.49700662844243937,0.5509528656270065,0.30048284431680633,0.2597022700504835,0.420125045052741,-0.03623740472671777,-0.045053375041849364,0.12635431723145274,0.02263702879882956,0.04808584020811901,-0.04196118223021433,8.0,615.3259885959696,0.04877140000462532,0.0,6.970087179580571e-08
wide,oblique_fast,0.2,ordered,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.5110087906895122,0.5252098297966238,0.6246667668295498,0.24530102988727306,0.22070059172686696,0.3318805099173639,-0.06894022097428021,-0.004281652435020433,0.2285732735294097,0.0526521266952833,0.017346290396901054,-0.1337332239383685,12.0,255.59894856419675,0.06692040001507849,0.0,5.316924625959732e-08
wide,oblique_fast,0.2,ordered,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.4168176549420337,0.38513744274658274,0.5338729924581854,0.1657432561758603,0.1549740622483439,0.2036037624285561,-0.019264823897948702,0.13801049979222313,0.16130441656195416,0.0212912818070623,-0.08095409224310668,-0.07989325579739026,16.0,155.35132130303964,0.09330509998835623,0.0,9.299264252217447e-08
wide,oblique_fast,0.2,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.3478801216396311,0.3062857666365508,0.5005364100426977,0.1235262608440978,0.12001230319659073,0.16849697595777108,-0.03613658180903201,-0.028215932148436096,0.13808604647702438,0.030010114981548153,0.010031724888694749,-0.0708203798371922,19.0,122.64309430218816,0.09766750002745539,0.0,1.283227311683625e-08
wide,oblique_fast,0.2,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.292628569359911,4,5,4,1.0,{},0.3331410208203579,0.2825850070877365,0.464614616851403,0.09584075664917462,0.09305884867870894,0.11865877408751212,0.07033670175420426,-0.09717641092645835,-0.05757953305985275,-0.01752897301217704,0.02905511137096428,0.027282939235447057,17.0,100.99466873836623,0.08645100001012906,0.0,2.2105576364432938e-08
wide,oblique_fast,0.2,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,2,0.5,"{""insufficient_local_observability"": 1, ""insufficient_measurements"": 1}",1.9960116613071504,1.9768378764178527,2.2252355325489983,2.9189606497628615,2.8574298161252822,3.3939884409125756,0.4443241163277101,-0.9501054386273964,0.8433131858049485,-0.7097584553387817,1.3182489245205473,-1.4608732953556947,2.75,50770.40055399876,0.016767150023952127,0.0,0.0
wide,oblique_fast,0.2,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.6135832481150237,0.6350725424819512,0.7915405210031335,0.5502365984765502,0.5539237593470743,0.7123177000273918,-0.22207720819653431,-0.39151748491632965,-0.027574174078241143,0.2275232198506183,0.37631196951958623,0.00025697080276304574,6.0,3199.0754111080782,0.03635975002544001,0.0,6.027951732985828e-08
wide,oblique_fast,0.2,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.5411949787444118,0.39923880474265067,0.8153254185101673,0.3832571562310797,0.35767816701724114,0.5279866979692455,-0.07440882921759595,-0.037698871015411584,-0.04115248526472293,0.08391744428446657,-0.006769931318337585,0.010367343670662332,8.5,1084.2978412680197,0.04231935000279918,0.0,4.085519456286059e-08
wide,oblique_fast,0.2,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.32495110027979013,0.2982034959841958,0.42099339972106997,0.10715728776592817,0.08334870992641713,0.1600364546347166,0.011919352560296304,-0.01886424103990514,-0.066968436594248,0.013644278223506223,-0.01984387946100008,0.027233812092006482,13.25,128.7801871998945,0.08285215002251789,0.0,1.0359305823921995e-07
wide,oblique_fast,0.2,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.3331410208203579,0.2825850070877365,0.464614616851403,0.09584075664917462,0.09305884867870894,0.11865877408751212,0.07033670175420426,-0.09717641092645835,-0.05757953305985275,-0.01752897301217704,0.02905511137096428,0.027282939235447057,17.0,100.99466873836623,0.09077090001665056,0.0,2.2105576364432938e-08
compact,stationary,0.05,ordered,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.019999999999999,4,5,4,1.0,{},0.08866374953853043,0.06954161026360589,0.13094419653601952,0.028169601220481424,0.026983662954853493,0.038545450124326835,0.007604222848730302,0.006622449256660445,-0.0029703981631072907,0.005856922967320271,0.004709294754439168,0.0035842755505449604,19.0,783.9984572151599,0.07576075004180893,0.0,4.09181282222967e-07
compact,stationary,0.05,ordered,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},2.3253609799523662,1.948595591439389,3.3988032770475556,2.781383256890807,2.408457661851828,4.023902605103237,-0.25810104320963845,-0.07027950385926118,-0.14277774698939716,0.32436669032406296,0.11140897260608772,0.18459111269021117,4.0,391853.6772425353,0.02440574998036027,0.0,1.2777486054416622e-07
compact,stationary,0.05,ordered,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.1257870853140846,0.08205534277404683,0.20180819692651888,0.10233690763267572,0.05815878229427931,0.16537153278721597,-0.037280497126920054,0.0061751543518049345,-0.005212508512547842,0.044463465953269665,0.014330794455371415,0.008384569341351743,8.0,4352.722972085632,0.031421949970535934,0.0,1.5931757931755937e-08
compact,stationary,0.05,ordered,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.11697185920970522,0.12525452772522894,0.13071963585221158,0.09076848655946002,0.09177422211490274,0.10610797304746337,0.025625715917316327,0.061673976455582036,0.027862909653181944,-0.00474819037004395,-0.029657828318299075,-0.016454537741062925,12.0,1928.0608614286052,0.046963949978817254,0.0,4.9860936086101925e-09
compact,stationary,0.05,ordered,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.08685881056002724,0.08229093040055202,0.1170507428279174,0.031097875976926814,0.021942705614312427,0.0468618736556585,0.02018606775785159,0.036046158008032236,0.011553701843826758,-0.0009610232073486488,-0.011724170847445705,-0.004413184363979921,16.0,1156.356851162735,0.05504534998908639,0.0,5.682856310988164e-09
compact,stationary,0.05,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.08866374953853043,0.06954161026360589,0.13094419653601952,0.028169601220481424,0.026983662954853493,0.038545450124326835,0.007604222848730302,0.006622449256660445,-0.0029703981631072907,0.005856922967320271,0.004709294754439168,0.0035842755505449604,19.0,783.9984572151599,0.0752658000565134,0.0,4.09181282222967e-07
compact,stationary,0.05,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.352784044352309,4,5,4,1.0,{},0.13243067738177305,0.05939108034905784,0.2212836804900618,0.039793404868389774,0.03005099824973698,0.06027875713102884,0.04428917269285826,0.02881708302643915,0.03629735702998538,-0.016105736241575765,-0.012838249357036173,-0.011546500095813612,17.0,743.2184083511942,0.07625914999516681,0.0,1.9592809019509796e-07
compact,stationary,0.05,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,1,0.25,"{""insufficient_measurements"": 3}",3.3264652465200926,3.3264652465200926,3.3264652465200926,4.294200348253338,4.294200348253338,4.294200348253338,-2.4605838442397356,-1.5207330495244804,-1.6426409144595056,3.1706507009574394,1.848384759211122,2.2294852646683343,2.25,1104806.5352874408,1.044996315613389e-05,0.0,0.0
compact,stationary,0.05,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.4197517964911459,0.37723696967098264,0.5765235006562955,0.382875576314992,0.2784660517663648,0.5836958569951948,0.13896530462649892,0.20212479074774237,0.15467697726563934,-0.10972527634321683,-0.19251386772082596,-0.13187739550160926,5.75,14269.61646446624,0.026447849988471717,0.0,3.664931873987522e-09
compact,stationary,0.05,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.2125291855604868,0.16677396661156088,0.2966803351576825,0.17019795457801476,0.11914326370404557,0.2640110775933922,0.06825767300199104,0.06543607757192405,0.06204767922943688,-0.033616784163717155,-0.04292497816768327,-0.03133037624035751,8.75,4191.02871607308,0.03786650003166869,0.0,8.054530369372104e-08
compact,stationary,0.05,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.1279708550405227,0.062362324298506674,0.20745078355018298,0.04205388528046732,0.04197504710841307,0.050826393732210096,0.04623994404622067,0.02741749106075453,0.0389049875752292,-0.015891118693830884,-0.010873825322118953,-0.012406299957642227,13.0,1048.1838839307447,0.07087140006478876,0.0,2.335425143877059e-07
compact,stationary,0.05,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.13243067738177305,0.05939108034905784,0.2212836804900618,0.039793404868389774,0.03005099824973698,0.06027875713102884,0.04428917269285826,0.02881708302643915,0.03629735702998538,-0.016105736241575765,-0.012838249357036173,-0.011546500095813612,17.0,743.2184083511942,0.0879354999633506,0.0,1.9592809019509796e-07
compact,stationary,0.2,ordered,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.019999999999999,4,5,4,1.0,{},0.22117481740872147,0.1990254528267233,0.30001207702351534,0.1317262097391137,0.12677661492267622,0.17589520503798572,0.02576710923126413,0.041435794998983866,0.16354152639121367,0.03214577752297856,0.008305568816187783,-0.014291912116389076,19.0,828.6090042426291,0.09037410002201796,0.0,1.7813776173799107e-07
compact,stationary,0.2,ordered,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},9.00172618686911,5.880136162320442,14.014250360700787,10.827391623980535,6.998616675050291,16.744669066063793,-1.0847258270271727,-1.651995843531811,-0.6603833324987631,1.351191508226628,2.0943855136948697,1.0562287837608353,4.0,420425.3870581682,0.023093499999959022,0.0,4.625471892847808e-08
compact,stationary,0.2,ordered,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.976302209800241,0.8094597157525988,1.4328474341274693,0.5801326746482917,0.507617850071981,0.8120183282361334,0.31147648898450697,0.42711943293250343,0.5859621402429962,-0.1853228337842906,-0.26912762537788576,-0.32021491750419223,8.0,4602.802198412088,0.03897829999914393,0.0,7.302645634239496e-08
compact,stationary,0.2,ordered,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.5874546097890839,0.549714632126444,0.8084211375437899,0.3016483391520139,0.2884546825734443,0.3841190926476967,0.10960471389493343,0.20621480493429623,0.36388992360082106,-0.026983177107910254,-0.09043490967991814,-0.13901253157078045,12.0,2044.3461105849808,0.0653877499862574,0.0,2.846185002122192e-08
compact,stationary,0.2,ordered,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.39397791659399894,0.372753490913772,0.5099004374725202,0.21052727131778012,0.19507080842669966,0.2836998057507249,-0.03131188209081692,0.12683512492403182,0.23348018252878155,0.06486590579650488,-0.03921180713471039,-0.05346272737291575,16.0,1222.3761923793631,0.09323469997616485,0.0,9.049697554727993e-08
compact,stationary,0.2,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.22117481740872147,0.1990254528267233,0.30001207702351534,0.1317262097391137,0.12677661492267622,0.17589520503798572,0.02576710923126413,0.041435794998983866,0.16354152639121367,0.03214577752297856,0.008305568816187783,-0.014291912116389076,19.0,828.6090042426291,0.10232314997119829,0.0,1.7813776173799107e-07
compact,stationary,0.2,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.39793555827519,4,5,4,1.0,{},1.092663694941357,1.002320929089662,1.493635898139142,0.3252656451170978,0.2549460610497984,0.47720368932766977,0.4224647469781839,0.4144319603895603,0.32895222086770914,-0.1444438129361471,-0.12611899096329277,-0.09669932581118322,17.0,744.7815291029087,0.0773613000055775,0.0,2.5790135504660163e-08
compact,stationary,0.2,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,3,0.75,"{""insufficient_measurements"": 1}",16.22955423316176,3.288396394753729,25.433637746695442,19.825129509610658,3.5219757475038986,30.99968160259229,7.244634096189334,4.642335228253859,4.956379678511479,-8.610331057340263,-4.897494149713748,-5.702896928504931,3.0,643774.727293194,0.018015199981164187,0.0,2.372063902121063e-10
compact,stationary,0.2,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},1.135471276575156,1.100434197984889,1.4198461206594022,1.6900643341109562,1.3443346282827329,2.5240941950438476,0.32295499002006167,0.19462485272206642,0.3199108299294551,0.04872499211252146,0.2095062767291292,0.04021323231006224,6.0,13696.378282064961,0.026518450002186,0.0,1.1130832233723614e-08
compact,stationary,0.2,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},1.6121841702670572,1.4573557216243682,2.185406372823813,0.7122374089620691,0.6068168746672582,0.9910116871272378,0.6589451820691341,0.6126564234890282,0.613455802613716,-0.2913235425225233,-0.24788439206594676,-0.2847595434429727,9.0,4035.9175783549426,0.047782399924471974,0.0,1.0432417320917947e-07
compact,stationary,0.2,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},1.473437563789272,1.2690723074032417,2.093045759069414,0.563688407578065,0.4727326167633058,0.8301921568612682,0.6351203842374034,0.599034638454853,0.5785671385733497,-0.2676110958997094,-0.23676156059262873,-0.25078297215993206,12.25,1238.4113207927771,0.05729184998199344,0.0,2.63324298571416e-07
compact,stationary,0.2,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},1.092663694941357,1.002320929089662,1.493635898139142,0.3252656451170978,0.2549460610497984,0.47720368932766977,0.4224647469781839,0.4144319603895603,0.32895222086770914,-0.1444438129361471,-0.12611899096329277,-0.09669932581118322,17.0,744.7815291029087,0.077485500019975,0.0,2.5790135504660163e-08
compact,oblique_slow,0.05,ordered,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.019999999999999,4,5,4,1.0,{},0.17471134591763635,0.18474170787110067,0.21679804381145484,0.07456423030486695,0.07799121081239557,0.08899979184735644,0.01730885233610202,0.020196194242505072,0.051347072433953755,-0.012668933861362808,-0.00821840442337951,-0.021456891843990855,19.0,1117.3564596576612,0.09492844995111227,0.0,6.187158864956642e-07
compact,oblique_slow,0.05,ordered,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},2.049074486601327,1.9466957428818232,2.6055607271356025,2.523753248291381,2.3508152444860606,3.319726486942708,-1.1107387542423464,-0.42382564584406346,-0.5629360799863061,1.3834437870385712,0.542607345246132,0.7458770152267179,4.0,703095.9356038275,0.02744209999218583,0.0,1.3947212629751106e-07
compact,oblique_slow,0.05,ordered,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.13577882660615473,0.12940734692699696,0.17406259909483812,0.12736776869733699,0.12481736572544387,0.14445663355425217,-0.020007808803757854,0.048067357397783894,0.03553309241066138,0.03162474955527972,-0.017806425419895078,0.004685549942010342,8.0,6591.753880098566,0.04474064998794347,0.0,3.241334790441254e-07
compact,oblique_slow,0.05,ordered,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.1913909340011245,0.0923405051667452,0.3195810881183063,0.08531661162915641,0.04290540978109259,0.14007708819164402,0.03254618673200227,0.040496204447578066,0.0602572070227243,-0.018494684837795816,-0.017239830479303886,-0.02294648436724378,12.0,2797.2261161721317,0.05291880003642291,0.0,3.694776012102029e-09
compact,oblique_slow,0.05,ordered,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.2303034605279813,0.18361589074113047,0.3410849256555475,0.10551517217894989,0.08438899564492783,0.15222094337817746,0.049445773657735614,0.047298976369772205,0.08016570569015613,-0.03244462609179766,-0.02341544238700255,-0.0383149719462379,16.0,1614.2243764861773,0.0749225000035949,0.0,7.381532723176538e-09
compact,oblique_slow,0.05,ordered,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.17471134591763635,0.18474170787110067,0.21679804381145484,0.07456423030486695,0.07799121081239557,0.08899979184735644,0.01730885233610202,0.020196194242505072,0.051347072433953755,-0.012668933861362808,-0.00821840442337951,-0.021456891843990855,19.0,1117.3564596576612,0.09072100004414096,0.0,6.187158864956642e-07
compact,oblique_slow,0.05,reordered_dropout,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.330511611426406,4,5,4,1.0,{},0.0782115557570012,0.07783029761086314,0.10471217451844937,0.02386950152004645,0.022830795515531202,0.02957735990534834,-0.021367518792768436,-0.004622724190880945,-0.044578167486520215,0.0015970512136112003,0.0014965410301112092,0.010758734936349906,17.0,988.9591729770182,0.08939809998264536,0.0,2.792813275102202e-07
compact,oblique_slow,0.05,reordered_dropout,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,1,0.25,"{""insufficient_measurements"": 3}",2.8390119709644344,2.8390119709644344,2.8390119709644344,3.4573519538220876,3.4573519538220876,3.4573519538220876,-2.2301425339047114,-1.0766987367876055,-1.3882265953180735,2.7218988670572397,1.2512554468218968,1.725951591704836,1.75,1227933.8398088487,8.350005373358727e-06,0.0,0.0
compact,oblique_slow,0.05,reordered_dropout,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},0.14424924485667992,0.13238036375029594,0.20392013504957865,0.1844258375543153,0.1851903427523617,0.24219588533467845,-0.000805114867853618,0.027081571938598614,0.040580968647942584,-0.03450013068838742,-0.05552706691605136,-0.08233444509360366,5.75,16893.75399359387,0.026372449996415526,0.0,2.8875045663670543e-09
compact,oblique_slow,0.05,reordered_dropout,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.19349202839224391,0.18494992444014252,0.2658580365022745,0.14576049879797112,0.13267040025314203,0.2050149962494491,-0.090482227685591,-0.0962775052686542,-0.07803297069530224,0.06440046569455982,0.07807801820954285,0.04473450148090566,8.5,7250.3673720930565,0.04955809999955818,0.0,2.749371268692609e-09
compact,oblique_slow,0.05,reordered_dropout,causal_prefix,3,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",4.5,4,5,4,1.0,{},0.1315645659063323,0.052080115133461474,0.22255256380125923,0.06843293915479248,0.03136365369217728,0.11281765513354994,-0.04280297998596616,-0.038363226085158075,-0.04167529352156052,0.015808573470504905,0.02204670170101075,0.008029778089138406,12.5,1450.0093458479228,0.08184344996698201,0.0,4.3918514251750956e-07
compact,oblique_slow,0.05,reordered_dropout,causal_prefix,4,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",7.0,4,5,4,1.0,{},0.0782115557570012,0.07783029761086314,0.10471217451844937,0.02386950152004645,0.022830795515531202,0.02957735990534834,-0.021367518792768436,-0.004622724190880945,-0.044578167486520215,0.0015970512136112003,0.0014965410301112092,0.010758734936349906,17.0,988.9591729770182,0.08755065005971119,0.0,2.792813275102202e-07
compact,oblique_slow,0.2,ordered,offline_full_record,-1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",5.019999999999999,4,5,4,1.0,{},0.5461947538255795,0.4825642618481737,0.7492674198554757,0.1767853392482183,0.1862951285052002,0.2040277989023986,0.08171111461365577,0.09790261734309347,0.047327711424914654,0.00659056023255622,-0.02064117549940414,-0.011850100819392084,19.0,1081.3889812290245,0.08415910007897764,0.0,4.380440209052842e-08
compact,oblique_slow,0.2,ordered,causal_prefix,0,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",1.5,4,5,4,1.0,{},10.661389841862922,11.507891174938074,12.930818824893613,12.662760482729,13.623381314140335,15.593822704477706,1.1193858381591433,1.1939933395290598,-0.02121976802684422,-1.3927166958421462,-1.3919442961393012,-0.05439591811522049,4.0,672880.463324638,0.020765849971212447,0.0,2.670797853352033e-08
compact,oblique_slow,0.2,ordered,causal_prefix,1,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",2.5,4,5,4,1.0,{},1.039633451563997,1.089845625981231,1.3394164862677367,0.8083037472350715,0.8787352042638297,0.9702206725687454,-0.5711992719460799,-0.32664875295258256,-0.5015896344553301,0.5247717932949012,0.30565438754459373,0.42757553229729656,8.0,6358.304653248266,0.043054150009993464,0.0,5.216911723948346e-08
compact,oblique_slow,0.2,ordered,causal_prefix,2,aggregate,20260903,"SeedSequence([base_seed,configuration_index,sequence_index,stream_id])",3.5,4,5,4,1.0,{},0.7304419372634606,0.462365541193847,1.1617825283398493,0.46085456047856194,0.31315778343245393,0.7166601279670168,-0.31028200073959233,-0.1630776043843749,-0.25218289456646126,0.29066233574398526,0.15770718018303787,0.1987267754704673,12.0,2714.739936272351,0.053402749996166676,0.0,2.780268425677188e-08
