split,station_id,estimator_variant,pooling_rule,physical_configuration_count,included_trajectory_kinds_json,included_snr_db_json,dependent_frame_count,successful_frame_count,bias_az_arc_rad,bias_el_arc_rad,covariance_00_rad2,covariance_01_rad2,covariance_11_rad2,eigenvalue_min_rad2,eigenvalue_max_rad2,condition_number,temporal_lag1_az,temporal_lag1_el,maximum_absolute_interstation_correlation,evaluation_used_for_calibration,filter_assumes_measurement_independence,simulation_sequence_count,independent_source_session_count,source_recording_id,source_data_independent_between_splits,result_scope
calibration,S0,all_6_equal_gcc_wls,unweighted_valid_frames_from_all_predeclared_calibration_scenarios,2,"[""constant_velocity""]","[-6.0, 10.0]",560,560,-0.002282668391982868,0.002599566068673179,0.008449966541377127,-0.0019983202744216244,0.006733441575882372,0.0054168710975828075,0.009766537019676691,1.8029849416270682,0.15492413661143964,0.19081696148976,0.06890964574644647,False,True,2,1,freesound-683298-sadiquecat-mavic-mini-2,False,single_session_integration_demonstration
calibration,S0,equal_weight_srp_phat,unweighted_valid_frames_from_all_predeclared_calibration_scenarios,2,"[""constant_velocity""]","[-6.0, 10.0]",560,560,0.0018304811171938047,0.00437296698829578,0.0008142715299626501,0.00021052247821375512,0.0008103647377701904,0.0006017865932612897,0.0010228496744715508,1.6996883711356456,0.23819329339000683,0.28803909583958903,0.12255128482437194,False,True,2,1,freesound-683298-sadiquecat-mavic-mini-2,False,single_session_integration_demonstration
calibration,S1,all_6_equal_gcc_wls,unweighted_valid_frames_from_all_predeclared_calibration_scenarios,2,"[""constant_velocity""]","[-6.0, 10.0]",560,560,0.005198058862359219,-0.0059963303436715385,0.013538862753175545,-0.003675458065789393,0.006948300152148412,0.005307199088734859,0.015179963816589098,2.8602589732897563,0.1634384067417502,0.14671238333181558,0.06890964574644647,False,True,2,1,freesound-683298-sadiquecat-mavic-mini-2,False,single_session_integration_demonstration
calibration,S1,equal_weight_srp_phat,unweighted_valid_frames_from_all_predeclared_calibration_scenarios,2,"[""constant_velocity""]","[-6.0, 10.0]",560,560,-0.0013421626828395326,0.001677837991694146,0.0005806300105556941,-5.331811227560553e-06,0.0006136600961834502,0.0005797906634318485,0.0006144994433072958,1.0598643304636919,0.25606555289170857,0.2810363545077576,0.12255128482437194,False,True,2,1,freesound-683298-sadiquecat-mavic-mini-2,False,single_session_integration_demonstration
calibration,S2,all_6_equal_gcc_wls,unweighted_valid_frames_from_all_predeclared_calibration_scenarios,2,"[""constant_velocity""]","[-6.0, 10.0]",560,560,-0.004308698786653747,-0.00301816182648395,0.01191077279656654,0.005503724801074763,0.00886600752835781,0.0046779930159768284,0.01609878730894752,3.441387632252776,0.26653850980224647,0.1967027409857322,0.06890964574644647,False,True,2,1,freesound-683298-sadiquecat-mavic-mini-2,False,single_session_integration_demonstration
calibration,S2,equal_weight_srp_phat,unweighted_valid_frames_from_all_predeclared_calibration_scenarios,2,"[""constant_velocity""]","[-6.0, 10.0]",560,560,-0.0008277369525138574,0.003143474817783143,0.0008390514182470844,-3.4060500884525374e-05,0.0010668983227896042,0.0008340687281290345,0.0010718810129076541,1.285123128056935,0.17490414390284198,0.20580922630967668,0.12255128482437194,False,True,2,1,freesound-683298-sadiquecat-mavic-mini-2,False,single_session_integration_demonstration
