recording_id,minimum_sessions_per_split,calibration_recording_ids,evaluation_recording_ids,calibration_session_ids,evaluation_session_ids,calibration_origin_asset_ids,evaluation_origin_asset_ids,overlapping_session_ids,overlapping_origin_asset_ids,calibration_session_count,evaluation_session_count,intervals_disjoint,source_data_independent_between_splits,declared_independence_flag_used,scope
,2,"[""freesound-263022-alcappuccino-phantom-2"", ""freesound-683298-sadiquecat-mavic-mini-2""]","[""freesound-321687-n-audioman-drone-takeoff"", ""freesound-383904-simeonradivoev-mini-quadcopter""]","[""alcappuccino-phantom-2-gopro-takeoff-landing"", ""sadiquecat-mavic-mini-2-indoor-zoom-h5""]","[""n-audioman-quadcopter-takeoff-hover-distance"", ""simeonradivoev-mini-quadcopter-raw-speed-takes""]","[""freesound:263022"", ""freesound:683298""]","[""freesound:321687"", ""freesound:383904""]",[],[],2,2,True,True,False,held_out_independent_recording_evaluation
