case_id,geometry,profile,sequence_index,base_seed,variant,processing_time_s,status,valid,generation,truth_used_by_estimator,state_vector_json,evaluator_only_position_error_m,record_kind,action,event_id,station_id,accepted,reason,nis,evaluator_only_is_outlier,event_ids_json,preliminary_nis_json,final_nis_json
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,5.910700435206532,confirmed,True,1,False,"[110.29894663770374, 34.602564909630416, 50.66278761210771, 7.3024673417591695, -2.526211122320562, 1.9792402880760884]",1.8760048312097133,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|6|direct_bearing,S1,True,,16.582571761561415,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|6|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,6.002138292309723,confirmed,True,1,False,"[110.64096849539992, 33.86903918077808, 49.92095985038922, 7.22498551463768, -2.64348341391209, 1.7642699824952017]",1.267020909987297,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|6|direct_bearing,S2,True,,11.378109015368812,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|6|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,6.5042947473332715,confirmed,True,1,False,"[114.26716596969688, 32.49474096349514, 50.880431624753385, 7.224730933526605, -2.6541852788455547, 1.7802327951543535]",1.4121387674072792,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|7|direct_bearing,S0,True,,0.5884977257907466,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|7|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,6.697507514856033,confirmed,True,1,False,"[115.33997137762901, 31.95035573874532, 51.73737149637231, 7.152463479814287, -2.6589277373487703, 1.8919146187547222]",1.3318115291236992,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|7|direct_bearing,S1,True,,8.843192062152335,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|7|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,6.731929978167793,confirmed,True,1,False,"[115.4073230617438, 31.66526601440984, 51.318721176921585, 7.114477847036362, -2.6990947664614278, 1.7906171191454399]",0.951503156839197,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|7|direct_bearing,S2,True,,4.195165573489435,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|7|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,7.249540510667602,confirmed,True,1,False,"[119.08736998448107, 30.23097990562864, 52.30071711239164, 7.114121696690693, -2.7068327769831204, 1.8013666057721505]",1.1065749329394123,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|8|direct_bearing,S0,True,,0.5312149260758132,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|8|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,7.4106044104457025,confirmed,True,1,False,"[120.11667695156785, 29.75271293057086, 52.84221614629792, 7.090625047773093, -2.714627516095531, 1.8509600195733018]",1.168227876382007,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|8|direct_bearing,S1,True,,2.629413232143634,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|8|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,7.472861016554283,confirmed,True,1,False,"[120.35696545408895, 29.34758799051567, 52.60268916658605, 7.052452345102965, -2.760080084832815, 1.7839348903061045]",0.7564994457098901,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|8|direct_bearing,S2,True,,3.4771745124411155,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|8|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,7.8421604800390075,confirmed,True,1,False,"[122.89651231477991, 28.04230640687374, 54.19996560922784, 7.040666007552283, -2.8166865909755665, 1.9555637665183034]",1.4691295351481615,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|9|direct_bearing,S0,True,,122.42939985656284,True,"[""s7cd1-20260912-1-37-outlier_mild|S0|9|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,8.159968430114755,confirmed,True,1,False,"[125.0702086206222, 27.155063700428247, 54.9218888178231, 7.028877343379425, -2.814608241045791, 1.973911109522593]",1.6904081343411792,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|9|direct_bearing,S1,True,,0.5549944227806501,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|9|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,8.192597723159288,confirmed,True,1,False,"[125.22452207216114, 27.023423204548955, 54.81566595228736, 7.015764540430027, -2.8211540719698314, 1.9443409215615686]",1.5175977562141396,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|9|direct_bearing,S2,True,,0.9303512097548454,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|9|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,8.76594500679822,confirmed,True,1,False,"[129.24723028641958, 25.416228434423832, 55.92645749574805, 7.01574989613497, -2.8193355759400593, 1.9437395286895374]",1.7766714813062003,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|10|direct_bearing,S0,True,,0.04232117371603816,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|10|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,9.120160911645613,confirmed,True,1,False,"[131.82987986309962, 24.340747841293574, 56.51807895180222, 7.031861698118333, -2.833274966159141, 1.927320728865353]",1.8588076327585874,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|10|direct_bearing,S1,True,,1.2462182156103672,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|10|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,9.181481665964181,confirmed,True,1,False,"[132.04091878060632, 23.972487142232616, 56.35175479756237, 6.998391582836834, -2.864033950506869, 1.8836955989763762]",1.5348248742361332,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|10|direct_bearing,S2,True,,4.106815694272965,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|10|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,9.518099363836244,confirmed,True,1,False,"[134.40701195413635, 22.995478477662427, 56.89232017670225, 7.000151775774135, -2.866211375396239, 1.8694557983696858]",1.5743199250281545,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|11|direct_bearing,S0,True,,0.8831911955582931,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|11|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,9.655162740489232,confirmed,True,1,False,"[135.32716363210287, 22.70979259954923, 57.118925022134086, 6.9936669900148845, -2.8480982161931463, 1.8661173442383194]",1.6038746032634033,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|11|direct_bearing,S1,True,,2.083839222692711,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|11|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,9.954902088219333,confirmed,True,1,False,"[138.58247794986386, 23.16601066343578, 58.49647228801666, 7.154214791432419, -2.649966450387348, 1.9839388062722534]",3.298628229178773,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|11|direct_bearing,S2,True,,216.24997559582658,True,"[""s7cd1-20260912-1-37-outlier_mild|S2|11|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,10.5776992156819,confirmed,True,1,False,"[143.06743190064427, 21.411344809653823, 59.56626967139532, 7.158791874634314, -2.6655739115142176, 1.960837573851937]",3.511687997870749,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|12|direct_bearing,S0,True,,6.764016169902678,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|12|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,10.59226036429969,confirmed,True,1,False,"[142.52455371287516, 20.897008800117977, 59.011751536155764, 7.073599389117054, -2.7329293475177443, 1.882155613544702]",2.574653526363835,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|12|direct_bearing,S2,True,,40.960012715227535,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|12|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,10.622306919840787,confirmed,True,1,False,"[142.7373761530062, 20.791980096039257, 59.09783423316195, 7.073708640099337, -2.7363739309958794, 1.885963747900659]",2.6009750992131515,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|12|direct_bearing,S1,True,,0.27177996228448364,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|12|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,11.05494896640557,confirmed,True,1,False,"[145.81006314951557, 19.59408765597611, 59.83702418513781, 7.075432223796741, -2.73850187747528, 1.8758158055788021]",2.737464300534258,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|13|direct_bearing,S0,True,,0.8715305454148345,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|13|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,11.452154783391052,confirmed,True,1,False,"[148.76875993294922, 18.316213357325783, 60.43052630660449, 7.094633709261133, -2.766218845770195, 1.8543984010291656]",2.762730777406431,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|13|direct_bearing,S1,True,,9.61665739780369,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|13|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,11.595940161485181,confirmed,True,1,False,"[149.2215381561871, 17.646760182537914, 60.154383563663885, 7.026785539839597, -2.8005000994192843, 1.7885025753078134]",2.0572378624311365,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|13|direct_bearing,S2,True,,29.181233263446167,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|13|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,12.050697460651412,confirmed,True,1,False,"[152.44804281313586, 16.259852917659284, 60.887871295110855, 7.030818949727146, -2.8157791322360595, 1.777990166104588]",2.1009399578608012,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S0|14|direct_bearing,S0,True,,12.515925915647374,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|14|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,12.128130498441067,confirmed,True,1,False,"[152.7017267680949, 15.748989381096589, 60.86844189819021, 6.9977888112996744, -2.8540799605177494, 1.7580646419491226]",1.7881313259900522,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S2|14|direct_bearing,S2,True,,19.492971485093697,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|14|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,12.302067704689659,confirmed,True,1,False,"[153.9430611579622, 15.240450510755233, 61.12555127073557, 7.000619393687768, -2.855812063822889, 1.752197920875425]",1.7949245573157544,measurement,update_accepted,s7cd1-20260912-1-37-outlier_mild|S1|14|direct_bearing,S1,True,,0.19849813686492113,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|14|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,c1_baseline,14.5,confirmed,True,1,False,"[169.32994861052444, 8.963568946342027, 64.9767636688033, 7.000619393687768, -2.855812063822889, 1.752197920875425]",2.4220943172435367,final,final_publication,,,True,,nan,,,,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,1.9350836938900178,uninitialized,False,0,False,,nan,initialization,initialization_rejected,,,False,robust_consensus_not_found,nan,,[],[],
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,2.508645935227482,confirmed,True,1,False,"[82.42911047820034, 60.01082274598855, 60.15993628720551, 4.651116948447556, 8.859550778325946, 12.873249206820965]",22.396578437201338,lifecycle,initialized,,,,consensus_prefix_passed_fixed_initialization_gates,nan,,"[""s7cd1-20260912-1-37-outlier_mild|S0|1|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S1|0|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S1|1|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S1|2|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S2|0|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S2|1|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,2.508645935227482,confirmed,True,1,False,"[82.42911047820034, 60.01082274598855, 60.15993628720551, 4.651116948447556, 8.859550778325946, 12.873249206820965]",22.396578437201338,initialization,initialization_accepted,,,True,,nan,,"[""s7cd1-20260912-1-37-outlier_mild|S1|0|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S2|0|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S0|1|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S1|1|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S2|1|direct_bearing"", ""s7cd1-20260912-1-37-outlier_mild|S1|2|direct_bearing""]","[[""s7cd1-20260912-1-37-outlier_mild|S0|0|direct_bearing"", 472.28529366988965], [""s7cd1-20260912-1-37-outlier_mild|S0|1|direct_bearing"", 7.6601445682230835], [""s7cd1-20260912-1-37-outlier_mild|S1|0|direct_bearing"", 3.949442048953059], [""s7cd1-20260912-1-37-outlier_mild|S1|1|direct_bearing"", 2.344415770957181], [""s7cd1-20260912-1-37-outlier_mild|S1|2|direct_bearing"", 2.9694474615755495], [""s7cd1-20260912-1-37-outlier_mild|S2|0|direct_bearing"", 3.1814931229206533], [""s7cd1-20260912-1-37-outlier_mild|S2|1|direct_bearing"", 5.8245515520514]]",
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,2.5407347992321867,confirmed,True,1,False,"[82.57835953742905, 60.29511566605702, 60.57302423030186, 4.651116948447556, 8.859550778325946, 12.873249206820965]",22.929030319738498,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|2|direct_bearing,S0,False,pre_update_nis_gate,55.964699646283734,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|2|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,2.542052880546189,confirmed,True,1,False,"[82.58449008776803, 60.30679327438838, 60.589992219531865, 4.651116948447556, 8.859550778325946, 12.873249206820965]",22.95090147921654,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|2|direct_bearing,S2,False,pre_update_nis_gate,77.14296037468355,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|2|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,3.1934691991114446,confirmed,True,1,False,"[85.61430356754221, 66.07804922654742, 68.97583682581228, 4.651116948447556, 8.859550778325946, 12.873249206820965]",33.761124113051345,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|3|direct_bearing,S0,False,pre_update_nis_gate,96.54906359541201,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|3|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,3.4214886823966144,confirmed,True,1,False,"[86.67484885082612, 68.09819941716003, 71.91118845815282, 4.651116948447556, 8.859550778325946, 12.873249206820965]",37.54542915489464,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|3|direct_bearing,S1,False,pre_update_nis_gate,15.683224099972204,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|3|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,3.5966953767865872,confirmed,True,1,False,"[87.48975567658479, 69.65045202281063, 74.16666789773826, 4.651116948447556, 8.859550778325946, 12.873249206820965]",40.45329793491968,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|3|direct_bearing,S2,False,pre_update_nis_gate,261.3099068237979,True,"[""s7cd1-20260912-1-37-outlier_mild|S2|3|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,4.160666046953302,confirmed,True,1,False,"[90.11284921902453, 74.64697881263915, 81.42680288013221, 4.651116948447556, 8.859550778325946, 12.873249206820965]",49.81366681373935,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|4|direct_bearing,S0,False,pre_update_nis_gate,116.1900478649824,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|4|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,4.214118105765583,confirmed,True,1,False,"[90.36146099569574, 75.12054004189262, 82.11490455384036, 4.651116948447556, 8.859550778325946, 12.873249206820965]",50.70084021690313,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|4|direct_bearing,S2,False,pre_update_nis_gate,148.07112092849613,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|4|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,4.25757376754395,confirmed,True,1,False,"[90.56357836069911, 75.50553768402382, 82.67432011736061, 4.651116948447556, 8.859550778325946, 12.873249206820965]",51.422099450714235,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|4|direct_bearing,S1,False,pre_update_nis_gate,208.42073874051198,True,"[""s7cd1-20260912-1-37-outlier_mild|S1|4|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,4.798829973913269,confirmed,True,1,False,"[93.08102427559588, 80.30082452843686, 89.64204614669137, 4.651116948447556, 8.859550778325946, 12.873249206820965]",60.40574472817413,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|5|direct_bearing,S0,False,pre_update_nis_gate,142.52851612736296,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|5|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,5.0179852859365015,confirmed,True,1,False,"[94.10034126168945, 82.24244214364656, 92.46328709336505, 4.651116948447556, 8.859550778325946, 12.873249206820965]",64.04327431370757,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|5|direct_bearing,S1,False,pre_update_nis_gate,118.26140694425524,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|5|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,5.153321860304315,confirmed,True,1,False,"[94.72980749647643, 83.44146339642289, 94.20550854199938, 4.651116948447556, 8.859550778325946, 12.873249206820965]",66.28959345225667,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|5|direct_bearing,S2,False,pre_update_nis_gate,215.8210321190186,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|5|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,5.7104853559581565,confirmed,True,1,False,"[97.32124007416829, 88.37768167799769, 101.37801307049479, 4.651116948447556, 8.859550778325946, 12.873249206820965]",75.5374622336927,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|6|direct_bearing,S0,False,pre_update_nis_gate,172.96129070133114,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|6|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,5.910700435206532,confirmed,True,1,False,"[98.25246382259517, 90.15149733918523, 103.95543168062254, 4.651116948447556, 8.859550778325946, 12.873249206820965]",78.8606754735509,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|6|direct_bearing,S1,False,pre_update_nis_gate,186.94799760947757,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|6|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,6.002138292309723,confirmed,True,1,False,"[98.67775198949755, 90.96159567725225, 105.1325340020496, 4.651116948447556, 8.859550778325946, 12.873249206820965]",80.37838351334825,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|6|direct_bearing,S2,False,pre_update_nis_gate,286.6379031721313,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|6|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,6.5042947473332715,confirmed,True,1,False,"[101.01334038822992, 95.41047628919753, 111.59691918838152, 4.651116948447556, 8.859550778325946, 12.873249206820965]",88.71332542998569,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|7|direct_bearing,S0,False,pre_update_nis_gate,214.96415416893453,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|7|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,6.697507514856033,confirmed,True,1,False,"[101.9119955659115, 97.12225461408633, 114.0841952946416, 4.651116948447556, 8.859550778325946, 12.873249206820965]",91.92033819620734,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|7|direct_bearing,S1,False,pre_update_nis_gate,283.3631681889663,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|7|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,6.731929978167793,confirmed,True,1,False,"[102.07209846842814, 97.42722217571193, 114.52732424316653, 4.651116948447556, 8.859550778325946, 12.873249206820965]",92.49169472489231,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|7|direct_bearing,S2,False,pre_update_nis_gate,345.2420695278291,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|7|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,7.249540510667602,confirmed,True,1,False,"[104.47956558883297, 102.01301897179033, 121.19065362011187, 4.651116948447556, 8.859550778325946, 12.873249206820965]",101.08319808906928,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|8|direct_bearing,S0,False,pre_update_nis_gate,251.41355676874883,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|8|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,7.4106044104457025,confirmed,True,1,False,"[105.22869262287395, 103.43997277042962, 123.2640693401778, 4.651116948447556, 8.859550778325946, 12.873249206820965]",103.75660553439988,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|8|direct_bearing,S1,False,pre_update_nis_gate,406.13065160610876,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|8|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,7.472861016554283,confirmed,True,1,False,"[105.5182553786984, 103.99153833353483, 124.06551414538445, 4.651116948447556, 8.859550778325946, 12.873249206820965]",104.78996790077612,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|8|direct_bearing,S2,False,pre_update_nis_gate,433.6920417228509,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|8|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,7.8421604800390075,confirmed,True,1,False,"[107.23591037236478, 107.26336568268627, 128.8195981707686, 4.651116948447556, 8.859550778325946, 12.873249206820965]",110.9197682280736,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|9|direct_bearing,S0,False,pre_update_nis_gate,230.10912217553604,True,"[""s7cd1-20260912-1-37-outlier_mild|S0|9|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,8.159968430114755,confirmed,True,1,False,"[108.71407231531347, 110.07900135413804, 132.9108191120026, 4.651116948447556, 8.859550778325946, 12.873249206820965]",116.19489681717434,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|9|direct_bearing,S1,False,pre_update_nis_gate,552.0165399353937,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|9|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,8.192597723159288,confirmed,True,1,False,"[108.86583497320876, 110.36808223272696, 133.33086413280725, 4.651116948447556, 8.859550778325946, 12.873249206820965]",116.73649381968617,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|9|direct_bearing,S2,False,pre_update_nis_gate,512.551283405312,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|9|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,8.76594500679822,confirmed,True,1,False,"[111.53254024148816, 115.44768160574132, 140.71170659714508, 4.651116948447556, 8.859550778325946, 12.873249206820965]",126.2532029079233,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|10|direct_bearing,S0,False,pre_update_nis_gate,337.5827244086032,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|10|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,9.120160911645613,confirmed,True,1,False,"[113.18003983993356, 118.58587540122748, 145.27161621326516, 4.651116948447556, 8.859550778325946, 12.873249206820965]",132.13266634118887,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S1|10|direct_bearing,S1,False,pre_update_nis_gate,789.9275167656258,False,"[""s7cd1-20260912-1-37-outlier_mild|S1|10|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,9.181481665964181,confirmed,True,1,False,"[113.46524983963624, 119.1291497378781, 146.06101356515833, 4.651116948447556, 8.859550778325946, 12.873249206820965]",133.15050129400748,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S2|10|direct_bearing,S2,False,pre_update_nis_gate,651.623399441516,False,"[""s7cd1-20260912-1-37-outlier_mild|S2|10|direct_bearing""]",,
poorly_conditioned:outlier_mild:37,poorly_conditioned,outlier_mild,37,20260912,d2_combined_published,9.518099363836244,confirmed,True,1,False,"[115.0308981193564, 122.11143132505882, 150.39437707729178, 4.651116948447556, 8.859550778325946, 12.873249206820965]",138.73786604235661,measurement,update_rejected,s7cd1-20260912-1-37-outlier_mild|S0|11|direct_bearing,S0,False,pre_update_nis_gate,407.4354497661042,False,"[""s7cd1-20260912-1-37-outlier_mild|S0|11|direct_bearing""]",,
