configuration,physical_configuration,scenario,split,station_count,contributing_station_ids_json,station_geometry,orientation_mode,baseline_m,target_coordinates_world_m_json,target_x_m,target_y_m,target_z_m,target_range_over_baseline,target_horizontal_range_over_baseline,target_altitude_over_baseline,minimum_ray_intersection_angle_deg,maximum_ray_intersection_angle_deg,true_angular_bias_and_covariance_json,calibrated_bearing_statistics_json,bearing_covariance_source_split,evaluation_residual_used_to_fit_bearing_covariance,pose_mismatch_kind,position_pose_mismatch_max_m,orientation_pose_mismatch_max_deg,bearing_covariance_mismatch,erroneous_bearing_station_id,erroneous_bearing_offset_az_el_deg_json,independent_realization_count,dependent_residual_component_count,residual_components_are_independent_trials,base_seed,split_bearing_noise_seed,calibration_bearing_noise_seed,evaluation_bearing_noise_seed,calibration_evaluation_seed_overlap_count,seed_scope,position_bias_centering_source_split,evaluation_mean_used_for_position_error_centering,local_gaussian_covariance_benchmark,exact_position_crlb_claimed,truth_used_online,dynamic_tracking_implemented,retarded_time_fusion_implemented,mean_runtime_per_estimate_s,coverage,failure_fraction,position_rmse_m,position_error_p50_m,position_error_p95_m,position_error_p99_m,horizontal_rmse_m,horizontal_error_p95_m,vertical_rmse_m,vertical_error_p95_m,bias_x_m,bias_y_m,bias_z_m,empirical_position_covariance_m2_json,mean_predicted_position_covariance_m2_json,predicted_empirical_covariance_relative_frobenius,predicted_empirical_covariance_trace_ratio,normalized_position_error_p50,normalized_position_error_p95,position_ellipsoid_p95_coverage,information_rank_min,information_condition_median,information_condition_max,information_eigenvalue_median_json
equilateral_far__ideal_two,equilateral_far,ideal_two,evaluation,2,"[""station_0"", ""station_1""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948}]",calibration,False,none,0.0,0.0,False,,,256,1024,False,20260831,1513437661,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0025155781252124143,1.0,0.0,38.38652835582559,22.52243101172125,79.03218887213411,139.0999351014457,37.714968753440616,78.1063691326638,7.148894399807575,13.203745095221967,6.311377865613123,4.709839083556735,1.1442323350180086,"[[887.2666409224119,650.8326332836476,206.23309203813523],[650.8326332836476,478.4710653100108,151.49710472167465],[206.23309203813523,151.49710472167465,49.992707516836994]]","[[939.7334178915478,691.7524346070977,217.89696537528934],[691.7524346070977,510.6921211614504,160.73721806415833],[217.89696537528934,160.73721806415833,52.7377432832838]]",0.061653609494503166,0.9418340844175422,2.214720452803163,8.903376779188662,0.91796875,3,1292.7235366010382,4224.448771508965,"[0.0009236124806414263,0.5384781099447472,1.191490556028653]"
equilateral_far__one_station_failure,equilateral_far,one_station_failure,calibration,2,"[""station_0"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,none,0.0,0.0,False,,,128,512,False,20260831,4020043064,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0025314109375358385,1.0,0.0,86.65612427734285,28.077633001880663,179.24883543943116,352.7840741935991,84.83983804318034,176.19665110876772,17.648959050811463,32.89149508645836,14.283954496021781,9.555765252376698,3.5096207763316216,"[[4798.8115321950945,3216.627983544045,1196.4659910064906],[3216.627983544045,2157.9926137854964,802.5756168565223],[1196.4659910064906,802.5756168565223,301.52397362752635]]","[[6071.541061689117,4066.5371846828066,1502.0256468164212],[4066.5371846828066,2725.94370050488,1006.3016420036723],[1502.0256468164212,1006.3016420036723,374.80028708097075]]",0.2638101819084248,0.791332593853683,2.4192472807029146,15.179895825626133,0.8515625,3,1989.6324083280854,30100.212783739735,"[0.000494568303371849,0.5497868258733472,0.9839986746622191]"
equilateral_far__one_station_failure,equilateral_far,one_station_failure,evaluation,2,"[""station_0"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,none,0.0,0.0,False,,,256,1024,False,20260831,1513437661,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.002659267187482328,1.0,0.0,43.3550414070901,28.187049814611765,72.43674082369353,143.07380927619596,42.50593149034638,71.02928024663862,8.538466112158408,15.231902207307183,0.845990149382774,0.5978994069526213,-0.06466195903701637,"[[1253.1733170212835,836.4375899940102,299.04645730824643],[836.4375899940102,559.5888138808862,199.62257418537462],[299.04645730824643,199.62257418537462,73.1871095261174]]","[[1971.2812929430218,1313.3104049091112,473.05968020804784],[1313.3104049091112,876.6488298309705,315.25013164665404],[473.05968020804784,315.25013164665404,115.71731574006944]]",0.5719237912041457,0.6363608626044533,2.417762784980379,14.590294659130306,0.86328125,3,2049.328063691107,8237.894642174664,"[0.0004714557844561169,0.5432620864473334,0.9724070793528918]"
equilateral_far__position_calibration_mismatch,equilateral_far,position_calibration_mismatch,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,position,0.09433981132056604,0.0,False,,,128,768,False,20260831,4020043064,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0032732867189224635,1.0,0.0,20.687603083403896,13.122934373937118,40.93696010287134,60.469471570074234,20.262770979737606,40.15461368862435,4.1709751328875,7.313443102722366,0.7322584299356958,0.5231821930574865,0.1862556257546542,"[[275.1928372862658,193.97777079230394,66.67373699543744],[193.97777079230394,137.8036636391663,47.25786005746441],[66.67373699543744,47.25786005746441,17.49905375852915]]","[[275.0286466800742,194.74946849701558,65.48743154382],[194.74946849701558,138.8878134108817,46.57915024433576],[65.48743154382,46.57915024433576,16.880904167832252]]",0.00595463270552737,0.9992994163849026,2.487811943961422,9.402785180737387,0.921875,3,625.6024318986506,1115.2431418622534,"[0.0025709701793844852,0.8512212945186042,1.6097431958632225]"
equilateral_far__position_calibration_mismatch,equilateral_far,position_calibration_mismatch,evaluation,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,position,0.09433981132056604,0.0,False,,,256,1536,False,20260831,1513437661,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0035311675781031227,1.0,0.0,20.06970904234138,14.074826091184164,36.370796217621304,55.452238635152526,19.660169609142574,35.81014589091507,4.033726810777605,7.3551072304355785,-0.3631651140783715,-0.23827961727521024,-0.3562985420230839,"[[258.2564742028843,182.4540559433142,62.327281372523544],[182.4540559433142,129.59216251846942,44.1615237799695],[62.327281372523544,44.1615237799695,16.207313149930208]]","[[266.8751644262528,189.0164222956638,63.086082193107046],[189.0164222956638,134.83852619167942,44.88280568629218],[63.086082193107046,44.88280568629218,16.179332612907697]]",0.03425808920188006,0.9668884796099778,2.2122893598315243,7.326569563992104,0.9609375,3,614.483737216357,1357.3814519424175,"[0.002672326920403487,0.8683091852921935,1.6420938566438772]"
equilateral_far__orientation_calibration_mismatch,equilateral_far,orientation_calibration_mismatch,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,orientation,0.0,0.2569046515733026,False,,,128,768,False,20260831,4020043064,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003386958593637246,1.0,0.0,20.131149489604095,12.644898799936698,38.61324724813476,56.19274031380693,19.71661059810207,38.00397069186568,4.064289150097028,7.6477521179945676,-1.0533104246150453,-0.8650803885592374,-0.327609890110322,"[[259.90181495212477,183.09364981294746,62.906869671136384],[183.09364981294746,130.03144519065907,44.56968924754128],[62.906869671136384,44.56968924754128,16.540339457510115]]","[[259.0476599697575,183.26597921666658,61.54442869813801],[183.26597921666658,130.6145170365306,43.74186233720964],[61.54442869813801,43.74186233720964,15.87932596624554]]",0.006373818738362968,1.0022984000920456,2.48830068806258,9.426672588494743,0.921875,3,605.1144476773022,1066.2642105860537,"[0.002713018782146995,0.8688118768268718,1.643112667783376]"
equilateral_far__orientation_calibration_mismatch,equilateral_far,orientation_calibration_mismatch,evaluation,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,orientation,0.0,0.2569046515733026,False,,,256,1536,False,20260831,1513437661,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003461057812501167,1.0,0.0,19.730261660012673,13.913847375612697,34.812673569841365,53.27977823532549,19.319177530620095,34.13115525352854,4.006570193188899,7.421657974294517,-2.105056230343218,-1.5950584037833266,-0.8560775772736815,"[[244.92828242617614,172.92378896262346,59.05997933653461],[172.92378896262346,122.76315968479943,41.82232384074689],[59.05997933653461,41.82232384074689,15.3798132903042]]","[[251.64875470176906,178.06854348870934,59.353353533004245],[178.06854348870934,126.94641000085572,42.19529865117447],[59.353353533004245,42.19529865117447,15.236639575826857]]",0.028236959346348046,0.9726772983789703,2.2080268432287813,7.278242074572467,0.9609375,3,593.66518956285,1294.6521172602909,"[0.002824509586203414,0.8868073153438651,1.6773295216526103]"
equilateral_far__bearing_covariance_mismatch,equilateral_far,bearing_covariance_mismatch,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,none,0.0,0.0,True,,,128,768,False,20260831,4020043064,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0032753273435446317,1.0,0.0,21.147210910893193,12.932829365410676,36.29739608789915,59.94562243339288,20.71827734574319,35.50909828305985,4.237630603847469,7.561926714235904,1.6750838431810062,1.1843988321535028,0.40334298798265544,"[[285.5578145787231,201.18347106810845,68.63896149326698],[201.18347106810845,142.827253465213,48.62999883717809],[68.63896149326698,48.62999883717809,17.934944321219415]]","[[85.20872333670889,60.39581755322276,18.752479648281142],[60.39581755322276,43.110432062620156,13.419021048210267],[18.752479648281142,13.419021048210267,8.222227159353288]]",0.702049853337114,3.2687526960797944,4.936572550389139,24.659380102708184,0.6953125,3,611.4375913041306,1168.3425630177712,"[0.008685136798941145,0.26574314647578734,5.309780939349924]"
equilateral_far__bearing_covariance_mismatch,equilateral_far,bearing_covariance_mismatch,evaluation,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,none,0.0,0.0,True,,,256,1536,False,20260831,1513437661,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.003341342968724348,1.0,0.0,20.400339445670312,14.149158048108273,37.07717374307771,57.825927444706586,19.980188998059923,36.57413537472685,4.118967965446827,7.702823180383966,0.7575569325234511,0.5505800510476891,-0.04802625922542657,"[[266.3711867126032,188.07942535027348,64.7728634405372],[188.07942535027348,133.52181683206214,45.853482269533],[64.7728634405372,45.853482269533,17.030114463424745]]","[[82.94250116300178,58.803623596142785,18.134154386912694],[58.803623596142785,41.98694210188924,12.981578949890151],[18.134154386912694,12.981578949890151,8.008688099136682]]",0.6898107283303138,3.1362191850464596,4.564808819129556,18.76533293979177,0.70703125,3,617.3938829232502,1233.071196452181,"[0.008531357076872189,0.26371857477651306,5.267203061882614]"
equilateral_far__one_erroneous_bearing,equilateral_far,one_erroneous_bearing,calibration,3,"[""station_0"", ""station_1"", ""station_2""]",equilateral,aligned,20.0,"[163.83040885779835,114.71528727020922,40.0]",163.83040885779835,114.71528727020922,40.0,10.198039027185569,10.0,2.0,2.6603456576214666,5.75089379153613,"[{""station_id"":""station_0"",""mu_rad"":[0.0013962634015954637,-0.0008726646259971648],""R_rad2"":[[3.73156339238718e-05,-1.1727770661788283e-05],[-1.1727770661788283e-05,9.214676948547937e-05]]},{""station_id"":""station_1"",""mu_rad"":[-0.0008377580409572782,0.0006981317007977319],""R_rad2"":[[4.633230954955836e-05,1.5444103183186123e-05],[1.5444103183186123e-05,8.236855031032602e-05]]},{""station_id"":""station_2"",""mu_rad"":[0.0005585053606381855,0.0004363323129985824],""R_rad2"":[[5.6323760918562415e-05,6.418289034905951e-06],[6.418289034905951e-06,7.313864249078874e-05]]}]","[{""station_id"":""station_0"",""mu_cal_rad"":[0.0008935640393449683,-0.00014142077105626995],""R_cal_rad2"":[[3.914791774557788e-05,-8.342367212608204e-06],[-8.342367212608204e-06,9.544894225232853e-05]],""R_rank"":2,""R_condition"":2.5478296090924486},{""station_id"":""station_1"",""mu_cal_rad"":[-0.0005158103681620074,0.002075307367962936],""R_cal_rad2"":[[4.334038490990919e-05,1.7457373158884542e-05],[1.7457373158884542e-05,8.390467406557342e-05]],""R_rank"":2,""R_condition"":2.451929239382948},{""station_id"":""station_2"",""mu_cal_rad"":[0.0007405877276388713,0.001025087851056534],""R_cal_rad2"":[[6.559265987083808e-05,4.21370779840488e-06],[4.21370779840488e-06,8.44375371432912e-05]],""R_rank"":2,""R_condition"":1.3190962615631259}]",calibration,False,none,0.0,0.0,False,station_2,"[5.0,-2.0]",128,768,False,20260831,4020043064,4020043064,1513437661,0,independent_bearing_level_realizations,calibration,False,True,False,False,False,False,0.0033104859376180684,1.0,0.0,20.868187860530142,12.762257034103673,42.213169292331926,61.65490655507521,20.439976523566333,41.40797776709988,4.205784623400824,7.341817968481078,1.6354590743200197,1.1567667050288108,0.39715932412198546,"[[277.87060850442873,195.88028345771164,67.3172604786921],[195.88028345771164,139.16730488422382,47.71787181890548],[67.3172604786921,47.71787181890548,17.668927263947378]]","[[278.1661129003192,196.97792287221407,66.23415077239065],[196.97792287221407,140.48166998360503,47.11185411361662],[66.23415077239065,47.11185411361662,17.07325313507114]]",0.006396015825932925,0.9976723745640977,2.4826972031522883,9.394158974767686,0.921875,3,626.7182047694344,1116.6811362243427,"[0.0025348897597800594,0.8405708939250881,1.5898514006585192]"
