split,sequence_count,dependent_frame_count,estimator_variant,geometry,snr_db,signal_model,trajectory_kind,quality_metric,quality_sample_count,quality_mean,quality_p50,spearman_correlation_with_absolute_angular_error,pearson_correlation_with_absolute_angular_error,sequence_seeds_json,seed_scope,quality_score_probability_claimed,quality_metric_uses_truth_online,offline_error_correlation_uses_truth,overlapping_frames_are_statistically_dependent,dependent_frames_are_independent_trials
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,stationary,gcc_total_spectral_energy,60,82448.95718587861,76560.19879932365,0.16221172547929985,0.029839954122261203,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,stationary,gcc_boundary_count,60,0.0,0.0,,,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,stationary,gcc_valid_pair_count,60,6.0,6.0,,,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_peak_score,60,0.3541574753029345,0.36761660750396474,-0.1742706307307586,0.0029217969868124407,"[525572719, 4151873134, 2245565052]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_score_margin,60,0.12001659149318179,0.12183327175606141,-0.28457904973603787,-0.0737622907404863,"[525572719, 4151873134, 2245565052]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_min,60,52.79018622691787,53.51475396807291,-0.10486246179494306,-0.052356823097948924,"[525572719, 4151873134, 2245565052]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_max,60,54.26732990498747,55.03728262341228,0.002778549597110309,0.028092350907044577,"[525572719, 4151873134, 2245565052]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_used_spectral_energy,60,82424.80585329537,77191.04166753523,0.16054459572103366,0.13952451278479594,"[525572719, 4151873134, 2245565052]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_mean_spectral_energy_fraction,60,0.9949538804868449,0.9973423104322496,-0.16821339260905813,-0.03733458792297766,"[525572719, 4151873134, 2245565052]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,boundary_hit,60,0.0,0.0,,,"[525572719, 4151873134, 2245565052]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_peak_score,60,0.35472496225710165,0.36823521362740363,-0.17682689636010004,0.04407682130088841,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_score_margin,60,0.12063168162732904,0.12290975964845316,-0.2625729369269242,-0.04670865343796254,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_min,60,52.96697830484465,53.64679273313466,-0.09891636565712701,-0.036483590883304225,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_max,60,54.449060818627956,55.13584929232667,-0.04640177827174216,0.042250866795867266,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_used_spectral_energy,60,82448.95718587861,76560.19879932365,0.1376493470408447,0.029715754330844144,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,srp_mean_spectral_energy_fraction,60,0.9949323839591417,0.9972829694634832,0.03517643789941651,0.03340812513821155,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,stationary,boundary_hit,60,0.0,0.0,,,"[268320426, 2969143193, 4245756111]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_ratio,60,1.808242943905077,1.7952773322804716,0.27557654904140044,0.5013853541471751,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_minimum_peak_ratio,60,1.6919196284813236,1.658108435686724,0.39044178938594065,0.7372992943784191,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_curvature,60,0.02342442051173173,0.025071448528775946,-0.3735482078355099,-0.8998076691880116,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_total_spectral_energy,60,40846.26691373682,38255.82390079199,0.13003612114476243,-0.0641504499415152,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_boundary_count,60,0.0,0.0,,,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_valid_pair_count,60,3.0,3.0,,,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_ratio,60,1.79605965777363,1.7651711918709174,0.22011669908307868,0.3586858605957606,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_minimum_peak_ratio,60,1.6764961507163334,1.6550118123711175,0.4294526257293694,0.7015236795267169,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_curvature,60,0.02333774804282187,0.025089047274126197,-0.5473742706307309,-0.8058085254062088,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_total_spectral_energy,60,40624.714023137865,37939.38532683393,0.17671575437621564,0.06801975634322706,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_boundary_count,60,0.0,0.0,,,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_valid_pair_count,60,3.0,3.0,,,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_ratio,60,1.8187445293301736,1.8085453710868444,0.3322589608224507,0.3968727448020365,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_minimum_peak_ratio,60,1.6349293315051439,1.6340993893280298,0.045012503473187006,0.026414656901233565,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_curvature,60,0.024227163034295337,0.02498689826870143,-0.24562378438455132,-0.39915051968306176,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_total_spectral_energy,60,82107.87921381192,76718.77371056573,0.10202834120589054,-0.11230315083287025,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_boundary_count,60,0.0,0.0,,,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_valid_pair_count,60,6.0,6.0,,,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_ratio,60,1.816254689643217,1.8192576006106602,0.09063628785773828,0.2043692690467011,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_minimum_peak_ratio,60,1.6347394141861147,1.6315884814464878,0.24617949430397335,0.3469073330433333,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_mean_peak_curvature,60,0.024184408154158902,0.02508780942276337,-0.20200055570991945,-0.10138879659890711,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_total_spectral_energy,60,81668.30684971288,76049.47379041521,0.18388441233676023,0.1016270709117418,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_boundary_count,60,0.0,0.0,,,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,transverse,gcc_valid_pair_count,60,6.0,6.0,,,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_peak_score,60,0.35407681686394354,0.3677694883097591,-0.24562378438455132,-0.20662724603514226,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_score_margin,60,0.07833358382844996,0.08430592484141919,-0.007502083912197834,-0.03806636411673549,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_local_curvature_eigenvalue_min,60,52.4907475501556,53.19753564728532,-0.09641567101972771,-0.12004202384651574,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_local_curvature_eigenvalue_max,60,53.77060179303016,54.54014595166588,-0.010391775493192555,-0.14927418109039584,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_used_spectral_energy,60,82107.87921381192,76718.77371056573,0.07146429563767714,-0.1477583165727561,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_mean_spectral_energy_fraction,60,0.9944295025994585,0.9965689570770722,-0.2634620727979995,-0.2180478744658179,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,boundary_hit,60,0.0,0.0,,,"[2882255390, 2855384456, 3543646763]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_peak_score,60,0.35345831299039626,0.36706361008465216,-0.22111697693803836,0.023606266306407733,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_score_margin,60,0.07752155420850917,0.08259866537191271,-0.16615726590719646,-0.2521390810512683,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_local_curvature_eigenvalue_min,60,52.345674546536806,53.36413386782536,-0.010225062517365938,0.03608488900585833,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_local_curvature_eigenvalue_max,60,53.78572431385671,54.56422474146727,-0.18271742150597392,-0.026450294881015537,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_used_spectral_energy,60,81668.30684971288,76049.47379041521,0.1599333148096694,0.10593984202156359,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,srp_mean_spectral_energy_fraction,60,0.9943357731469702,0.9967446293007022,-0.2066685190330648,0.004375832878909478,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,transverse,boundary_hit,60,0.0,0.0,,,"[81765249, 49165302, 1618825846]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_ratio,60,1.8848993667043505,1.9107586893022315,0.25062517365934983,0.24677083508279923,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_minimum_peak_ratio,60,1.7453152583620795,1.7348470016254036,0.30486246179494314,0.359571751672119,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_curvature,60,0.02434174997587989,0.02541308954919491,-0.3521533759377606,-0.42610784497644805,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_total_spectral_energy,60,40435.30455326346,38025.21326441107,0.2815226451792165,0.10986538721579739,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_valid_pair_count,60,3.0,3.0,,,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_ratio,60,1.8762770225296184,1.8933921946554049,0.21039177549319257,0.2835818091451869,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_minimum_peak_ratio,60,1.7375514325307637,1.7104172348676792,0.34181717143651025,0.44610528367582447,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_curvature,60,0.024185989276337003,0.025216495324352384,-0.26685190330647407,-0.37199776979783705,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_total_spectral_energy,60,40182.048531446846,37686.42409623243,0.23312031119755494,0.020820966327953525,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_valid_pair_count,60,3.0,3.0,,,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_ratio,60,1.8831715158475073,1.8680379535286282,0.36060016671297596,0.3745206460413567,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_minimum_peak_ratio,60,1.6993372022818811,1.6818126309463173,0.14720755765490418,0.13211445153669446,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_curvature,60,0.02481503040502535,0.02545839244337033,-0.26407335370936375,-0.11230124675906905,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_total_spectral_energy,60,81105.91900201817,76025.30017070484,0.27024173381494865,0.21697584395527547,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_valid_pair_count,60,6.0,6.0,,,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_ratio,60,1.8780183755885178,1.861909449341153,0.08057793831619896,0.10267333957594736,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_minimum_peak_ratio,60,1.694343572686367,1.6698049873128957,-0.028007779938871914,-0.005612829059070386,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_mean_peak_curvature,60,0.024711232267875725,0.02534088638040191,-0.16743539872186722,-0.140695581155997,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_total_spectral_energy,60,80582.93918764705,75238.39149447011,0.15404278966379553,0.15917752155668408,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,20.0,deterministic_multisine,piecewise,gcc_valid_pair_count,60,6.0,6.0,,,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_peak_score,60,0.35449577410888483,0.36673507429846663,-0.2311753264795777,-0.28940221108452885,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_score_margin,60,0.06833361381339378,0.06845714557557325,-0.44395665462628514,-0.43266365282965674,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_local_curvature_eigenvalue_min,60,52.72749185355483,54.02873783181923,-0.2594053903862184,-0.2013624241604508,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_local_curvature_eigenvalue_max,60,54.777934098725375,55.608143199412865,-0.2601278132814671,-0.24602605546227935,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_used_spectral_energy,60,81105.91900201817,76025.30017070484,0.27763267574326206,0.2234567703249245,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_mean_spectral_energy_fraction,60,0.9939255708050125,0.9966196728446084,-0.3040844679077522,-0.36960672633844394,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,boundary_hit,60,0.0,0.0,,,"[3026432145, 472067708, 1378374121]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_peak_score,60,0.3536818126062251,0.3651522347717946,-0.12559044178938597,-0.12280286672375304,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_score_margin,60,0.06846461658267017,0.06638133730835553,-0.2113364823562101,-0.3070626982266401,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_local_curvature_eigenvalue_min,60,52.44350458873328,53.81035371192365,-0.10425118088357879,-0.07388877852625773,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_local_curvature_eigenvalue_max,60,54.59901415599161,55.294579892848716,-0.09563767713253683,-0.15108792331794266,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_used_spectral_energy,60,80582.93918764705,75238.39149447011,0.12814670741872744,0.1542066798338085,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,srp_mean_spectral_energy_fraction,60,0.9939802632760031,0.9964243105156424,-0.23528757988330096,-0.1779677020355124,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,20.0,deterministic_multisine,piecewise,boundary_hit,60,0.0,0.0,,,"[1673970001, 3043714948, 2118950926]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,square,-6.0,random_broadband,stationary,gcc_mean_peak_ratio,60,1.8847479646436303,1.8653292853244696,0.06779661016949153,0.00023092424449884863,"[2173606942, 1874123665, 2225888608]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,square,-6.0,random_broadband,stationary,gcc_minimum_peak_ratio,60,1.6942307249309028,1.6696089547018393,-0.01583773270352876,-0.08366010930512824,"[2173606942, 1874123665, 2225888608]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,square,-6.0,random_broadband,stationary,gcc_mean_peak_curvature,60,0.008797167111391994,0.00865100898405972,-0.11130869686023896,-0.11140674279746242,"[2173606942, 1874123665, 2225888608]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,square,-6.0,random_broadband,stationary,gcc_total_spectral_energy,60,6798311.716778456,6854879.949474307,0.09508196721311477,0.148723958895938,"[2173606942, 1874123665, 2225888608]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,square,-6.0,random_broadband,stationary,gcc_boundary_count,60,0.0,0.0,,,"[2173606942, 1874123665, 2225888608]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,square,-6.0,random_broadband,stationary,gcc_valid_pair_count,60,3.0,3.0,,,"[2173606942, 1874123665, 2225888608]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,square,-6.0,random_broadband,stationary,gcc_mean_peak_ratio,60,1.9138440023423258,1.8900344103733189,-0.05973881633787164,-0.08263922113542181,"[1960925278, 2769299151, 1270690024]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
