split,sequence_count,dependent_frame_count,estimator_variant,geometry,snr_db,signal_model,trajectory_kind,quality_metric,quality_sample_count,quality_mean,quality_p50,spearman_correlation_with_absolute_angular_error,pearson_correlation_with_absolute_angular_error,sequence_seeds_json,seed_scope,quality_score_probability_claimed,quality_metric_uses_truth_online,offline_error_correlation_uses_truth,overlapping_frames_are_statistically_dependent,dependent_frames_are_independent_trials
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_mean_peak_ratio,60,1.8537699525985236,1.856512369749178,0.0692414559599889,0.09592942685457018,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_minimum_peak_ratio,60,1.6671586155856641,1.6745839002724485,-0.04890247290914143,-0.036487390725063,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_mean_peak_curvature,60,0.0225785190163333,0.02254450829396297,0.04956932481244791,0.0735844074986338,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_total_spectral_energy,60,6727022.2557519805,6650918.915710596,-0.20211169769380385,-0.205500404367796,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_boundary_count,60,0.0,0.0,,,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_valid_pair_count,60,6.0,6.0,,,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_mean_peak_ratio,60,1.8544628481381562,1.8541812211762385,0.06701861628230066,0.04032993090678351,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_minimum_peak_ratio,60,1.6701530055540346,1.6651326059937999,-0.10352875798833011,-0.06979860871288227,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_mean_peak_curvature,60,0.022503795103186428,0.022545949658473508,-0.1322033898305085,-0.05351504996754556,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_total_spectral_energy,60,6733672.359854749,6757493.029702131,0.039399833287024184,0.018952216276954068,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_boundary_count,60,0.0,0.0,,,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,transverse,gcc_valid_pair_count,60,6.0,6.0,,,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_peak_score,60,0.3200163413073281,0.3208363229772931,-0.0943595443178661,-0.07200270760036503,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_score_margin,60,0.07224759232409945,0.07576634007181016,0.09219227563212004,0.1289111860044586,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_local_curvature_eigenvalue_min,60,48.38600186755366,48.403018635223475,0.116976938038344,0.1386301268946958,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_local_curvature_eigenvalue_max,60,49.7155723241092,49.7571367248818,0.10730758544040014,0.08652682052295803,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_used_spectral_energy,60,6727022.2557519805,6650918.915710596,-0.20150041678243963,-0.2026426523661529,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_mean_spectral_energy_fraction,60,0.9438355912512428,0.9435021776898744,-0.25662684078910813,-0.2668985595390673,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,boundary_hit,60,0.0,0.0,,,"[2592772136, 172547777, 567004191]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_peak_score,60,0.318792115958775,0.3199305531515831,-0.054015004167824406,-0.019185201972424563,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_score_margin,60,0.07083479852470016,0.07293254508906548,-0.006668519033064741,0.014260786010180486,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_local_curvature_eigenvalue_min,60,48.2821186392549,48.280614339462645,-0.040511253125868306,0.032813838939734434,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_local_curvature_eigenvalue_max,60,49.4445856178979,49.69451015478127,-0.07768824673520423,-0.012902010191451731,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_used_spectral_energy,60,6733672.359854749,6757493.029702131,0.03484301194776327,0.01620389059279817,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,srp_mean_spectral_energy_fraction,60,0.9451077387659433,0.9454686825288863,0.05640455682133927,0.06847055088654126,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,transverse,boundary_hit,60,0.0,0.0,,,"[28059518, 3244632468, 3625322953]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_ratio,60,1.881589015996243,1.8784173536856206,-0.042067240900250075,-0.038730220257622634,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_minimum_peak_ratio,60,1.7496344377864024,1.7369553230711354,0.09130313976104475,0.045577952027906696,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_curvature,60,0.022227116089173313,0.022168901513009025,0.13353709363712146,0.056349019533144855,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_total_spectral_energy,60,3226609.6360230846,3200910.404493694,-0.013837176993609339,-0.02153453920061634,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_valid_pair_count,60,3.0,3.0,,,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_ratio,60,1.8883457808525834,1.9025425166160121,-0.02834120589052515,-0.0705806661992989,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_minimum_peak_ratio,60,1.7413552090736366,1.7099610401792187,0.03878855237565992,0.020996249584421204,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_curvature,60,0.02226577036333165,0.02225709960914307,-0.012892470130591834,-0.08641318761055582,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_total_spectral_energy,60,3302643.26607784,3294370.65666488,-0.3701583773270353,-0.37697745038390773,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_valid_pair_count,60,3.0,3.0,,,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_ratio,60,1.8942663725813382,1.8878255676358178,-0.22717421505973884,-0.18802462455142607,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_minimum_peak_ratio,60,1.701423445330003,1.684919239476344,-0.22784106696304535,-0.19551011134643903,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_curvature,60,0.022373809652538053,0.022336095124420908,-0.0045012503473187,0.02924256136642145,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_total_spectral_energy,60,6479346.724151536,6420453.860573953,0.06896360100027787,0.03186885911942631,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_valid_pair_count,60,6.0,6.0,,,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_ratio,60,1.889038314077705,1.8883666120919163,-0.17638232842456242,-0.15442208599703935,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_minimum_peak_ratio,60,1.6997506041140336,1.6847085813681504,-0.10175048624617951,-0.13511576834139122,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_mean_peak_curvature,60,0.022341171352439397,0.022402967609583123,-0.06818560711308698,-0.09133001097230967,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_total_spectral_energy,60,6599867.510196549,6550864.074374834,-0.4092247846624063,-0.43984136673015134,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_boundary_count,60,0.0,0.0,,,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,random_broadband,piecewise,gcc_valid_pair_count,60,6.0,6.0,,,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_peak_score,60,0.3155558971853908,0.31539598947035474,0.05545984995832177,-0.005957291880485057,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_score_margin,60,0.06230282597459796,0.062368277867687894,-0.36871353153653796,-0.3700493298822874,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_local_curvature_eigenvalue_min,60,47.71428150187718,47.84274212426399,-0.05696026674076134,-0.01703552816031993,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_local_curvature_eigenvalue_max,60,49.079510012011156,49.17615021464509,0.014559599888858018,0.06954263232227036,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_used_spectral_energy,60,6479346.724151536,6420453.860573953,0.060016671297582674,0.03474370325611848,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_mean_spectral_energy_fraction,60,0.9435906297667606,0.9429794373425109,0.22511808835787722,0.16149630937476667,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,boundary_hit,60,0.0,0.0,,,"[3616015364, 2697745166, 1455209735]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_peak_score,60,0.31536236494259506,0.3153977465959023,-0.02706307307585441,0.004169495494469261,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_score_margin,60,0.06241296983635295,0.060897901728261566,0.325868296749097,0.37555259672724206,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_local_curvature_eigenvalue_min,60,47.86919686207488,48.10856515401765,-0.0548485690469575,-0.0869711220850959,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_local_curvature_eigenvalue_max,60,48.8903417339288,48.87742157606022,-0.06685190330647403,-0.0766218352987184,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_used_spectral_energy,60,6599867.510196549,6550864.074374834,-0.4187829952764658,-0.44321347244994247,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,srp_mean_spectral_energy_fraction,60,0.943606024780894,0.9444069112569329,-0.3066963045290359,-0.296701406435612,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,random_broadband,piecewise,boundary_hit,60,0.0,0.0,,,"[500637145, 1229172755, 1445618574]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_ratio,60,1.6839326599397721,1.6826359052429665,-0.2385106974159489,-0.2232495004532188,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_minimum_peak_ratio,60,1.5613296149060798,1.5562825422647881,-0.08396776882467352,-0.05214163225166127,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_curvature,60,0.012937324405282578,0.013590632356431986,-0.0251736593498194,-0.17024693380877773,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_total_spectral_energy,60,44605.344727637246,42611.77333642873,-0.07924423450958602,-0.03560859418130619,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_boundary_count,60,0.0,0.0,,,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_valid_pair_count,60,3.0,3.0,,,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_ratio,60,1.7080824360683333,1.7103975812789922,-0.1089191442067241,-0.0926499241033805,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_minimum_peak_ratio,60,1.5940606545763971,1.5784901383395686,0.03878855237565992,0.106914116523006,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_curvature,60,0.013167602016987403,0.013546834732982696,-0.1654348430119478,-0.23347650138796383,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_total_spectral_energy,60,43780.85788306028,41207.2520916344,-0.02617393720477911,-0.11998545630854938,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_boundary_count,60,0.0,0.0,,,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,reference_3_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_valid_pair_count,60,3.0,3.0,,,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_ratio,60,1.673680119904469,1.6707586784078508,0.19316476799110868,0.2968466297132272,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_minimum_peak_ratio,60,1.5243535336433292,1.516691145719319,0.31286468463462075,0.34238281803933845,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_curvature,60,0.01349789312857099,0.013720475323218101,0.02039455404278967,-0.033091764661339215,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_total_spectral_energy,60,89407.8577390964,84448.79832276268,0.0030564045568213394,0.07320037207726045,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_boundary_count,60,0.0,0.0,,,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_valid_pair_count,60,6.0,6.0,,,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_ratio,60,1.6655224822681667,1.66428092254275,0.14087246457349267,0.19593314160335018,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_minimum_peak_ratio,60,1.5167540507851074,1.5155540271675965,0.2346207279799945,0.31271312084383746,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_mean_peak_curvature,60,0.013379480633505384,0.013640008036614325,0.11853292581272577,0.09941251682297716,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_total_spectral_energy,60,88274.93029269969,82867.52233647853,0.19233120311197557,0.15966044811345148,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_boundary_count,60,0.0,0.0,,,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,all_6_equal_gcc_wls,tetrahedral,5.0,deterministic_multisine,stationary,gcc_valid_pair_count,60,6.0,6.0,,,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_peak_score,60,0.22400575860715222,0.22850422104058182,-0.0011669908307863298,-0.14092524183959068,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_score_margin,60,0.0651931229587445,0.06559235433989904,-0.4830230619616561,-0.4343459015990947,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_min,60,28.524320438683624,28.322243584766674,-0.0746318421783829,-0.03878816618761327,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_max,60,30.78208931729007,30.838726687863844,-0.1304806890803001,-0.12262371506550607,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_used_spectral_energy,60,89407.8577390964,84448.79832276268,0.026951931091969996,0.08681026324749394,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_mean_spectral_energy_fraction,60,0.9559542995764719,0.9553251875183055,-0.042233953876076695,-0.06023860752761017,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
calibration,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,boundary_hit,60,0.0,0.0,,,"[2179093527, 1992302297, 3685286723]",s7a_calibration_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_peak_score,60,0.22327442115529203,0.2285812558216912,0.10113920533481524,0.02401372455702724,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_score_margin,60,0.0637320171851893,0.06417391422398351,-0.1360933592664629,-0.1108077734812469,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_min,60,27.97217695140301,28.21033923943372,0.016449013614893027,0.0032321005130549786,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_local_curvature_eigenvalue_max,60,30.051727755575566,30.365520870522435,0.04201166990830787,0.026784380114508285,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
evaluation,3,60,equal_weight_srp_phat,tetrahedral,5.0,deterministic_multisine,stationary,srp_used_spectral_energy,60,88274.93029269969,82867.52233647853,0.19055293136982498,0.1754122134250929,"[3356544911, 2050014209, 746074735]",s7a_evaluation_independent_continuous_sequences,False,False,True,True,False
