study_type,signal_model,split,geometry,direction,azimuth_deg,elevation_deg,SNR,snr_db,frame_length,pair,calibration_trial_count,evaluation_trial_count,seed,estimator_variant,propagation_model,distance_m,true_tdoa_s,true_tdoa_us,bias_s,bias_us,standard_deviation_us,rmse_us,median_absolute_error_us,p95_absolute_error_us,catastrophic_outlier_fraction_gt_1_sample,mean_peak_value,mean_peak_to_second_peak_ratio,median_peak_to_second_peak_ratio,mean_peak_curvature,mean_used_spectral_energy,mean_spectral_energy_fraction,boundary_hit_fraction,invalid_fraction
signal_comparison,random_broadband,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-2,1000,2000,193701757,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-2.6987972185801714e-08,-0.026987972185801713,0.4267172998592879,0.42735689650209674,0.29666082307952363,0.8183950394783908,0.0,0.1793225052521705,1.6735511303894943,1.669735953482673,0.012729201565356027,4482056.574203783,0.9770982632307291,0.0,0.0
signal_comparison,random_broadband,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-3,1000,2000,193701757,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-4.0540399964152606e-08,-0.0405403999641526,0.4052304574161167,0.4070516379076627,0.28247914955105835,0.7923946517792432,0.0,0.18317415992828875,1.8963620057597095,1.8952817254644982,0.013110056638953814,4492223.879552275,0.9794588728871003,0.0,0.0
signal_comparison,random_broadband,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-2,1000,2000,193701757,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-5.5668987062995124e-08,-0.055668987062995126,0.38993775792419894,0.3936984121386777,0.2582491462555978,0.7799549886883702,0.0,0.18304402812735113,1.8988012377156316,1.8956510892591243,0.013105261848506942,4498423.595998006,0.979302694595186,0.0,0.0
signal_comparison,random_broadband,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-3,1000,2000,193701757,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,1.5334411972247805e-08,0.015334411972247806,0.3853394621650222,0.38545188907444927,0.26305351270413024,0.7613630391283706,0.0,0.1854708551683066,2.1497059895660025,2.1534274781625315,0.013311579283440433,4507627.46029579,0.9814496396722245,0.0,0.0
signal_comparison,random_broadband,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,2-3,1000,2000,193701757,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,6.66925325602655e-08,0.0666925325602655,0.39946466189466195,0.404796662518129,0.2743710653357705,0.8104829292752946,0.0,0.1830319540805149,1.8997953583473755,1.8981988767355553,0.013101231406105194,4496318.531871323,0.9792768071749683,0.0,0.0
signal_comparison,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-1,1000,2000,1605323588,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-4.6293223165012525e-08,-0.046293223165012526,0.41188175446331354,0.4143728018113074,0.27291677094157796,0.8038784845496786,0.0,0.18314528385431791,1.8977060218639532,1.8973702881256034,0.013114262069607205,4493956.8327235775,0.9794608177815233,0.0,0.0
signal_comparison,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-2,1000,2000,1605323588,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-2.692602144251338e-08,-0.02692602144251338,0.42955043318343455,0.430286333145122,0.2983442571729287,0.8151882771104015,0.0,0.1791785921293373,1.6735199280222366,1.6689911504920012,0.012725392275653143,4483318.610190655,0.9770448864925046,0.0,0.0
signal_comparison,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-3,1000,2000,1605323588,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-5.173725228943055e-08,-0.05173725228943055,0.4031040365801044,0.4063106707305147,0.2766718384254231,0.8014582399007935,0.0,0.18311587254184894,1.8986370105833559,1.8971287566829629,0.013111540769743683,4493498.246979291,0.979454381706488,0.0,0.0
signal_comparison,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-2,1000,2000,1605323588,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-5.4465129586695203e-08,-0.0544651295866952,0.40401018722106286,0.40756480417671564,0.2766906657156003,0.7858112883227224,0.0,0.18292474747542736,1.8992514539235532,1.8989023158888434,0.013100329834578857,4496384.69303231,0.9792059377729372,0.0,0.0
signal_comparison,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-3,1000,2000,1605323588,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,-1.2214257922401464e-09,-0.0012214257922401465,0.3757273021851047,0.3756353444305518,0.25998415555289117,0.7346671790042336,0.0,0.18545756026022084,2.150991723466382,2.15392014699682,0.01331022882161484,4505757.535960522,0.9814369762318924,0.0,0.0
signal_comparison,random_broadband,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,2-3,1000,2000,1605323588,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,4.988867490230312e-08,0.049888674902303115,0.40189498854530464,0.4048798610828024,0.27887281245367257,0.7978246953052907,0.0,0.182942743504964,1.8984555867382127,1.8956883216085458,0.013102462397381559,4495969.6679009935,0.9792075321882473,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,0-1,1000,2000,565139966,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-6.426829331045352e-05,-64.26829331045353,184.19159928671954,194.99495436444028,40.250774464949394,505.9462753093292,0.699,0.01765899012556268,1.265356512246319,1.2220368071826266,0.00101445301540621,18171908.339413375,0.8142771893084996,0.018,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,0-2,1000,2000,565139966,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-0.0001669492762456361,-166.9492762456361,305.60787827222083,348.10176662253275,44.0267450215468,921.9927422340295,0.714,0.017716388563201426,1.2664924630763108,1.2247540757493862,0.0010549765314411962,18187903.55010282,0.8143465827869718,0.013,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,0-3,1000,2000,565139966,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-6.886226004456584e-05,-68.86226004456584,189.67130661453626,201.69591023805603,44.16845478523545,532.8398393691563,0.688,0.017709261599468118,1.2711161968995544,1.2351717815415377,0.0010030862985842223,18174135.53459995,0.8143516680683635,0.015,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,1-2,1000,2000,565139966,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-6.721690007079478e-05,-67.21690007079478,175.28428992005976,187.6485261482594,35.80528348194278,476.3767911785239,0.658,0.01794217149731702,1.2884325518252444,1.255582216903757,0.001024366970745465,18208680.74419045,0.8141996593335048,0.007,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,1-3,1000,2000,565139966,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,-2.5214950857168366e-06,-2.5214950857168366,207.5891928504233,207.50069313804534,44.45381451844736,524.5079732923864,0.692,0.018076535187703614,1.2443791726550222,1.2027088440655667,0.001058022404581148,18199381.51308106,0.81439968781011,0.012,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,2-3,1000,2000,565139966,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,6.0943909287013166e-05,60.94390928701316,178.31179871141993,188.3546191133255,40.517360281745916,524.1364926364007,0.728,0.017761926140315923,1.2783132866353673,1.2258201860083422,0.0010131274860304938,18214550.609382585,0.814435765813656,0.011,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,0-1,1000,2000,1504075646,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-7.102237245753951e-05,-71.02237245753952,182.74621019611405,196.01953127652678,40.251887441105914,518.7872894389981,0.6805,0.017798508161189552,1.2744826126701,1.2303261592428711,0.0010252564933133671,18208022.600849163,0.8140297503276485,0.0125,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,0-2,1000,2000,1504075646,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-0.0001646755047998804,-164.6755047998804,307.187900662928,348.4756031512615,43.07853895918663,923.2135517006477,0.7125,0.01775263253842208,1.266901712589382,1.2223699592552526,0.001057405832293132,18190624.824331693,0.8142078540737362,0.0175,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,0-3,1000,2000,1504075646,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-6.63569588605984e-05,-66.3569588605984,176.9131550352999,188.90701755508962,40.50321680404031,503.1832642215493,0.702,0.017848396602801225,1.2730998255999288,1.2318205081844837,0.001026357219480082,18193736.64372128,0.8139855015584951,0.0085,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,1-2,1000,2000,1504075646,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-7.468702758303644e-05,-74.68702758303644,193.07441635552124,206.97160064870954,39.34433045941666,551.6784967505902,0.6885,0.017693843938742217,1.270633015891698,1.227054215056722,0.0010260493472005496,18206775.062772203,0.8138804725946855,0.015,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,1-3,1000,2000,1504075646,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,-1.6982370062039142e-06,-1.6982370062039143,211.26160839544795,211.21561366804758,43.57741590209422,532.1291758349412,0.7095,0.018177442456831904,1.253124754181808,1.2080431871634751,0.0010514169298903686,18219966.493763797,0.8141119055639456,0.012,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,2-3,1000,2000,1504075646,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,7.378901352431189e-05,73.78901352431188,183.32415411678474,197.57469505679217,39.6949409608491,542.1419023595888,0.695,0.017836546886267256,1.2717521920980406,1.230698296715723,0.0010248866807941414,18196956.299299326,0.8140376226101402,0.008,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-1,1000,2000,1508737882,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-9.446926621749883e-08,-0.09446926621749882,13.354640419783507,13.348295725044206,8.04397497617681,27.50532986311924,0.117,0.03700961172504448,1.2950751288690339,1.2859331053514862,0.0012932226585810809,5668146.069790166,0.9220563769632806,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-2,1000,2000,1508737882,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-1.8597704945360297e-07,-0.18597704945360297,12.088959994549656,12.084345172949822,7.377818902088372,24.411998573831738,0.095,0.03642927184502263,1.3124439459395514,1.2994877002207796,0.0013159680797160303,5665766.505134647,0.9215161871004472,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-3,1000,2000,1508737882,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-8.084385070064514e-08,-0.08084385070064515,12.593103158957947,12.587064655954562,7.963076130409395,24.501926509314707,0.094,0.03721381750235121,1.2947191347535358,1.2900942145120762,0.001296134342192403,5673393.739128844,0.9220327760900887,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,1-2,1000,2000,1508737882,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-4.601119458140371e-07,-0.46011194581403714,13.57425093781709,13.575261737328901,7.899612998142115,25.2166254919363,0.097,0.03675014179509188,1.2934503246708078,1.2814889391151363,0.001262960266385949,5674672.494644025,0.9218724916098066,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,1-3,1000,2000,1508737882,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,-4.162517001371957e-07,-0.4162517001371957,12.958207463844875,12.958413908084436,8.286957399546546,25.905380849240437,0.102,0.03820430615875206,1.2842149391431816,1.2750846957869777,0.001296005576637516,5682802.491602392,0.9224651885602417,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,2-3,1000,2000,1508737882,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,2.9187322711542707e-07,0.29187322711542707,12.639792131311886,12.636841803170517,7.770216903427553,25.538566170833356,0.102,0.03743762390314984,1.3004228640241802,1.2897495151270935,0.001315452870923746,5679118.748678339,0.9217073482026096,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-1,1000,2000,3280092138,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-2.5034827150661955e-07,-0.25034827150661954,13.22180773003251,13.220872354242317,8.248762820828402,25.20282931426758,0.0965,0.03689597768306324,1.2951796801659043,1.2890261738320694,0.001289964675058738,5673598.9900913695,0.9218281017077188,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-2,1000,2000,3280092138,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-3.9675716522792667e-07,-0.39675716522792664,12.74049596066689,12.743488276498987,8.226421376373477,25.657464111083343,0.102,0.03620595122242496,1.3026955193235206,1.2925852703481207,0.0012821407814085691,5667795.751902025,0.9213547211423321,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-3,1000,2000,3280092138,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-3.384953644401676e-07,-0.3384953644401676,12.65440336778655,12.655766936227044,7.850487692509777,24.756805859048885,0.094,0.03694355555118132,1.2929995291397185,1.2805442077018434,0.0012678337393407211,5673092.106282652,0.9219812935761069,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,2048,1-2,1000,2000,3280092138,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-6.860463616639583e-07,-0.6860463616639584,13.002524433743949,13.017364112585762,7.605300995064667,25.305874586586036,0.089,0.037068101857579035,1.2925358899362953,1.2846141466553402,0.0012847470130268536,5679354.305311958,0.9220083019034347,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,2048,1-3,1000,2000,3280092138,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,-4.160506141574533e-08,-0.041605061415745326,12.463429766539528,12.460382979099247,7.717944228123306,24.89639717679409,0.0935,0.038042615763070144,1.2879229180760776,1.2800691661918444,0.0012970222987109068,5683653.10490823,0.922472250178431,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,0.0,0.0,2048,2-3,1000,2000,3280092138,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,2.9080077763734374e-07,0.29080077763734374,14.360787609099937,14.3601417031858,8.19071184149131,26.338377088759508,0.107,0.03680320034165288,1.2948058477141686,1.2868918329226426,0.0012783920889341332,5677793.881181992,0.9219870564098614,0.0005,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-1,1000,2000,3931253105,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-5.135631864904627e-07,-0.5135631864904627,4.279910523751226,4.308487391619409,3.020547253076468,8.454644790474893,0.0,0.07817226741878366,1.3178469739137948,1.3120807012700038,0.00270439401530526,4467649.135178475,0.9856944128799969,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-2,1000,2000,3931253105,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-5.222481390915389e-07,-0.5222481390915389,4.369918734018571,4.3988449246329555,3.0601801994440043,8.4431646552585,0.0,0.07403798887145584,1.3187260915965426,1.311290312755339,0.002613438639649573,4464013.192201982,0.9843375582750163,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-3,1000,2000,3931253105,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-5.374205208131057e-07,-0.5374205208131058,4.271979513256106,4.303531104675464,2.8641004869421365,8.424884616412287,0.0,0.07814451432585552,1.318710979694244,1.3130472765678942,0.002717290607265262,4469461.806032384,0.9856958792060649,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-2,1000,2000,3931253105,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-6.488147580548569e-07,-0.6488147580548569,4.3395627973059065,4.385650927372068,2.9644601348165005,8.533957574751462,0.0,0.07793054265402202,1.3200622461504428,1.313861650177435,0.002709830617689748,4471702.928515875,0.9855012033294959,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-3,1000,2000,3931253105,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,4.3269715110232236e-09,0.0043269715110232235,3.9646094608823392,3.9626290227351455,2.6709990852941217,7.8423295791557,0.0,0.08370918505892544,1.323285436931186,1.3194021718736244,0.0029013754345429046,4477414.397516275,0.9869252203413083,0.0,0.0
signal_comparison,harmonic_stress,calibration,square,az45_el30,45.0,30.0,10.0,10.0,2048,2-3,1000,2000,3931253105,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,6.851028782987923e-07,0.6851028782987924,4.327554024065662,4.379310683341498,2.8273730055425013,8.802852610951993,0.0,0.07781406733786843,1.3158748470614605,1.3086482585790777,0.002703354693023887,4473462.000027815,0.9854952029449507,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-1,1000,2000,640257779,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-7.517599405310913e-07,-0.7517599405310913,4.293978408031194,4.358230656073758,2.890590226328391,8.49006414635778,0.0,0.07791550612125549,1.319652838391376,1.3166405654087536,0.0027120485860962604,4468050.9927147925,0.9856250077435622,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-2,1000,2000,640257779,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-5.186094493804281e-07,-0.5186094493804281,4.604410399950311,4.632380661667568,3.0812141657332637,9.10081876837953,0.0,0.07390028129337099,1.3164839860403763,1.3085389485948178,0.002596343039851792,4463427.650782905,0.9843248492025236,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,0-3,1000,2000,640257779,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-7.378540026222879e-07,-0.7378540026222878,4.2065832830169505,4.269768585612682,2.8786116564007624,8.548451514519302,0.0,0.07779093680764795,1.3177025471858002,1.312954942884996,0.0026993209378123714,4466710.500757523,0.9856127578145787,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-2,1000,2000,640257779,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-6.482121147253072e-07,-0.6482121147253073,4.39228843560543,4.438775793884961,2.8834076880819084,8.944439964952482,0.0,0.07789774667577262,1.321443765847106,1.3159133134254826,0.0027228790512922414,4473596.269383223,0.9855541945433575,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,1-3,1000,2000,640257779,gcc_phat_pair,plane,20.0,-1.9304427175766277e-20,-1.9304427175766277e-14,-8.153579172539268e-08,-0.08153579172539269,4.015430151199385,4.015254107132427,2.733271972376507,7.873265636739863,0.0,0.08321964038984074,1.3189211498052513,1.3158174907349531,0.00286245951147312,4477338.777667152,0.9869504260124939,0.0,0.0
signal_comparison,harmonic_stress,evaluation,square,az45_el30,45.0,30.0,10.0,10.0,2048,2-3,1000,2000,640257779,gcc_phat_pair,plane,20.0,-0.00025248554046193545,-252.48554046193544,5.82994088861906e-07,0.5829940888619061,4.28059277971242,4.319050233106946,2.9379423283731585,8.39953284630025,0.0,0.07771028768405855,1.3172447700499692,1.3126839662441538,0.0027039415118430155,4472049.4355811905,0.9854975775085731,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az20_el10,20.0,10.0,0.0,0.0,2048,0-1,1000,2000,957820793,gcc_phat_pair,plane,20.0,0.0003815558822203538,381.5558822203538,3.1154227464578836e-08,0.031154227464578837,4.2192292614529645,4.2172341944726215,2.8956198648772467,7.943415069759158,0.0,0.050198791895100035,1.5993274065300502,1.5765689309202928,0.0028345956291913267,76486.99714135077,0.9153522148246297,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az20_el10,20.0,10.0,0.0,0.0,2048,0-2,1000,2000,957820793,gcc_phat_pair,plane,20.0,0.0005204308660577434,520.4308660577434,-6.886947714663952e-08,-0.06886947714663952,4.253695704240448,4.252126082562912,2.718574836530613,8.636826057159773,0.0,0.049786264275419295,1.633258384520651,1.616637196455776,0.002866935546225536,76497.55438094378,0.9149800641221382,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az20_el10,20.0,10.0,0.0,0.0,2048,0-3,1000,2000,957820793,gcc_phat_pair,plane,20.0,0.00013887498383738963,138.87498383738964,-1.8701877951970954e-08,-0.018701877951970956,4.03633380197365,4.034358478201092,2.7362213036598275,7.9993568322473685,0.0,0.0515296525448594,1.5963500700166608,1.5791927847815337,0.0029085602502806106,77856.54814375356,0.9175923660820353,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az20_el10,20.0,10.0,0.0,0.0,2048,1-2,1000,2000,957820793,gcc_phat_pair,plane,20.0,0.00013887498383738963,138.87498383738964,-5.415028210025893e-07,-0.5415028210025893,3.744408080914792,3.781507184932661,2.584063150554123,7.543626851344333,0.0,0.055956709265875475,1.6017948760532505,1.5896359340309378,0.0031395917707621214,75267.29141509207,0.9148227695670389,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az20_el10,20.0,10.0,0.0,0.0,2048,1-3,1000,2000,957820793,gcc_phat_pair,plane,20.0,-0.00024268089838296413,-242.68089838296413,1.2487729031087105e-07,0.12487729031087105,4.019828893597267,4.019758655330071,2.6509194464801844,8.042914439344326,0.0,0.05030398099791197,1.601323665936701,1.5885120790380358,0.002838075887281134,76431.62013411704,0.915370358965456,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az20_el10,20.0,10.0,0.0,0.0,2048,2-3,1000,2000,957820793,gcc_phat_pair,plane,20.0,-0.0003815558822203538,-381.5558822203538,1.503650252579276e-07,0.15036502525792758,4.219463841010651,4.220033278460204,2.8082727950668946,8.319195887626433,0.0,0.04986407492800571,1.6081409945700633,1.5975549731458414,0.002851794334886816,76427.75452129122,0.9148254788748799,0.0,0.0
direction_check,deterministic_multisine,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,2048,0-1,1000,2000,2837828990,gcc_phat_pair,plane,20.0,0.0003815558822203538,381.5558822203538,-1.153403342362289e-07,-0.1153403342362289,4.138886731957806,4.139459092802839,2.6717446082415903,8.173050384776733,0.0,0.04981019070093875,1.598153225259188,1.579490137389533,0.00281202496592899,76504.31886683764,0.9154295607774082,0.0,0.0
direction_check,deterministic_multisine,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,2048,0-2,1000,2000,2837828990,gcc_phat_pair,plane,20.0,0.0005204308660577434,520.4308660577434,-1.4483411295140424e-07,-0.14483411295140425,4.098722067095513,4.100256058135696,2.6936550952823377,8.141751626363845,0.0,0.04955539752396368,1.630872734183566,1.6157186402031443,0.00285016852862201,76389.18480133236,0.9150219518361039,0.0,0.0
direction_check,deterministic_multisine,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,2048,0-3,1000,2000,2837828990,gcc_phat_pair,plane,20.0,0.00013887498383738963,138.87498383738964,1.8428668696648503e-08,0.018428668696648505,4.153271955405553,4.152274402953208,2.765260674713875,8.180124791737422,0.0,0.0514483128281598,1.59127265339498,1.5757167809447306,0.0028863576233699845,77736.07570785299,0.9174341753547967,0.0,0.0
direction_check,deterministic_multisine,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,2048,1-2,1000,2000,2837828990,gcc_phat_pair,plane,20.0,0.00013887498383738963,138.87498383738964,-4.098694596366221e-07,-0.4098694596366221,3.6504619908360487,3.672492720769945,2.579388275825598,7.133996772388771,0.0,0.05611152415094676,1.6025543340357897,1.5902925550694689,0.0031693567375684416,75313.8615506897,0.915059534116524,0.0,0.0
direction_check,deterministic_multisine,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,2048,1-3,1000,2000,2837828990,gcc_phat_pair,plane,20.0,-0.00024268089838296413,-242.68089838296413,2.7244064516748227e-07,0.2724406451674823,4.1244862894329835,4.132445445893275,2.8662147439261285,8.05416183191854,0.0,0.050338854160799765,1.6045900824574977,1.5853294941679148,0.0028386771367466665,76458.06867297117,0.9152878262565244,0.0,0.0
direction_check,deterministic_multisine,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,2048,2-3,1000,2000,2837828990,gcc_phat_pair,plane,20.0,-0.0003815558822203538,-381.5558822203538,-6.497909734590713e-08,-0.06497909734590714,4.124637836392435,4.124118481063713,2.7654859633600255,8.230940874818806,0.0,0.04964490799596891,1.6123619940217053,1.5923344515110607,0.0028476936780277152,76361.82820569437,0.9150926326670854,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-1,1000,2000,4072657386,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,1.0460730603436723e-07,0.10460730603436723,4.119002380034208,4.1182711317489185,2.7697262558131244,7.774898950078483,0.0,0.051071554111276354,1.59829756179966,1.5800896132904017,0.0028793342135668377,77629.9383447834,0.9171891717876353,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-2,1000,2000,4072657386,gcc_phat_pair,plane,20.0,0.0005049710809238709,504.9710809238709,-3.0025891553316685e-07,-0.30025891553316686,4.2583321448474845,4.266780364577334,2.8038371941638274,8.606735293350823,0.0,0.04949539238322443,1.605339071812644,1.5917326694490739,0.0028343896640240667,76363.66188914559,0.9148725149651595,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,0-3,1000,2000,4072657386,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-1.4035785006453746e-07,-0.14035785006453746,4.156197153795264,4.156489039142216,2.8255519263548807,8.255948690560226,0.0,0.051045807400376154,1.600438601947787,1.587434445580707,0.002877719005750834,77648.00962020966,0.9171444571081381,0.0,0.0
direction_check,deterministic_multisine,calibration,square,az45_el30,45.0,30.0,0.0,0.0,2048,1-2,1000,2000,4072657386,gcc_phat_pair,plane,20.0,0.00025248554046193545,252.48554046193544,-3.557081217138111e-07,-0.3557081217138111,3.971504329793796,3.985423699279973,2.765870424837653,7.415171231563434,0.0,0.05053344134726801,1.609895357816015,1.5976153460993334,0.002864654595704342,76228.3001048013,0.9149293129566741,0.0,0.0
