geometry,trajectory_kind,sequence_index,seed,variant,period,processing_time_s,valid,confirmed,status,failure_reason,position_error_m,velocity_error_mps,state_nees,valid_and_covered,reset_count,first_confirmation_time_s,last_recovery_duration_s,history_node_count,history_memory_bytes,total_runtime_s
informative,constant_velocity,0,20260916,confirmed_recovery,pre,0.0,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,3.070000093430281e-05
informative,constant_velocity,0,20260916,confirmed_recovery,pre,0.5,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.3500000932253897e-05
informative,constant_velocity,0,20260916,confirmed_recovery,pre,1.0,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.00017290000687353313
informative,constant_velocity,0,20260916,confirmed_recovery,pre,1.5,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.00010399999882793054
informative,constant_velocity,0,20260916,confirmed_recovery,pre,2.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.03804630000377074
informative,constant_velocity,0,20260916,confirmed_recovery,pre,2.5,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0012936999992234632
informative,constant_velocity,0,20260916,confirmed_recovery,pre,3.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0010562999959802255
informative,constant_velocity,0,20260916,confirmed_recovery,pre,3.5,1,1,confirmed,,3.0079271019351888,1.178544221551591,17.286184204977427,0,0,3.2571849659392016,nan,0,0,0.048054400002001785
informative,constant_velocity,0,20260916,confirmed_recovery,pre,4.0,1,1,confirmed,,1.0710143487118273,0.36060218261953664,5.880445771185702,1,0,3.2571849659392016,nan,0,0,0.0012962000037077814
informative,constant_velocity,0,20260916,confirmed_recovery,pre,4.5,1,1,confirmed,,0.8367013594211308,0.21702360601508602,5.8125155633805905,1,0,3.2571849659392016,nan,0,0,0.0013135999979567714
informative,constant_velocity,0,20260916,confirmed_recovery,during,5.0,1,1,confirmed,,0.9861651290483266,0.22233524315781591,6.060684245900203,1,0,3.2571849659392016,nan,0,0,0.0006884000031277537
informative,constant_velocity,0,20260916,confirmed_recovery,during,5.5,1,1,confirmed,,0.14100735851618149,0.09074275265625596,3.1278955801223387,1,0,3.2571849659392016,nan,0,0,0.0018940000009024516
informative,constant_velocity,0,20260916,confirmed_recovery,during,6.0,1,1,confirmed,,0.39112525132231096,0.15352234450859906,3.665003983631343,1,0,3.2571849659392016,nan,0,0,0.0012894999963464215
informative,constant_velocity,0,20260916,confirmed_recovery,during,6.5,1,1,confirmed,,0.2196761199181977,0.09291978856257668,3.248785558513745,1,0,3.2571849659392016,nan,0,0,0.0012926000053994358
informative,constant_velocity,0,20260916,confirmed_recovery,during,7.0,1,1,confirmed,,0.41519352643486934,0.1194253826402791,4.0318854155818595,1,0,3.2571849659392016,nan,0,0,0.0006911999953445047
informative,constant_velocity,0,20260916,confirmed_recovery,during,7.5,1,1,confirmed,,0.4834989699893897,0.11462928303283348,4.3800764535518635,1,0,3.2571849659392016,nan,0,0,0.001284599995415192
informative,constant_velocity,0,20260916,confirmed_recovery,during,8.0,1,1,confirmed,,0.28228966499822444,0.07640423709855913,3.73842251664856,1,0,3.2571849659392016,nan,0,0,0.000698499999998603
informative,constant_velocity,0,20260916,confirmed_recovery,during,8.5,1,1,confirmed,,0.16805280921419716,0.03391856901982629,3.4913288752223353,1,0,3.2571849659392016,nan,0,0,0.001883199998701457
informative,constant_velocity,0,20260916,confirmed_recovery,during,9.0,1,1,confirmed,,0.3483590585141394,0.06202711727308164,3.617556624089327,1,0,3.2571849659392016,nan,0,0,0.0012930999946547672
informative,constant_velocity,0,20260916,confirmed_recovery,post,9.5,1,1,confirmed,,0.25807462895178196,0.042926608793920414,3.927730682528318,1,0,3.2571849659392016,nan,0,0,0.0012950999953318387
informative,constant_velocity,0,20260916,confirmed_recovery,post,10.0,1,1,confirmed,,0.14785330714895972,0.03997441820482091,3.29332456720661,1,0,3.2571849659392016,nan,0,0,0.0006967000008444302
informative,constant_velocity,0,20260916,confirmed_recovery,post,10.5,1,1,confirmed,,0.2033094052536545,0.04191214977149916,3.4870400199556504,1,0,3.2571849659392016,nan,0,0,0.0012977000005776063
informative,constant_velocity,0,20260916,confirmed_recovery,post,11.0,1,1,confirmed,,0.12591649903279942,0.025660307491771787,3.616983281721563,1,0,3.2571849659392016,nan,0,0,0.0013000000035390258
informative,constant_velocity,0,20260916,confirmed_recovery,post,11.5,1,1,confirmed,,0.12782647906575817,0.041053702738089635,3.480410222860459,1,0,3.2571849659392016,nan,0,0,0.0012863000010838732
informative,constant_velocity,0,20260916,confirmed_recovery,post,12.0,1,1,confirmed,,0.15121428003051665,0.041810147860337966,3.5630584545805744,1,0,3.2571849659392016,nan,0,0,0.0007063000011839904
informative,constant_velocity,0,20260916,confirmed_recovery,post,12.5,1,1,confirmed,,0.14047960116347857,0.041308884033715625,3.5423421470314707,1,0,3.2571849659392016,nan,0,0,0.0019045000008190982
informative,constant_velocity,0,20260916,confirmed_recovery,post,14.5,1,1,confirmed,,0.2219080882416394,0.041308884033715625,3.5423421470312633,1,0,3.2571849659392016,nan,0,0,9.71000044955872e-05
informative,constant_velocity,0,20260916,manoeuvre_history,pre,0.0,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.8300001102034003e-05
informative,constant_velocity,0,20260916,manoeuvre_history,pre,0.5,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.1800002539530396e-05
informative,constant_velocity,0,20260916,manoeuvre_history,pre,1.0,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.00013670000043930486
informative,constant_velocity,0,20260916,manoeuvre_history,pre,1.5,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,9.869999485090375e-05
informative,constant_velocity,0,20260916,manoeuvre_history,pre,2.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.037449600000400096
informative,constant_velocity,0,20260916,manoeuvre_history,pre,2.5,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.00128269999549957
informative,constant_velocity,0,20260916,manoeuvre_history,pre,3.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.001049799997417722
informative,constant_velocity,0,20260916,manoeuvre_history,pre,3.5,1,1,confirmed,,3.415477721933812,1.4024559592789838,16.19277088407015,0,0,3.2571849659392016,nan,2,1264,0.04745270000421442
informative,constant_velocity,0,20260916,manoeuvre_history,pre,4.0,1,1,confirmed,,4.112644522036156,1.4024559592789838,15.340740667817553,0,0,3.2571849659392016,nan,6,10704,0.001692500001809094
informative,constant_velocity,0,20260916,manoeuvre_history,pre,4.5,1,1,confirmed,,4.034339719886475,1.132331815066293,11.589222188555302,1,0,3.2571849659392016,nan,11,35464,0.002646599998115562
informative,constant_velocity,0,20260916,manoeuvre_history,during,5.0,1,1,confirmed,,4.589332618914663,1.12076783150146,9.937534279640083,1,0,3.2571849659392016,nan,15,65640,0.0017217999993590638
informative,constant_velocity,0,20260916,manoeuvre_history,during,5.5,1,1,confirmed,,1.281398827261412,1.5837665632381455,2.094626272280919,1,0,3.2571849659392016,nan,21,128184,0.005091999999422114
informative,constant_velocity,0,20260916,manoeuvre_history,during,6.0,1,1,confirmed,,2.594139946299483,1.9052074758897342,5.532083085851779,1,0,3.2571849659392016,nan,20,116320,0.0034315999946556985
informative,constant_velocity,0,20260916,manoeuvre_history,during,6.5,1,1,confirmed,,1.3599715952463312,0.7143944581011118,1.916161664049656,1,0,3.2571849659392016,nan,21,128184,0.00405700000555953
informative,constant_velocity,0,20260916,manoeuvre_history,during,7.0,1,1,confirmed,,1.4814497306889922,0.6029511594020299,2.0749311396794434,1,0,3.2571849659392016,nan,23,153640,0.0018089000004692934
informative,constant_velocity,0,20260916,manoeuvre_history,during,7.5,1,1,confirmed,,1.4606260269471811,0.4109021107962463,1.7267930646733498,1,0,3.2571849659392016,nan,21,128184,0.003271699999459088
informative,constant_velocity,0,20260916,manoeuvre_history,during,8.0,1,1,confirmed,,1.0085052604888654,0.7382742524213438,0.5342504253168232,1,0,3.2571849659392016,nan,19,105032,0.0014822000011918135
informative,constant_velocity,0,20260916,manoeuvre_history,during,8.5,1,1,confirmed,,0.8278305959553673,0.48827843046312275,0.7933983273196825,1,0,3.2571849659392016,nan,20,116320,0.004624699999112636
informative,constant_velocity,0,20260916,manoeuvre_history,during,9.0,1,1,confirmed,,1.4415366536067515,0.7851947808800669,1.963783330115046,1,0,3.2571849659392016,nan,20,116320,0.003026099999260623
informative,constant_velocity,0,20260916,manoeuvre_history,post,9.5,1,1,confirmed,,1.4855790715894885,0.7889092916140883,3.099628021189464,1,0,3.2571849659392016,nan,20,116320,0.0032972999979392625
informative,constant_velocity,0,20260916,manoeuvre_history,post,10.0,1,1,confirmed,,0.5017737164280521,0.6449051799490033,0.49430370212104924,1,0,3.2571849659392016,nan,19,105032,0.0016883999996935017
informative,constant_velocity,0,20260916,manoeuvre_history,post,10.5,1,1,confirmed,,2.0575516046631686,0.9894918580437164,1.8100838168706148,1,0,3.2571849659392016,nan,20,116320,0.002983399994263891
informative,constant_velocity,0,20260916,manoeuvre_history,post,11.0,1,1,confirmed,,0.5897734614380447,0.5266333252605957,0.3840680090894007,1,0,3.2571849659392016,nan,20,116320,0.0032018999991123565
informative,constant_velocity,0,20260916,manoeuvre_history,post,11.5,1,1,confirmed,,0.745551357079923,0.5694846546677554,1.135075492291837,1,0,3.2571849659392016,nan,21,128184,0.0031531999993603677
informative,constant_velocity,0,20260916,manoeuvre_history,post,12.0,1,1,confirmed,,1.066644688895275,0.6125751108830537,0.9565563691457495,1,0,3.2571849659392016,nan,20,116320,0.0018614000000525266
informative,constant_velocity,0,20260916,manoeuvre_history,post,12.5,1,1,confirmed,,0.3490585630254182,0.26496016565820635,0.288461560354741,1,0,3.2571849659392016,nan,20,116320,0.004566399999021087
informative,constant_velocity,0,20260916,manoeuvre_history,post,14.5,1,1,confirmed,,0.8015471575454585,0.26496016565820635,0.06418170965328174,1,0,3.2571849659392016,nan,20,116320,0.00010430000111227855
informative,constant_velocity,1,20260916,confirmed_recovery,pre,0.0,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.9299994164612144e-05
informative,constant_velocity,1,20260916,confirmed_recovery,pre,0.5,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.0400006431154907e-05
informative,constant_velocity,1,20260916,confirmed_recovery,pre,1.0,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,6.9500005338341e-05
informative,constant_velocity,1,20260916,confirmed_recovery,pre,1.5,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.0002584999965620227
informative,constant_velocity,1,20260916,confirmed_recovery,pre,2.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.03486529999645427
informative,constant_velocity,1,20260916,confirmed_recovery,pre,2.5,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0005457000006572343
informative,constant_velocity,1,20260916,confirmed_recovery,pre,3.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0017364000013913028
informative,constant_velocity,1,20260916,confirmed_recovery,pre,3.5,1,1,confirmed,,0.9390051644265068,0.537274033639996,3.9289285272327263,1,0,3.2624357953051115,nan,0,0,0.05518429999938235
informative,constant_velocity,1,20260916,confirmed_recovery,pre,4.0,1,1,confirmed,,0.8005699921972512,0.3907452917099683,3.558893338229599,1,0,3.2624357953051115,nan,0,0,0.0012684999965131283
informative,constant_velocity,1,20260916,confirmed_recovery,pre,4.5,1,1,confirmed,,0.4455945564205656,0.2091500525879118,3.187823670875725,1,0,3.2624357953051115,nan,0,0,0.0012496999988798052
informative,constant_velocity,1,20260916,confirmed_recovery,during,5.0,1,1,confirmed,,0.5968850502213943,0.1910764771283363,5.039226614622629,1,0,3.2624357953051115,nan,0,0,0.0018257999981869943
informative,constant_velocity,1,20260916,confirmed_recovery,during,5.5,1,1,confirmed,,0.6844431185767875,0.1910764771283363,5.0392266146225655,1,0,3.2624357953051115,nan,0,0,8.339999476447701e-05
informative,constant_velocity,1,20260916,confirmed_recovery,during,6.0,1,1,confirmed,,0.29260223876325436,0.05158113701489971,1.9038257858853247,1,0,3.2624357953051115,nan,0,0,0.001954499995918013
informative,constant_velocity,1,20260916,confirmed_recovery,during,6.5,1,1,confirmed,,0.2911130992738345,0.08378266133917978,2.148068099439829,1,0,3.2624357953051115,nan,0,0,0.0009480000007897615
informative,constant_velocity,1,20260916,confirmed_recovery,during,7.0,1,1,confirmed,,0.1879345166735441,0.06742400482071882,1.861538913005553,1,0,3.2624357953051115,nan,0,0,0.001273000001674518
informative,constant_velocity,1,20260916,confirmed_recovery,during,7.5,1,1,confirmed,,0.6178623876115771,0.13755747222731815,4.927971979009995,1,0,3.2624357953051115,nan,0,0,0.0018383999995421618
informative,constant_velocity,1,20260916,confirmed_recovery,during,8.0,1,1,confirmed,,0.6843873420187205,0.13755747222731815,4.927971979009869,1,0,3.2624357953051115,nan,0,0,8.680000610183924e-05
informative,constant_velocity,1,20260916,confirmed_recovery,during,8.5,1,1,confirmed,,0.5724949367981361,0.10562922091963492,5.339910814263865,1,0,3.2624357953051115,nan,0,0,0.0018392999991192482
informative,constant_velocity,1,20260916,confirmed_recovery,during,9.0,1,1,confirmed,,0.5642322572480931,0.10284444180331433,5.3430725453979555,1,0,3.2624357953051115,nan,0,0,0.001842899997427594
informative,constant_velocity,1,20260916,confirmed_recovery,post,9.5,1,1,confirmed,,0.6137268224424839,0.10284444180331433,5.34307254539791,1,0,3.2624357953051115,nan,0,0,9.050000517163426e-05
informative,constant_velocity,1,20260916,confirmed_recovery,post,10.0,1,1,confirmed,,0.60861451419786,0.10342914036052966,3.5181370983582836,1,0,3.2624357953051115,nan,0,0,0.0018662000002223067
informative,constant_velocity,1,20260916,confirmed_recovery,post,10.5,1,1,confirmed,,0.616692315660865,0.09697174238423553,3.6252475890711686,1,0,3.2624357953051115,nan,0,0,0.0006897999992361292
informative,constant_velocity,1,20260916,confirmed_recovery,post,11.0,1,1,confirmed,,0.6632465650659894,0.1003798726260566,3.503814173396413,1,0,3.2624357953051115,nan,0,0,0.0012740999954985455
informative,constant_velocity,1,20260916,confirmed_recovery,post,11.5,1,1,confirmed,,0.48594355077662343,0.07129829340015448,2.241472575509208,1,0,3.2624357953051115,nan,0,0,0.0012843000004068017
informative,constant_velocity,1,20260916,confirmed_recovery,post,12.0,1,1,confirmed,,0.2039464837192831,0.03768012152959702,1.4246369456878256,1,0,3.2624357953051115,nan,0,0,0.0006888999996590428
informative,constant_velocity,1,20260916,confirmed_recovery,post,12.5,1,1,confirmed,,0.0915056475096578,0.01900032458132771,1.4303577027154506,1,0,3.2624357953051115,nan,0,0,0.0018715000041993335
informative,constant_velocity,1,20260916,confirmed_recovery,post,14.5,1,1,confirmed,,0.11290197096851598,0.01900032458132771,1.4303577027154777,1,0,3.2624357953051115,nan,0,0,0.00014509999891743064
informative,constant_velocity,1,20260916,manoeuvre_history,pre,0.0,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,2.0500003302004188e-05
informative,constant_velocity,1,20260916,manoeuvre_history,pre,0.5,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.1200005246791989e-05
informative,constant_velocity,1,20260916,manoeuvre_history,pre,1.0,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,6.70000008540228e-05
informative,constant_velocity,1,20260916,manoeuvre_history,pre,1.5,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.000258100000792183
informative,constant_velocity,1,20260916,manoeuvre_history,pre,2.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.035122200002660975
informative,constant_velocity,1,20260916,manoeuvre_history,pre,2.5,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0005619000003207475
informative,constant_velocity,1,20260916,manoeuvre_history,pre,3.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0017711000036797486
informative,constant_velocity,1,20260916,manoeuvre_history,pre,3.5,1,1,confirmed,,1.253746410292971,0.6470689966769854,4.421751200175317,1,0,3.2624357953051115,nan,2,1264,0.054570000000239816
informative,constant_velocity,1,20260916,manoeuvre_history,pre,4.0,1,1,confirmed,,1.5298458399454853,0.6327619594186045,4.931608822905039,1,0,3.2624357953051115,nan,6,10704,0.0013674000001628883
informative,constant_velocity,1,20260916,manoeuvre_history,pre,4.5,1,1,confirmed,,0.6035289839457669,0.11371218654441254,1.838666415497737,1,0,3.2624357953051115,nan,11,35464,0.0024583999984315597
informative,constant_velocity,1,20260916,manoeuvre_history,during,5.0,1,1,confirmed,,1.0845874792220078,0.5427652589619019,3.8084165801666163,1,0,3.2624357953051115,nan,18,94320,0.004745299993373919
informative,constant_velocity,1,20260916,manoeuvre_history,during,5.5,1,1,confirmed,,1.3196347551247491,0.5427652589619019,2.162641583290469,1,0,3.2624357953051115,nan,18,94320,0.00015999999595806003
informative,constant_velocity,1,20260916,manoeuvre_history,during,6.0,1,1,confirmed,,1.452588648467851,1.3137580554262702,4.682072148032963,1,0,3.2624357953051115,nan,20,116320,0.004652399999031331
informative,constant_velocity,1,20260916,manoeuvre_history,during,6.5,1,1,confirmed,,1.757806018373791,1.1002797099618105,2.46209020748569,1,0,3.2624357953051115,nan,21,128184,0.0015507999996771105
informative,constant_velocity,1,20260916,manoeuvre_history,during,7.0,1,1,confirmed,,1.2090944325641761,0.6922473470799113,1.3321979992721478,1,0,3.2624357953051115,nan,20,116320,0.0029752999980701134
informative,constant_velocity,1,20260916,manoeuvre_history,during,7.5,1,1,confirmed,,2.1951058365863174,1.1196219799859752,9.344737225735617,1,0,3.2624357953051115,nan,21,128184,0.004980300000170246
informative,constant_velocity,1,20260916,manoeuvre_history,during,8.0,1,1,confirmed,,2.7415325154958716,1.1196219799859752,6.378685061328275,1,0,3.2624357953051115,nan,21,128184,9.370000043418258e-05
informative,constant_velocity,1,20260916,manoeuvre_history,during,8.5,1,1,confirmed,,0.4203012790892434,0.6515501949255337,1.216971881439236,1,0,3.2624357953051115,nan,20,116320,0.004699500001152046
informative,constant_velocity,1,20260916,manoeuvre_history,during,9.0,1,1,confirmed,,0.9067540709476538,0.8296590311854939,1.2364314635132327,1,0,3.2624357953051115,nan,20,116320,0.004079800004546996
informative,constant_velocity,1,20260916,manoeuvre_history,post,9.5,1,1,confirmed,,1.300049518672365,0.8296590311854939,0.7969331639433483,1,0,3.2624357953051115,nan,20,116320,9.560000034980476e-05
informative,constant_velocity,1,20260916,manoeuvre_history,post,10.0,1,1,confirmed,,1.2966748615596217,0.6382359044555691,1.9028884542874918,1,0,3.2624357953051115,nan,21,128184,0.004456499998923391
informative,constant_velocity,1,20260916,manoeuvre_history,post,10.5,1,1,confirmed,,0.9999923039264931,0.39891378220403334,0.5875207416415615,1,0,3.2624357953051115,nan,20,116320,0.0016802000027382746
informative,constant_velocity,1,20260916,manoeuvre_history,post,11.0,1,1,confirmed,,1.3230515905094984,0.3619425157833434,1.409015994981757,1,0,3.2624357953051115,nan,22,140624,0.0035394999940763228
informative,constant_velocity,1,20260916,manoeuvre_history,post,11.5,1,1,confirmed,,1.2583865347924807,0.8309682500195218,1.2850663983654316,1,0,3.2624357953051115,nan,20,116320,0.003315200003271457
informative,constant_velocity,1,20260916,manoeuvre_history,post,12.0,1,1,confirmed,,2.1725842907484583,1.2050229392575167,1.9494484103559062,1,0,3.2624357953051115,nan,20,116320,0.0014569000049959868
informative,constant_velocity,1,20260916,manoeuvre_history,post,12.5,1,1,confirmed,,1.4052525604354356,0.6064755835281336,1.2836223019226378,1,0,3.2624357953051115,nan,21,128184,0.0047840999977779575
informative,constant_velocity,1,20260916,manoeuvre_history,post,14.5,1,1,confirmed,,2.558511363210637,0.6064755835281336,0.5001867526125624,1,0,3.2624357953051115,nan,21,128184,0.00010260000271955505
informative,constant_velocity,2,20260916,confirmed_recovery,pre,0.0,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,2.1500003640539944e-05
informative,constant_velocity,2,20260916,confirmed_recovery,pre,0.5,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.0700001439545304e-05
informative,constant_velocity,2,20260916,confirmed_recovery,pre,1.0,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.00013600000238511711
informative,constant_velocity,2,20260916,confirmed_recovery,pre,1.5,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.00019669999892357737
informative,constant_velocity,2,20260916,confirmed_recovery,pre,2.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.04932130000088364
informative,constant_velocity,2,20260916,confirmed_recovery,pre,2.5,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0005576000039582141
informative,constant_velocity,2,20260916,confirmed_recovery,pre,3.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0017571999997016974
informative,constant_velocity,2,20260916,confirmed_recovery,pre,3.5,1,1,confirmed,,0.6239064633276901,0.32491688218478454,3.0658201868950683,1,0,3.2466753436039246,nan,0,0,0.06426479999936419
informative,constant_velocity,2,20260916,confirmed_recovery,pre,4.0,1,1,confirmed,,0.7391855177897789,0.34662018054949345,3.314913587855868,1,0,3.2466753436039246,nan,0,0,0.0006952000039746054
informative,constant_velocity,2,20260916,confirmed_recovery,pre,4.5,1,1,confirmed,,0.4376562694351115,0.17052504664266205,2.0214210646871797,1,0,3.2466753436039246,nan,0,0,0.0018790999965858646
informative,constant_velocity,2,20260916,confirmed_recovery,during,5.0,1,1,confirmed,,0.5964946389742348,0.17596254104142936,2.9741411736974004,1,0,3.2466753436039246,nan,0,0,0.0012575000000651926
informative,constant_velocity,2,20260916,confirmed_recovery,during,5.5,1,1,confirmed,,0.5910415519282075,0.17808943981567465,3.1380854625984433,1,0,3.2466753436039246,nan,0,0,0.0006744999991497025
informative,constant_velocity,2,20260916,confirmed_recovery,during,6.0,1,1,confirmed,,0.45458986612428415,0.13116968259130568,2.7504794323068498,1,0,3.2466753436039246,nan,0,0,0.0012635000020964071
informative,constant_velocity,2,20260916,confirmed_recovery,during,6.5,1,1,confirmed,,0.44715159952091393,0.12386290459241427,4.479726082052709,1,0,3.2466753436039246,nan,0,0,0.0018610000042826869
informative,constant_velocity,2,20260916,confirmed_recovery,during,7.0,1,1,confirmed,,0.6394833491937045,0.15887547304540364,5.416414988277591,1,0,3.2466753436039246,nan,0,0,0.0006768999955966137
informative,constant_velocity,2,20260916,confirmed_recovery,during,7.5,1,1,confirmed,,0.5272463394286669,0.12119817602419296,3.057827719052304,1,0,3.2466753436039246,nan,0,0,0.001299199997447431
informative,constant_velocity,2,20260916,confirmed_recovery,during,8.0,1,1,confirmed,,0.2818541733863697,0.047146631902485386,1.8577462724460123,1,0,3.2466753436039246,nan,0,0,0.0012714000040432438
informative,constant_velocity,2,20260916,confirmed_recovery,during,8.5,1,1,confirmed,,0.36870545630410745,0.05721578140323968,3.0828725950185114,1,0,3.2466753436039246,nan,0,0,0.0012580000038724393
informative,constant_velocity,2,20260916,confirmed_recovery,during,9.0,1,1,confirmed,,0.4468059807109841,0.05995014007740697,3.0318358325631216,1,0,3.2466753436039246,nan,0,0,0.001305799996771384
informative,constant_velocity,2,20260916,confirmed_recovery,post,9.5,1,1,confirmed,,0.7508925154715318,0.093578567604003,4.402511322218579,1,0,3.2466753436039246,nan,0,0,0.0006839999987278134
informative,constant_velocity,2,20260916,confirmed_recovery,post,10.0,1,1,confirmed,,0.5802011555468599,0.06735790116692246,4.137836126091638,1,0,3.2466753436039246,nan,0,0,0.0012753000046359375
informative,constant_velocity,2,20260916,confirmed_recovery,post,10.5,1,1,confirmed,,0.47147947087034564,0.053630548746246426,3.692524078767747,1,0,3.2466753436039246,nan,0,0,0.0006807999961893074
informative,constant_velocity,2,20260916,confirmed_recovery,post,11.0,1,1,confirmed,,0.4010786491266583,0.03961065240828499,2.8366677590089,1,0,3.2466753436039246,nan,0,0,0.0018861999997170642
informative,constant_velocity,2,20260916,confirmed_recovery,post,11.5,1,1,confirmed,,0.41020482712222905,0.04341070765444329,3.7350080403336907,1,0,3.2466753436039246,nan,0,0,0.0012882999944849871
informative,constant_velocity,2,20260916,confirmed_recovery,post,12.0,1,1,confirmed,,0.43104007297725255,0.0473673465840457,4.84442105146006,1,0,3.2466753436039246,nan,0,0,0.0018731000018306077
informative,constant_velocity,2,20260916,confirmed_recovery,post,12.5,1,1,confirmed,,0.5703050799066206,0.054525758684907985,5.14935271534907,1,0,3.2466753436039246,nan,0,0,0.0007038000039756298
informative,constant_velocity,2,20260916,confirmed_recovery,post,14.5,1,1,confirmed,,0.6762063418298329,0.054525758684907985,5.149352715349925,1,0,3.2466753436039246,nan,0,0,9.619999764254317e-05
informative,constant_velocity,2,20260916,manoeuvre_history,pre,0.0,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.6800004232209176e-05
informative,constant_velocity,2,20260916,manoeuvre_history,pre,0.5,0,0,uninitialized,not_initialized,nan,nan,nan,0,0,nan,nan,0,0,1.0599993402138352e-05
informative,constant_velocity,2,20260916,manoeuvre_history,pre,1.0,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.00012350000179139897
informative,constant_velocity,2,20260916,manoeuvre_history,pre,1.5,0,0,uninitialized,initialization_failed:no_observable_hypothesis,nan,nan,nan,0,0,nan,nan,0,0,0.00020390000281622633
informative,constant_velocity,2,20260916,manoeuvre_history,pre,2.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.04817609999736305
informative,constant_velocity,2,20260916,manoeuvre_history,pre,2.5,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0005474999998114072
informative,constant_velocity,2,20260916,manoeuvre_history,pre,3.0,0,0,tentative,tentative_initialization_unconfirmed,nan,nan,nan,0,0,nan,nan,0,0,0.0017496000000392087
informative,constant_velocity,2,20260916,manoeuvre_history,pre,3.5,1,1,confirmed,,0.07271779355292755,0.12717625928352944,0.07448536371034499,1,0,3.2466753436039246,nan,2,1264,0.06279000000358792
informative,constant_velocity,2,20260916,manoeuvre_history,pre,4.0,1,1,confirmed,,0.11471403187434398,0.12717625928352944,0.03175568077452409,1,0,3.2466753436039246,nan,3,2760,0.0002314000012120232
informative,constant_velocity,2,20260916,manoeuvre_history,pre,4.5,1,1,confirmed,,0.5094608900851227,0.1864746546504049,0.5155739598067735,1,0,3.2466753436039246,nan,10,29360,0.0038290999946184456
informative,constant_velocity,2,20260916,manoeuvre_history,during,5.0,1,1,confirmed,,1.0042123453795075,0.45049060261751894,1.895182419262806,1,0,3.2466753436039246,nan,16,74624,0.002980199999001343
