geometry,profile,variant,independent_sequence_count,dependent_epoch_count,final_valid_count,final_invalid_count,conditional_error_sequence_count,final_valid_fraction,final_valid_ci95_low,final_valid_ci95_high,conditional_position_rmse_m,conditional_position_p95_m,conditional_position_maximum_m,conditional_velocity_rmse_mps,conditional_velocity_p95_mps,conditional_velocity_maximum_mps,conditional_position_error_gt_10m_fraction,conditional_position_error_gt_50m_fraction,conditional_state_95_coverage_fraction,state_95_covered_count,unconditional_valid_and_covered_fraction,unconditional_valid_and_covered_ci95_low,unconditional_valid_and_covered_ci95_high,mean_confirmed_epoch_fraction,mean_first_confirmation_time_s,p95_first_confirmation_time_s,mean_hypothesis_count,sequence_with_reset_count,sequence_with_reset_fraction,total_reset_count,false_reset_count_evaluator_only,false_reset_rate_per_sequence_evaluator_only,completed_recovery_count,censored_recovery_count,mean_completed_recovery_duration_s,final_failure_reason_counts_json,mean_runtime_s,p95_method,truth_used_by_estimator,selection_covariance_assumed_calibrated,diagnostic_position_thresholds_m,paired_vs_c1_baseline_valid_fraction_difference,paired_vs_c1_baseline_valid_difference_ci95_low,paired_vs_c1_baseline_valid_difference_ci95_high,paired_vs_c1_baseline_position_rmse_difference_m,paired_vs_c1_baseline_position_rmse_difference_ci95_low_m,paired_vs_c1_baseline_position_rmse_difference_ci95_high_m,paired_vs_d2_combined_published_valid_fraction_difference,paired_vs_d2_combined_published_valid_difference_ci95_low,paired_vs_d2_combined_published_valid_difference_ci95_high,paired_vs_d2_combined_published_position_rmse_difference_m,paired_vs_d2_combined_published_position_rmse_difference_ci95_low_m,paired_vs_d2_combined_published_position_rmse_difference_ci95_high_m
poorly_conditioned,nominal,d2_combined_published,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.5671050611895617,0.9480513996612653,1.1305109666936233,0.05932978890472753,0.09738343221655074,0.138330808289207,0.0,0.0,0.9,90,0.9,0.8256343384950865,0.9447708629393249,0.8385185185185183,1.9435501000813098,2.09170088891448,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.17759109399514272,linear,False,False,"10,50",0.0,0.0,0.0,0.015538677644662768,0.0007923435194431783,0.03332666588438138,0.0,0.0,0.0,0.0,0.0,0.0
poorly_conditioned,nominal,confirmed_recovery,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.565331434847571,0.9482288388943274,1.112028995351169,0.05915090467480258,0.09711314565743641,0.13765153379646966,0.0,0.0,0.93,93,0.93,0.8625048526092651,0.9656807389327273,0.704814814814815,3.718567047282984,5.070841576058279,1.26,0,0.0,0,0,0.0,0,0,nan,{},0.5297364670049864,linear,False,False,"10,50",0.0,0.0,0.0,0.013765051302672027,-0.002074394306217636,0.030813963278654558,0.0,0.0,0.0,-0.0017736263419907417,-0.007243986501562572,0.0038277123795271034
poorly_conditioned,dropout_20,c1_baseline,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.639399893274911,1.0487027387698264,1.3626716182646221,0.06799213878818061,0.10834707856742382,0.14426521875790055,0.0,0.0,0.95,95,0.95,0.8882495307680808,0.9784563208456319,0.8007407407407406,2.464913868318054,3.2255781202514293,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.10339905801578425,linear,False,False,"10,50",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0145307959234392,-0.03025155770237227,-0.0014939319333905163
poorly_conditioned,dropout_20,d2_combined_published,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.6539306891983502,1.0563357044058075,1.3626716182646221,0.06895888416300588,0.11659279871172942,0.14426521875790055,0.0,0.0,0.95,95,0.95,0.8882495307680808,0.9784563208456319,0.8007407407407406,2.464913868318054,3.2255781202514293,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.1500101460062433,linear,False,False,"10,50",0.0,0.0,0.0,0.0145307959234392,0.00126961458188852,0.03062543816575545,0.0,0.0,0.0,0.0,0.0,0.0
poorly_conditioned,dropout_20,confirmed_recovery,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.6520197180356467,1.0898378701924236,1.3232646926141496,0.0686944763714181,0.11752681443563923,0.13566755986391663,0.0,0.0,0.95,95,0.95,0.8882495307680808,0.9784563208456319,0.6522222222222223,4.436008160804676,6.565368111653679,1.27,0,0.0,0,0,0.0,0,0,nan,{},0.5419221019739052,linear,False,False,"10,50",0.0,0.0,0.0,0.012619824760735754,-0.0025375921187551055,0.029643902968153297,0.0,0.0,0.0,-0.0019109711627034454,-0.008101012459420187,0.004396527325285503
poorly_conditioned,dropout_50,c1_baseline,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.875729601205507,1.3946126251979567,2.0098822768466174,0.09765329209814562,0.16837625526953218,0.22094873475727905,0.0,0.0,0.94,94,0.94,0.8752318455410406,0.9722138760368118,0.7114814814814817,3.6205659629112135,5.619329619247059,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.07559726802457589,linear,False,False,"10,50",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01574987935791239,-0.05526970437733107,0.011639481931241584
poorly_conditioned,dropout_50,d2_combined_published,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.8914794805634194,1.5307690172260005,2.0468343119578267,0.09782568300959928,0.16837625526953218,0.22094873475727905,0.0,0.0,0.95,95,0.95,0.8882495307680808,0.9784563208456319,0.7114814814814817,3.6205659629112135,5.619329619247059,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.13174993400636595,linear,False,False,"10,50",0.0,0.0,0.0,0.01574987935791239,-0.01202391573233851,0.054162672429163915,0.0,0.0,0.0,0.0,0.0,0.0
poorly_conditioned,dropout_50,confirmed_recovery,100,2700,99,1,99,0.99,0.9455138038212946,0.9982325679358593,0.8945781944954232,1.5191832761399648,2.048833240366829,0.09880951957162895,0.16737028451695707,0.22102452230236186,0.0,0.0,0.9393939393939394,93,0.93,0.8625048526092651,0.9656807389327273,0.4822222222222223,6.675213613489313,10.464860370493609,1.4,0,0.0,0,0,0.0,0,0,nan,"{""tentative_initialization_unconfirmed"": 1}",0.5895841649908107,linear,False,False,"10,50",-0.01,-0.03,0.0,0.01884859328991617,-0.00450428549144796,0.04281404108894574,-0.01,-0.03,0.0,0.0030987139320037826,-0.028131070451530713,0.02764713361228019
poorly_conditioned,one_station_gap,c1_baseline,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.5491871774867404,0.9035746496877894,1.0540394699366655,0.058792545460344216,0.09474183298167563,0.1419626983954807,0.0,0.0,0.91,91,0.91,0.837737871472837,0.9519274599974348,0.8392592592592591,1.9371840851577378,2.090646332977782,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.10970334800309502,linear,False,False,"10,50",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014810413820832147,-0.03242905463837586,0.00015704559727938673
poorly_conditioned,one_station_gap,d2_combined_published,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.5639975913075725,0.9045109313726742,1.1770945651314766,0.05945705198442738,0.09801265195754516,0.1419626983954807,0.0,0.0,0.93,93,0.93,0.8625048526092651,0.9656807389327273,0.8385185185185183,1.9435501000813098,2.09170088891448,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.16140882799692918,linear,False,False,"10,50",0.0,0.0,0.0,0.014810413820832147,-0.00014866752823417814,0.03294650225649182,0.0,0.0,0.0,0.0,0.0,0.0
poorly_conditioned,one_station_gap,confirmed_recovery,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.5623052537247206,0.9055532777518754,1.1776119825122051,0.05932134242415425,0.09478621281084965,0.15003028138383923,0.0,0.0,0.94,94,0.94,0.8752318455410406,0.9722138760368118,0.6688888888888889,4.19995625183041,6.447213207299933,1.32,0,0.0,0,0,0.0,0,0,nan,{},0.5916096799913794,linear,False,False,"10,50",0.0,0.0,0.0,0.013118076237980225,-0.0032410776983903987,0.0302505442728602,0.0,0.0,0.0,-0.0016923375828519216,-0.0070526632933761765,0.003810982843284414
poorly_conditioned,all_station_gap,c1_baseline,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.5552460064556336,0.9874631871051869,1.1056893151156113,0.06275997173510978,0.10525148418195629,0.1665599170273623,0.0,0.0,0.91,91,0.91,0.837737871472837,0.9519274599974348,0.8392592592592591,1.9371840851577378,2.090646332977782,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.09008279197965749,linear,False,False,"10,50",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01132723254354262,-0.02941116485805507,0.003436778837469174
poorly_conditioned,all_station_gap,d2_combined_published,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.5665732389991762,0.9887405831287303,1.2358766786735154,0.06271223556019065,0.10543950010695212,0.1665599170273623,0.0,0.0,0.91,91,0.91,0.837737871472837,0.9519274599974348,0.8385185185185183,1.9435501000813098,2.09170088891448,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.14558466099726503,linear,False,False,"10,50",0.0,0.0,0.0,0.01132723254354262,-0.003290376128653258,0.029299179081320795,0.0,0.0,0.0,0.0,0.0,0.0
poorly_conditioned,all_station_gap,confirmed_recovery,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.5768026476149989,1.0055245531522548,1.2369177723971956,0.0631722273276821,0.1091302847120384,0.17887924684744969,0.0,0.0,0.93,93,0.93,0.8625048526092651,0.9656807389327273,0.33111111111111113,8.774019213898223,10.474597467668767,2.11,0,0.0,0,0,0.0,0,0,nan,{},1.3661951350019081,linear,False,False,"10,50",0.0,0.0,0.0,0.021556641159365286,0.0015860652004000332,0.04212960404417288,0.0,0.0,0.0,0.010229408615822666,-0.006268057467072416,0.025990660948872098
poorly_conditioned,long_delay,c1_baseline,100,2700,100,0,100,1.0,0.9630065017930143,1.0,0.551149788631539,0.8887724115895964,0.9940022939364274,0.0584482714177993,0.09684942742922427,0.13823929740257815,0.0,0.0,0.92,92,0.92,0.8500189229905127,0.9589065385156194,0.7677777777777777,2.865516007931097,3.2801738122317565,1.0,0,0.0,0,0,0.0,0,0,nan,{},0.12221777398721315,linear,False,False,"10,50",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014645590460027558,-0.03255788121632107,0.00011229853662576162
