sequence_name,frame_index,estimator_variant,frame_start_sample,frame_end_sample_inclusive,maximum_reception_sample_used,frame_length,hop_length,overlap_samples,overlap_fraction,frame_content_sha256,frame_start_reception_time_s,frame_center_reception_time_s,frame_end_reception_time_s,frame_reception_span_s,nominal_frame_duration_s,centroid_emission_time_s,estimate_reference_timestamp_s,estimate_available_reception_time_s,physical_propagation_delay_s,frame_acquisition_latency_s,frame_acquisition_latency_definition,shared_gcc_frontend_runtime_s,estimator_backend_runtime_s,algorithm_runtime_s,total_emission_to_available_latency_s,truth_x,truth_y,truth_z,truth_azimuth_deg,truth_elevation_deg,truth_distance_m,estimate_x,estimate_y,estimate_z,estimate_azimuth_deg,estimate_elevation_deg,valid,boundary_hit,quality_score_probability_claimed,gcc_peak_ratios_used_pairs,gcc_peak_curvatures_used_pairs,gcc_spectral_energies_used_pairs,gcc_mean_peak_ratio,gcc_minimum_peak_ratio,gcc_mean_peak_curvature,gcc_total_spectral_energy,gcc_boundary_count,gcc_valid_pair_count,srp_peak_score,srp_score_margin,srp_local_negative_score_hessian,srp_local_curvature_eigenvalues,srp_used_spectral_energy,srp_mean_spectral_energy_fraction,geodesic_angular_error_deg,nominal_stream_snr_db,effective_stream_snr_db,base_seed,source_seed,noise_seed,chunk_size_samples,fir_length,maximum_interpolation_working_set_elements,truth_definition,truth_used_by_estimator,future_samples_used,future_doa_estimates_used,frame_samples_from_single_continuous_stream,sequential_independent_bearings_not_tracking,frame_count_is_independent_trial_count
stationary,3,all_6_equal_gcc_wls,768,1791,1791,1024,256,768,0.75,634f674a622544982920fd861900eb518ca48e2eb0d243d43538d8d914322df0,0.116,0.12665625,0.1373125,0.021312499999999998,0.021333333333333333,0.0537699526239067,0.0537699526239067,0.13967549994867295,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.0013826999347656965,0.0009803000139072537,0.0023629999486729503,0.08590554732476625,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6124063463535478,0.6116587277814199,0.5008313764878488,44.96500563209647,30.0550186854518,True,False,False,"(2.0271779259323597, 1.9695504435540891, 1.6912928634472928, 2.1563201318854746, 1.7127401444274253, 1.7434001002865138)","(0.02789795553394414, 0.027845848588805067, 0.026940573218254993, 0.028751067150704968, 0.027857648208575503, 0.02790682794775351)","(1027795.4759504548, 1027406.7010645118, 1024852.4416079905, 1031690.5207003646, 1030393.3615066856, 1029580.5853898048)",1.8834136015888594,1.6912928634472928,0.027866653441339696,6171719.086219812,0,6,,,,,,,0.06280923977941892,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,3,equal_weight_srp_phat,768,1791,1791,1024,256,768,0.75,634f674a622544982920fd861900eb518ca48e2eb0d243d43538d8d914322df0,0.116,0.12665625,0.1373125,0.021312499999999998,0.021333333333333333,0.0537699526239067,0.0537699526239067,0.14331609996315092,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.0013826999347656965,0.004620900028385222,0.0060035999631509185,0.08954614733924422,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6124025438068711,0.6116698208365051,0.5008224781464098,44.96570306629524,30.054429650836894,True,False,False,,,,,,,,,,0.39218102766201124,0.1359289257377575,"(61.5116292143245, 0.01067790245945307, 0.01067790245945307, 60.19938788269364)","(60.19930100076902, 61.511716096249124)",6171719.086219812,0.9941988771492154,0.062002520103712495,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,4,reference_3_gcc_wls,1024,2047,2047,1024,256,768,0.75,1f420668c06fca0ace6bd8fb17f5094e15f9acc0332e4c9758a25d21c2275828,0.12133333333333333,0.13198958333333333,0.14264583333333333,0.021312499999999998,0.021333333333333333,0.05910328595724003,0.05910328595724003,0.1450859331705918,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.0014116999227553606,0.0010283999145030975,0.002440099837258458,0.08598264721335176,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6127969195417523,0.6121959882461855,0.499695914907672,44.97189304196579,29.97988393061097,True,False,False,"(2.0878949938766382, 2.0552506705330518, 1.6988337249368117)","(0.027672857078517854, 0.027465200583290494, 0.02687464725360772)","(1052894.1669219122, 1055377.5190590248, 1064435.5912735076)",1.9473264631155007,1.6988337249368117,0.027337568305138688,3172707.2772544445,0,3,,,,,,,0.03157969504344433,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,4,all_6_equal_gcc_wls,1024,2047,2047,1024,256,768,0.75,1f420668c06fca0ace6bd8fb17f5094e15f9acc0332e4c9758a25d21c2275828,0.12133333333333333,0.13198958333333333,0.14264583333333333,0.021312499999999998,0.021333333333333333,0.05910328595724003,0.05910328595724003,0.14508943319724252,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.0014116999227553606,0.0010318999411538243,0.002443599863909185,0.08598614724000249,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6126726625051482,0.6120909501963194,0.499976876771936,44.97278686488167,29.998470191336647,True,False,False,"(2.0878949938766382, 2.0552506705330518, 1.6988337249368117, 2.1322892842092496, 1.6651547899488046, 1.6884673317144028)","(0.027672857078517854, 0.027465200583290494, 0.02687464725360772, 0.02847644933984178, 0.027606898453221562, 0.027585413353369115)","(1052894.1669219122, 1055377.5190590248, 1064435.5912735076, 1064571.890521618, 1073176.8656524522, 1075732.3361016917)",1.8879817992031598,1.6651547899488046,0.027613577676974754,6386188.369530207,0,6,,,,,,,0.023617047139761274,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,4,equal_weight_srp_phat,1024,2047,2047,1024,256,768,0.75,1f420668c06fca0ace6bd8fb17f5094e15f9acc0332e4c9758a25d21c2275828,0.12133333333333333,0.13198958333333333,0.14264583333333333,0.021312499999999998,0.021333333333333333,0.05910328595724003,0.05910328595724003,0.14730743332238247,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.0014116999227553606,0.003249900066293776,0.004661599989049137,0.08820414736514244,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6126682314543836,0.6120962307740552,0.4999758418551364,44.97324120392992,29.99840172287139,True,False,False,,,,,,,,,,0.3927005529840005,0.13531593227924654,"(60.92543229512615, 0.08497513869478023, 0.08497513869478023, 59.70432721271541)","(59.698442263360285, 60.93131724448128)",6386188.369530207,0.9931306926245349,0.023229033801097483,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,5,reference_3_gcc_wls,1280,2303,2303,1024,256,768,0.75,6a57964ca8b087bbd74700127e2cdf8e5ff0af46861884d18bc5fe92a510b5d6,0.12666666666666668,0.13732291666666668,0.14797916666666666,0.021312499999999984,0.021333333333333333,0.06443661929057339,0.06443661929057339,0.15029636649942646,0.0728862973760933,0.010656249999999978,frame_center_reception_to_frame_end_reception,0.0013313998933881521,0.0009857999393716455,0.0023171998327597976,0.08585974720885307,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.612230047839966,0.6115130386168252,0.501224672301245,44.96642955689676,30.08105679715225,True,False,False,"(2.0822368842173318, 2.038304535903881, 1.658055613677439)","(0.025788520921539437, 0.025724099153271396, 0.025008477920283212)","(1062389.330793905, 1063861.5120585272, 1066353.0968281175)",1.926199011266217,1.658055613677439,0.02550703266503135,3192603.93968055,0,3,,,,,,,0.0861089101731259,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,5,all_6_equal_gcc_wls,1280,2303,2303,1024,256,768,0.75,6a57964ca8b087bbd74700127e2cdf8e5ff0af46861884d18bc5fe92a510b5d6,0.12666666666666668,0.13732291666666668,0.14797916666666666,0.021312499999999984,0.021333333333333333,0.06443661929057339,0.06443661929057339,0.15036326654317478,0.0728862973760933,0.010656249999999978,frame_center_reception_to_frame_end_reception,0.0013313998933881521,0.0010526999831199646,0.0023840998765081167,0.08592664725260139,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6125287863647436,0.6114240130611478,0.5009682246677287,44.94828327493197,30.064077929038575,True,False,False,"(2.0822368842173318, 2.038304535903881, 1.658055613677439, 2.1027919985740153, 1.6983101683028061, 1.7330258627505872)","(0.025788520921539437, 0.025724099153271396, 0.025008477920283212, 0.028818333350026815, 0.027992619626329263, 0.028182454287746794)","(1062389.330793905, 1063861.5120585272, 1066353.0968281175, 1063906.5287525682, 1066257.8591658506, 1068153.304601079)",1.8854541772376765,1.658055613677439,0.02691908420986615,6390921.632200047,0,6,,,,,,,0.07817064424698159,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,5,equal_weight_srp_phat,1280,2303,2303,1024,256,768,0.75,6a57964ca8b087bbd74700127e2cdf8e5ff0af46861884d18bc5fe92a510b5d6,0.12666666666666668,0.13732291666666668,0.14797916666666666,0.021312499999999984,0.021333333333333333,0.06443661929057339,0.06443661929057339,0.15392396653133134,0.0728862973760933,0.010656249999999978,frame_center_reception_to_frame_end_reception,0.0013313998933881521,0.004613399971276522,0.005944799864664674,0.08948734724075795,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6125478632860563,0.6114330612424134,0.5009338547187825,44.94781500826437,30.06180258706217,True,False,False,,,,,,,,,,0.3829647719702884,0.1328172858015217,"(60.3538959190289, -0.022013375177248225, -0.022013375177248225, 59.14471797556208)","(59.14431734951024, 60.35429654508074)",6390921.632200047,0.9872140156197681,0.07655548310641785,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,6,reference_3_gcc_wls,1536,2559,2559,1024,256,768,0.75,e1d0093ec77da16d4b9f99b0df98f88c4db336de957ab054487f9b210c4c36a2,0.132,0.14265625,0.15331250000000002,0.021312500000000012,0.021333333333333333,0.06976995262390671,0.06976995262390671,0.15567899985890837,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.001365399919450283,0.0010010999394580722,0.0023664998589083552,0.08590904723500166,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6116121913061197,0.6119416463096303,0.5014558295180006,45.01542750323208,30.096363736823587,True,False,False,"(1.9501621026102243, 1.9602840382610376, 1.662369488198971)","(0.026479685990454915, 0.026398149370593205, 0.02581446570680157)","(1122711.7448869988, 1124130.3761045088, 1130051.8586793072)",1.8576052096900775,1.662369488198971,0.026230767022616563,3376893.9796708147,0,3,,,,,,,0.09728464505464658,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,6,all_6_equal_gcc_wls,1536,2559,2559,1024,256,768,0.75,e1d0093ec77da16d4b9f99b0df98f88c4db336de957ab054487f9b210c4c36a2,0.132,0.14265625,0.15331250000000002,0.021312500000000012,0.021333333333333333,0.06976995262390671,0.06976995262390671,0.15566169984359296,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.001365399919450283,0.0009837999241426587,0.0023491998435929418,0.08589174721968625,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6119605311155755,0.6117917581529967,0.5012136799936812,44.99209809168476,30.08032895940038,True,False,False,"(1.9501621026102243, 1.9602840382610376, 1.662369488198971, 2.1788310113502973, 1.7327735922309602, 1.7420409324383148)","(0.026479685990454915, 0.026398149370593205, 0.02581446570680157, 0.028587975795125897, 0.02812742686278602, 0.028232758138662828)","(1122711.7448869988, 1124130.3761045088, 1130051.8586793072, 1141767.9204100848, 1148413.7842060304, 1149746.228601866)",1.8710768608483008,1.662369488198971,0.027273410310737406,6816821.912888795,0,6,,,,,,,0.0806196867811122,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,6,equal_weight_srp_phat,1536,2559,2559,1024,256,768,0.75,e1d0093ec77da16d4b9f99b0df98f88c4db336de957ab054487f9b210c4c36a2,0.132,0.14265625,0.15331250000000002,0.021312500000000012,0.021333333333333333,0.06976995262390671,0.06976995262390671,0.15790719994530084,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.001365399919450283,0.0032293000258505344,0.0045946999453008175,0.08813724732139412,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6119719425207182,0.6117907653217661,0.5012009587325492,44.99151740063528,30.079486648487496,True,False,False,,,,,,,,,,0.3891728676064537,0.13579503969335804,"(60.69498934487601, 0.0001374453040445825, 0.0001374453040445825, 59.831106523549714)","(59.831106501681916, 60.694989366743805)",6816821.912888795,0.9920383545893806,0.0798251207137433,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
stationary,7,reference_3_gcc_wls,1792,2815,2815,1024,256,768,0.75,bd713663b4e67090e0d7c72f483aff689fc5d3d2ad2ba46200453a36b7f949b2,0.13733333333333334,0.14798958333333334,0.15864583333333335,0.021312500000000012,0.021333333333333333,0.07510328595724004,0.07510328595724004,0.16109783326120428,0.0728862973760933,0.010656250000000006,frame_center_reception_to_frame_end_reception,0.001438500010408461,0.0010134999174624681,0.0024519999278709292,0.08599454730396423,0.6123724356957946,0.6123724356957946,0.49999999999999994,45.0,29.999999999999996,25.0,0.6119407467298053,0.6120599984426879,0.5009102522389667,45.00558220234196,30.06024009791972,True,False,False,"(1.9937589210913909, 2.0142427440873134, 1.692514718907794)","(0.02755513876890725, 0.027825997944249448, 0.026980024416814297)","(1104833.1014884454, 1101837.8939188044, 1109317.4682991619)",1.9001721280288326,1.692514718907794,0.027453720376656998,3315988.4637064114,0,3,,,,,,,0.06043364906903438,20.0,20.032810138847626,20260831,2467629128,958118639,4096,129,528384,array_centroid_emission_time_at_geometric_frame_center,False,False,False,True,True,False
