geometry,profile,sequence_index,base_seed,sequence_id,variant,independent_unit,epochs_within_sequence_are_dependent,evaluation_epoch_count,final_valid,final_status,final_failure_reason,position_error_m,velocity_error_mps,state_nees,state_95_covered,covariance_symmetry_error,covariance_minimum_eigenvalue,maximum_confirmed_epoch_position_error_m,confirmed_epoch_fraction,first_confirmation_time_s,state_generation,hypothesis_count,reset_count,false_reset_count_evaluator_only,completed_recovery_count,censored_recovery_count,mean_recovery_duration_s,maximum_recovery_duration_s,delivered_event_count,delivered_clean_event_count,delivered_outlier_event_count,initialization_event_count,applied_update_event_count,rejected_event_count,unclassified_delivered_event_count,detected_outlier_event_count_evaluator_only,missed_outlier_event_count_evaluator_only,false_rejected_clean_event_count_evaluator_only,initialization_event_ids_json,applied_event_ids_json,rejected_event_ids_json,rejection_reasons_json,pre_update_nis_defined_count,pre_update_nis_all_mean,runtime_s,truth_used_by_estimator,truth_by_id_count_evaluator_only
informative,nominal,0,20260914,s7cd1-20260914-0-0-nominal,c1_baseline,whole_base_sequence,True,27,True,confirmed,,0.26487570887846434,0.02875856590558222,0.8216103071762322,True,0.0,8.281342491112738e-05,1.822648502203355,0.8518518518518519,1.8668948441399393,1,1,0,0,0,0,nan,nan,45,45,0,6,39,0,0,0,0,0,"[""s7cd1-20260914-0-0-nominal|S0|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|1|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|1|direct_bearing""]","[""s7cd1-20260914-0-0-nominal|S0|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|5|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|5|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|9|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|5|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|9|direct_bearing""]",[],{},39,2.2948457455723914,0.08455789997242391,False,45
informative,nominal,0,20260914,s7cd1-20260914-0-0-nominal,d2_combined_published,whole_base_sequence,True,27,True,confirmed,,0.26487570887846434,0.02875856590558222,0.8216103071762322,True,0.0,8.281342491112738e-05,1.822648502203355,0.8518518518518519,1.8668948441399393,1,1,0,0,0,0,nan,nan,45,45,0,6,39,0,0,0,0,0,"[""s7cd1-20260914-0-0-nominal|S0|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|1|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|1|direct_bearing""]","[""s7cd1-20260914-0-0-nominal|S0|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|5|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|5|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|9|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|5|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|9|direct_bearing""]",[],{},39,2.2948457455723914,0.11536679981509224,False,45
informative,nominal,0,20260914,s7cd1-20260914-0-0-nominal,confirmed_recovery,whole_base_sequence,True,27,True,confirmed,,0.24358662277071297,0.03178112261842606,1.1331266419068313,True,0.0,8.906014029422146e-05,1.5066415438445542,0.5925925925925926,5.079449119779865,1,2,0,0,0,0,nan,nan,45,45,0,17,27,1,0,0,0,1,"[""s7cd1-20260914-0-0-nominal|S0|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|1|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|5|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|0|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|1|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|3|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|4|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|5|direct_bearing""]","[""s7cd1-20260914-0-0-nominal|S0|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S1|9|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|10|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|13|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|6|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|7|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|8|direct_bearing"", ""s7cd1-20260914-0-0-nominal|S2|9|direct_bearing""]","[""s7cd1-20260914-0-0-nominal|S1|5|direct_bearing""]","{""s7cd1-20260914-0-0-nominal|S1|5|direct_bearing"": ""confirmed_initialization_consensus_outlier""}",27,2.274466838501209,1.0736994998296723,False,45
informative,dropout_20,0,20260914,s7cd1-20260914-0-0-dropout_20,c1_baseline,whole_base_sequence,True,27,True,confirmed,,0.3723544346598936,0.04737081355767536,2.3506621659107467,True,0.0,0.00012860696960262738,1.8193139520588761,0.7777777777777778,2.7724835431095394,1,1,0,0,0,0,nan,nan,35,35,0,6,29,0,0,0,0,0,"[""s7cd1-20260914-0-0-dropout_20|S0|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|0|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|0|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|2|direct_bearing""]","[""s7cd1-20260914-0-0-dropout_20|S0|10|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|3|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|5|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|7|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|10|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|3|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|5|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|7|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|9|direct_bearing""]",[],{},29,2.0012722463083543,0.06388839991996065,False,45
informative,dropout_20,0,20260914,s7cd1-20260914-0-0-dropout_20,d2_combined_published,whole_base_sequence,True,27,True,confirmed,,0.3723544346598936,0.04737081355767536,2.3506621659107467,True,0.0,0.00012860696960262738,1.8193139520588761,0.7777777777777778,2.7724835431095394,1,1,0,0,0,0,nan,nan,35,35,0,6,29,0,0,0,0,0,"[""s7cd1-20260914-0-0-dropout_20|S0|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|0|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|0|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|2|direct_bearing""]","[""s7cd1-20260914-0-0-dropout_20|S0|10|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|3|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|5|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|7|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|10|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|3|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|5|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|7|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|9|direct_bearing""]",[],{},29,2.0012722463083543,0.093186600075569,False,45
informative,dropout_20,0,20260914,s7cd1-20260914-0-0-dropout_20,confirmed_recovery,whole_base_sequence,True,27,True,confirmed,,0.389233974615621,0.049523361281704814,2.632900477285383,True,0.0,0.00013041154810395305,1.616799083013615,0.6666666666666666,4.176186026639347,1,1,0,0,0,0,nan,nan,35,35,0,9,25,1,0,0,0,1,"[""s7cd1-20260914-0-0-dropout_20|S0|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|0|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|0|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|3|direct_bearing""]","[""s7cd1-20260914-0-0-dropout_20|S0|10|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|5|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|7|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|10|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S1|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|5|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|7|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_20|S2|9|direct_bearing""]","[""s7cd1-20260914-0-0-dropout_20|S0|3|direct_bearing""]","{""s7cd1-20260914-0-0-dropout_20|S0|3|direct_bearing"": ""confirmed_initialization_consensus_outlier""}",25,2.057785911771319,0.24638690002029762,False,45
informative,dropout_50,0,20260914,s7cd1-20260914-0-0-dropout_50,c1_baseline,whole_base_sequence,True,27,True,confirmed,,1.0916338916873878,0.08575669447359573,6.150876045428429,True,0.0,0.00029284877802713904,3.2543121210996935,0.6666666666666666,4.24307580099318,1,1,0,0,0,0,nan,nan,16,16,0,6,10,0,0,0,0,0,"[""s7cd1-20260914-0-0-dropout_50|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|4|direct_bearing""]","[""s7cd1-20260914-0-0-dropout_50|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|14|direct_bearing""]",[],{},10,2.0086896217509898,0.0847532000625506,False,45
informative,dropout_50,0,20260914,s7cd1-20260914-0-0-dropout_50,d2_combined_published,whole_base_sequence,True,27,True,confirmed,,1.0916338916873878,0.08575669447359573,6.150876045428429,True,0.0,0.00029284877802713904,3.2543121210996935,0.6666666666666666,4.24307580099318,1,1,0,0,0,0,nan,nan,16,16,0,6,10,0,0,0,0,0,"[""s7cd1-20260914-0-0-dropout_50|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|4|direct_bearing""]","[""s7cd1-20260914-0-0-dropout_50|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|14|direct_bearing""]",[],{},10,2.0086896217509898,0.12484059989219531,False,45
informative,dropout_50,0,20260914,s7cd1-20260914-0-0-dropout_50,confirmed_recovery,whole_base_sequence,True,27,True,confirmed,,1.099891403804364,0.08620827489654187,6.2939336052874655,True,0.0,0.0002902397477638895,1.099891403804364,0.07407407407407407,12.27949680204761,1,3,0,0,0,0,nan,nan,16,16,0,16,0,0,0,0,0,0,"[""s7cd1-20260914-0-0-dropout_50|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|4|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-dropout_50|S2|4|direct_bearing""]",[],[],{},0,nan,2.196154899953399,False,45
informative,one_station_gap,0,20260914,s7cd1-20260914-0-0-one_station_gap,c1_baseline,whole_base_sequence,True,27,True,confirmed,,0.243432676267726,0.03385769287335853,1.1507723334165647,True,0.0,0.0001130401303657549,1.822648502203355,0.8518518518518519,1.8668948441399393,1,1,0,0,0,0,nan,nan,40,40,0,6,34,0,0,0,0,0,"[""s7cd1-20260914-0-0-one_station_gap|S0|0|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|1|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|0|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|1|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|0|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|1|direct_bearing""]","[""s7cd1-20260914-0-0-one_station_gap|S0|10|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|11|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|12|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|13|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|14|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|2|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|3|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|4|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|5|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|6|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|7|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|8|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S0|9|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|10|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|11|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|12|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|13|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|14|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|2|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|8|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S1|9|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|10|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|11|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|12|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|13|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|14|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|2|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|3|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|4|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|5|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|6|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|7|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|8|direct_bearing"", ""s7cd1-20260914-0-0-one_station_gap|S2|9|direct_bearing""]",[],{},34,2.2458604481318885,0.09357290016487241,False,45
