study_type,signal_model,split,geometry,direction,azimuth_deg,elevation_deg,SNR,snr_db,frame_length,pair,calibration_trial_count,evaluation_trial_count,seed,estimator_variant,propagation_model,distance_m,successful_trial_count,unsuccessful_trial_count,successful_fraction,conditional_azimuth_bias_deg,conditional_elevation_bias_deg,conditional_direction_bias_deg,conditional_geodesic_rmse_deg,conditional_median_geodesic_error_deg,conditional_p95_geodesic_error_deg,conditional_p99_geodesic_error_deg,conditional_p999_geodesic_error_deg,p99_geodesic_error_deg,p999_geodesic_error_deg,fraction_error_gt_5deg,fraction_error_gt_10deg,fraction_error_gt_30deg,coverage,failure_fraction,failure_invalid_fraction,gcc_any_pair_invalid_fraction,gcc_any_pair_boundary_fraction,mean_rejected_pair_fraction,mean_unavailable_pair_fraction,disconnected_graph_failure_fraction,catastrophic_fraction,catastrophic_definition,mean_cycle_residual_before_us,mean_cycle_residual_after_us,cycle_residual_definition,cycle_residual_aggregation,risk_coverage_study,confidence_threshold_percentile,hard_confidence_rejection_used,soft_confidence_weighting_used,calibration_covariance_used,confidence_weights_used,metric_conditioning,exact_crlb_claimed,gcc_measurement_rmse_us,direction_specific_plane_model_bias_rms_us,direction_specific_plane_model_bias_max_us,global_E_tau_us,far_field_grid_step_deg,noiseless_plane_doa_bias_deg,noiseless_exact_doa_bias_deg,known_range_used
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,reference_3,1000,2000,3916886306,reference_3_equal,plane,20.0,2000,0,1.0,-1.426849873983508,1.5276383179466542,4.12088981189921,29.382163837188962,4.049229188902884,68.94967558507442,85.22856741016744,120.86138723625669,85.22856741016744,120.86138723625669,0.441,0.352,0.227,1.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.227,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_equal,plane,20.0,2000,0,1.0,0.008733385541839084,6.791140229379202,7.424660793735416,21.604932807930556,6.956668763463764,51.84107980415914,66.18888465354965,83.88646342482717,66.18888465354965,83.88646342482717,0.5685,0.4245,0.145,1.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.145,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_cycle_equal,plane,20.0,2000,0,1.0,0.00873335258631667,6.791140214146517,7.424660779304553,21.60493280920655,6.95666875883044,51.84107979735746,66.1888847270003,83.88646342506402,66.1888847270003,83.88646342506402,0.5685,0.4245,0.145,1.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.145,conditional_geodesic_error_gt_30deg,175.83731452148493,1.0983191493970961e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_cycle_calibrated_no_rejection,plane,20.0,2000,0,1.0,-0.24641661426171854,-8.783389329956645,8.698589126126276,23.56119688618268,20.226223241741916,37.58353189950256,47.548251868106654,58.88360514393204,47.548251868106654,58.88360514393204,0.9505,0.8595,0.301,1.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.301,conditional_geodesic_error_gt_30deg,179.6566336804513,1.2625891281022006e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,False,True,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_cycle_calibrated_hard_p05,plane,20.0,1992,8,0.996,-0.4878717709593055,-12.572640407843334,12.621613162834162,22.87398967149672,19.354697376650638,34.600107350833014,46.25293213855601,78.43485004375478,46.25293213855601,78.43485004375478,0.9598393574297188,0.8855421686746988,0.2660642570281124,0.996,0.004,0.004,0.0,0.029,0.10116666666666665,0.0,0.004,0.2660642570281124,conditional_geodesic_error_gt_30deg,118.41504856216186,1.0148488474954137e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,5.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_cycle_calibrated,plane,20.0,1955,45,0.9775,-0.1931328681038753,-14.1992800624224,14.273835875220227,23.063462822056813,19.586884994124066,34.416540997577755,44.53682756127449,78.61260412261939,44.53682756127449,78.61260412261939,0.9652173913043478,0.8987212276214833,0.2777493606138107,0.9775,0.0225,0.0225,0.0,0.029,0.16516666666666666,0.0,0.0225,0.2777493606138107,conditional_geodesic_error_gt_30deg,91.44839123114257,8.430090148091112e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,10.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_cycle_calibrated_hard_p25,plane,20.0,1693,307,0.8465,-0.29495428527147854,-16.809389927210102,16.890029482757868,23.14083419784118,19.64642815806619,31.14726706681498,48.31398033994451,85.99776450635846,48.31398033994451,85.99776450635846,0.9769639692852924,0.9173065564087419,0.28115770821027763,0.8465,0.1535,0.1535,0.0,0.029,0.33841666666666664,0.0,0.1535,0.28115770821027763,conditional_geodesic_error_gt_30deg,44.66767007541745,5.1453740719271723e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,25.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_cycle_calibrated_hard_p50,plane,20.0,887,1113,0.4435,-0.015834824775003187,-18.17098197224795,18.299480088351427,23.793977387072708,20.39173072960099,30.536165392958093,55.3413435708437,84.05704873099972,55.3413435708437,84.05704873099972,0.9887260428410372,0.9301014656144306,0.3156708004509583,0.4435,0.5565,0.5565,0.0,0.029,0.5745,0.0,0.5565,0.3156708004509583,conditional_geodesic_error_gt_30deg,19.730141814303526,2.5644950413883687e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,50.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,2048,all_6,1000,2000,3916886306,all_6_cycle_calibrated_soft,plane,20.0,2000,0,1.0,-0.25730542931210837,-9.514911122925499,9.476966733727137,22.557525558119817,19.300550688694177,35.64241641347042,44.47105217989068,58.65836503814084,44.47105217989068,58.65836503814084,0.9485,0.849,0.269,1.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.269,conditional_geodesic_error_gt_30deg,179.6566336804513,1.2574873676538145e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,True,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,reference_3,1000,2000,686625521,reference_3_equal,plane,20.0,2000,0,1.0,-0.846277975627368,0.4519019517001216,0.8745225645964165,13.510806320885631,2.142933705540445,30.45805376322501,67.4139854453243,84.55344956105455,67.4139854453243,84.55344956105455,0.13,0.087,0.052,1.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.052,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_equal,plane,20.0,2000,0,1.0,-0.029769310337221657,1.4992856459733994,1.562444285230444,10.377305434000816,1.674040338208854,25.02527476941344,50.49251427365624,65.07997495281921,50.49251427365624,65.07997495281921,0.167,0.1185,0.0315,1.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0315,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_cycle_equal,plane,20.0,2000,0,1.0,-0.029769294211430822,1.4992856410286124,1.5624442806387386,10.377305437511374,1.6740403383830464,25.02527485618886,50.49251427331904,65.07997498430542,50.49251427331904,65.07997498430542,0.167,0.1185,0.0315,1.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0315,conditional_geodesic_error_gt_30deg,58.15882233836351,1.1584043773963917e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_cycle_calibrated_no_rejection,plane,20.0,2000,0,1.0,0.022784368618942574,-1.5648057987104522,1.465187123875634,9.877973973468372,3.583815003665439,25.828789626091442,37.258139022816394,51.044463690778755,37.258139022816394,51.044463690778755,0.313,0.1235,0.038,1.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.038,conditional_geodesic_error_gt_30deg,58.49414069817918,1.2108044626981906e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,False,True,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_cycle_calibrated_hard_p05,plane,20.0,1997,3,0.9985,-0.12200614136723563,-2.5722708698140586,2.518582965787404,6.953476429253221,3.2962719365249917,9.8523852205673,30.648345625103836,54.69741774683491,30.648345625103836,54.69741774683491,0.24536805207811718,0.049073610415623435,0.012018027040560842,0.9985,0.0015,0.0015,0.0,0.0075,0.07733333333333332,0.0,0.0015,0.012018027040560842,conditional_geodesic_error_gt_30deg,30.152795570028772,1.0093681151131168e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,5.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_cycle_calibrated,plane,20.0,1974,26,0.987,-0.0625683554455233,-2.7398553849699225,2.698883955237439,6.343581896891387,3.247136363017171,8.388679289201391,29.08508604911253,54.96606733040971,29.08508604911253,54.96606733040971,0.22948328267477203,0.030395136778115502,0.010131712259371834,0.987,0.013,0.013,0.0,0.0075,0.13675,0.0,0.013,0.010131712259371834,conditional_geodesic_error_gt_30deg,21.710743483086233,8.753768753781346e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,10.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_cycle_calibrated_hard_p25,plane,20.0,1765,235,0.8825,-0.017195723351986963,-3.037083662501052,3.013882502132414,5.744677988185519,3.369791914636885,7.893639571821825,21.00763639883884,52.39933733639419,21.00763639883884,52.39933733639419,0.230028328611898,0.026628895184135977,0.00793201133144476,0.8825,0.1175,0.1175,0.0,0.0075,0.2931666666666667,0.0,0.1175,0.00793201133144476,conditional_geodesic_error_gt_30deg,12.789533640148901,5.633811704734982e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,25.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_cycle_calibrated_hard_p50,plane,20.0,1032,968,0.516,-0.013972401614971484,-3.1962273850437013,3.165587887811198,5.572572092476424,3.3320786762519834,8.246523589918391,16.7592834024426,56.633715233024255,16.7592834024426,56.633715233024255,0.2374031007751938,0.025193798449612403,0.005813953488372093,0.516,0.484,0.484,0.0,0.0075,0.5365,0.0,0.484,0.005813953488372093,conditional_geodesic_error_gt_30deg,5.806342996763005,2.855095247008947e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,50.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,2048,all_6,1000,2000,686625521,all_6_cycle_calibrated_soft,plane,20.0,2000,0,1.0,-0.10568448563066236,-1.684706731990152,1.6086772158108207,8.79511692712246,3.5412679409492394,21.49226197138793,34.096268477178114,46.62933801914381,34.096268477178114,46.62933801914381,0.301,0.111,0.0225,1.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0225,conditional_geodesic_error_gt_30deg,58.49414069817918,1.202776845157233e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,True,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,reference_3,1000,2000,2849726781,reference_3_equal,plane,20.0,2000,0,1.0,0.32789571713653576,0.028016775182831813,0.10280200447921725,5.036937083908869,1.4320441355585996,3.464831084473969,7.153790310123552,76.63763903498138,7.153790310123552,76.63763903498138,0.0175,0.0095,0.0045,1.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0045,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_equal,plane,20.0,2000,0,1.0,0.13614762950379705,0.12269089158355687,0.14404279874768852,4.304580288044068,1.088868296633239,2.9660525922031833,15.806504913864968,59.89722606677854,15.806504913864968,59.89722606677854,0.0235,0.0155,0.0045,1.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0045,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_cycle_equal,plane,20.0,2000,0,1.0,0.13614762660691998,0.122690888712131,0.14404279656660812,4.304580300619137,1.0888682970110162,2.9660525874228663,15.806505187173938,59.89722609597739,15.806505187173938,59.89722609597739,0.0235,0.0155,0.0045,1.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0045,conditional_geodesic_error_gt_30deg,18.30262435896614,1.1771933188551434e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_cycle_calibrated_no_rejection,plane,20.0,2000,0,1.0,0.07226268052792961,-0.043205833730841595,0.04124775957467541,3.922162810820387,1.4536203189078114,4.105868435710364,11.75055386607218,54.7750390672565,11.75055386607218,54.7750390672565,0.035,0.013,0.0035,1.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0035,conditional_geodesic_error_gt_30deg,18.36655487052698,1.1880667585957914e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,False,True,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_cycle_calibrated_hard_p05,plane,20.0,1998,2,0.999,0.009092996601252517,-0.10572753761501914,0.09804789535628745,2.274428926531941,1.387372343986002,3.643331393268048,5.433818258597102,10.223424039707245,5.433818258597102,10.223424039707245,0.015015015015015015,0.0015015015015015015,0.0005005005005005005,0.999,0.001,0.001,0.0,0.002,0.05808333333333333,0.0,0.001,0.0005005005005005005,conditional_geodesic_error_gt_30deg,11.904623996732786,1.0270666632689185e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,5.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_cycle_calibrated,plane,20.0,1993,7,0.9965,-0.028173491299481088,-0.11546082419272391,0.11475193506965757,1.9653228717296183,1.3836029635678748,3.550147378173425,5.332084284192392,8.487608980928567,5.332084284192392,8.487608980928567,0.013547415955845458,0.0010035122930255895,0.0,0.9965,0.0035,0.0035,0.0,0.002,0.11125,0.0,0.0035,0.0,conditional_geodesic_error_gt_30deg,10.133400593205462,8.940719362087063e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,10.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_cycle_calibrated_hard_p25,plane,20.0,1860,140,0.93,-0.04351870353869811,-0.08022596507915618,0.08552848554137422,1.9829834969459548,1.4118770296910195,3.6728966222526616,5.221688585151735,7.703293522042648,5.221688585151735,7.703293522042648,0.01129032258064516,0.0005376344086021505,0.0,0.93,0.07,0.07,0.0,0.002,0.2606666666666666,0.0,0.07,0.0,conditional_geodesic_error_gt_30deg,7.243119584699081,5.912142080111667e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,25.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_cycle_calibrated_hard_p50,plane,20.0,1165,835,0.5825,-0.04747862414266443,-0.15280099116132742,0.15494171421609612,2.0715186642615357,1.4371867983052249,4.050992056617081,5.322577994940587,6.667321970352395,5.322577994940587,6.667321970352395,0.017167381974248927,0.0,0.0,0.5825,0.4175,0.4175,0.0,0.002,0.5043333333333333,0.0,0.4175,0.0,conditional_geodesic_error_gt_30deg,3.72063450402496,2.879459718352149e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,50.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,2048,all_6,1000,2000,2849726781,all_6_cycle_calibrated_soft,plane,20.0,2000,0,1.0,0.03531854865989448,-0.049065259672864375,0.033462612158500174,3.488893916091968,1.4317655641985068,4.022880385551574,8.682048255891944,42.82819693725925,8.682048255891944,42.82819693725925,0.031,0.009,0.0035,1.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0035,conditional_geodesic_error_gt_30deg,18.36655487052698,1.1848153314161779e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,True,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,reference_3,1000,2000,1688469051,reference_3_equal,plane,20.0,2000,0,1.0,0.09616365332909124,0.010052874667911318,0.017404986566311363,2.07667792477207,1.0839887797676353,2.3342569910212845,3.201329915401421,3.8525831090026084,3.201329915401421,3.8525831090026084,0.0005,0.0005,0.0005,1.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0005,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_equal,plane,20.0,2000,0,1.0,0.013227110312515541,0.048323556514602205,0.047230259797806894,1.740641627903286,0.7956701439835702,1.9004503911197905,2.557669940262725,3.695625431714483,2.557669940262725,3.695625431714483,0.001,0.001,0.0005,1.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0005,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_cycle_equal,plane,20.0,2000,0,1.0,0.013227110000790472,0.04832355549015144,0.04723025874061023,1.740641627930167,0.7956701438554202,1.9004503903838854,2.5576699401771563,3.6956254306861855,2.5576699401771563,3.6956254306861855,0.001,0.001,0.0005,1.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0005,conditional_geodesic_error_gt_30deg,10.083480049289237,1.1880471511592565e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_cycle_calibrated_no_rejection,plane,20.0,2000,0,1.0,0.01998071451944692,0.061230141176362274,0.06848523825233688,1.7915336795579109,0.8006594365425017,1.9301090767314597,2.585940263214798,3.6962614170285812,2.585940263214798,3.6962614170285812,0.001,0.001,0.001,1.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.001,conditional_geodesic_error_gt_30deg,10.082782630640237,1.1886236376689553e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,False,True,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_cycle_calibrated_hard_p05,plane,20.0,2000,0,1.0,0.025076232955688407,0.0346542880387689,0.041983726193602716,1.0274624670144834,0.7932745298679146,1.8743979593620765,2.4860133629681704,3.005079889435229,2.4860133629681704,3.005079889435229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005,0.049583333333333326,0.0,0.0,0.0,conditional_geodesic_error_gt_30deg,8.691384906614998,1.0650409067630834e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,5.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_cycle_calibrated,plane,20.0,1993,7,0.9965,0.031467228448178744,0.046345659728692847,0.054933397156492106,1.0611597023386645,0.8079346572915028,1.9709127243911877,2.6175562174748075,3.2091934424620625,2.6175562174748075,3.2091934424620625,0.0,0.0,0.0,0.9965,0.0035,0.0035,0.0,0.0005,0.1055,0.0,0.0035,0.0,conditional_geodesic_error_gt_30deg,7.80375567402126,9.274525176912851e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,10.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_cycle_calibrated_hard_p25,plane,20.0,1873,127,0.9365,0.02934240508348548,0.06706160228284802,0.07316324201264839,1.1898639476958996,0.8763661921476825,2.1795694763369693,3.313658990408258,4.490131660190253,3.313658990408258,4.490131660190253,0.0005339028296849973,0.0,0.0,0.9365,0.0635,0.0635,0.0,0.0005,0.24666666666666662,0.0,0.0635,0.0,conditional_geodesic_error_gt_30deg,5.643698326802819,6.235844487085434e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,25.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_cycle_calibrated_hard_p50,plane,20.0,1135,865,0.5675,0.01398771391234333,0.06893841268226018,0.07179944807280389,1.3027183532065845,0.9907502693375785,2.3295361913232453,3.5417755128042585,4.42431450579548,3.5417755128042585,4.42431450579548,0.000881057268722467,0.0,0.0,0.5675,0.4325,0.4325,0.0,0.0005,0.5058333333333334,0.0,0.4325,0.0,conditional_geodesic_error_gt_30deg,2.8868084119477895,3.082427655413999e-14,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,50.0,True,False,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,2048,all_6,1000,2000,1688469051,all_6_cycle_calibrated_soft,plane,20.0,2000,0,1.0,0.030472147724847232,0.06135530760662012,0.06786581282681359,1.6005898947438564,0.7969368621494692,1.8870898368799092,2.5885148939117673,3.702286700755833,2.5885148939117673,3.702286700755833,0.001,0.001,0.0005,1.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0005,conditional_geodesic_error_gt_30deg,10.082782630640237,1.1833259682939722e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,True,,False,True,True,True,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-2.0,-2.0,2048,reference_3,1000,2000,1331799679,reference_3_equal,plane,20.0,2000,0,1.0,-0.03007861986358671,0.007586240060334427,0.027868308115149364,1.085512569947243,0.8902848451436054,1.873517063814298,2.4144995034333605,2.942986976125947,2.4144995034333605,2.942986976125947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-2.0,-2.0,2048,all_6,1000,2000,1331799679,all_6_equal,plane,20.0,2000,0,1.0,-0.000881639483673707,0.019909948935270837,0.020613365105567473,0.8253867630794143,0.6483659190577636,1.4718272514671804,1.8902290665478763,2.409927669185738,1.8902290665478763,2.409927669185738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conditional_geodesic_error_gt_30deg,0.0,0.0,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
fine_snr,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-2.0,-2.0,2048,all_6,1000,2000,1331799679,all_6_cycle_equal,plane,20.0,2000,0,1.0,-0.0008816396972400279,0.019909948281455425,0.02061336446905178,0.8253867631169348,0.648365919597444,1.4718272521749522,1.8902290665386101,2.4099276691390394,1.8902290665386101,2.4099276691390394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conditional_geodesic_error_gt_30deg,7.427670308556907,1.1935460627430802e-13,euclidean_norm_of_cycle_coordinates,mean_over_successfully_projected_trials,False,,False,False,False,False,successful_trials_only,False,,,,,,,,
