split,configuration_index,sequence_index,sequence_seed,sequence_id,trajectory_kind,snr_db,signal_model,station_id,estimator_variant,frame_index,frame_start_reception_time_s,frame_center_reception_time_s,frame_end_reception_time_s,true_emission_time_s_evaluator_only,available_timestamp_s,modeled_processing_delay_s,modeled_delivery_delay_s,measured_algorithm_runtime_s,effective_station_snr_db,valid,invalid_reason,boundary_hit,geodesic_error_deg,source_seed,noise_seed,truth_used_by_audio_estimator,frame_from_continuous_stream,truth_local_0,truth_local_1,truth_local_2,truth_world_0,truth_world_1,truth_world_2,estimate_local_0,estimate_local_1,estimate_local_2,estimate_world_0,estimate_world_1,estimate_world_2,residual_rad_0,residual_rad_1,quality_metadata_json
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,5,0.5533333333333333,0.5639895833333333,0.5746458333333333,0.2762256076413849,0.5846458333333333,0.01,0.0,0.00222980000012285,-6.002137370019053,True,,False,0.645775307919928,3617375949775248769,12159384277221667435,False,True,0.7287878527796311,0.5488313345472423,0.4094538214010801,0.7287878527796311,0.5488313345472423,0.4094538214010801,0.7329217934718206,0.5508956441083814,0.39917368895815464,0.7329217934718206,0.5508956441083814,0.39917368895815464,-0.0008378634176454704,-0.01123971940623743,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.008083769790547266, ""gcc_mean_peak_ratio"": 1.8409449475252988, ""gcc_minimum_peak_ratio"": 1.4947286089611056, ""gcc_total_spectral_energy"": 13855666.740400625, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,5,0.5533333333333333,0.5639895833333333,0.5746458333333333,0.2762256076413849,0.5846458333333333,0.01,0.0,0.004572900000084701,-6.002137370019053,True,,False,0.6709277855778525,3617375949775248769,12159384277221667435,False,True,0.7287878527796311,0.5488313345472423,0.4094538214010801,0.7287878527796311,0.5488313345472423,0.4094538214010801,0.7330484078197591,0.5510205770941118,0.3987685486742757,0.7330484078197591,0.5510205770941118,0.3987685486742757,-0.0008142328142903303,-0.011681556283572285,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8092538141299516, ""srp_peak_score"": 0.11783300355372811, ""srp_score_margin"": 0.02291966933702666, ""srp_used_spectral_energy"": 13855666.740400625}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,6,0.5640000000000001,0.5746562500000001,0.5853125,0.28676714248387203,0.5953125,0.01,0.0,0.00235659999998461,-6.002137370019053,True,,False,0.4861158466502607,3617375949775248769,12159384277221667435,False,True,0.7292183616368205,0.5482725211880065,0.4094359822510207,0.7292183616368205,0.5482725211880065,0.4094359822510207,0.7247482527826322,0.5553139353544037,0.40788037865252513,0.7247482527826322,0.5553139353544037,0.40788037865252513,0.00831451753264293,-0.0016889402564017513,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.008229787058126855, ""gcc_mean_peak_ratio"": 1.9734648380952866, ""gcc_minimum_peak_ratio"": 1.690705154194278, ""gcc_total_spectral_energy"": 13467290.438134234, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,6,0.5640000000000001,0.5746562500000001,0.5853125,0.28676714248387203,0.5953125,0.01,0.0,0.005247999999937747,-6.002137370019053,True,,False,0.4548961261832704,3617375949775248769,12159384277221667435,False,True,0.7292183616368205,0.5482725211880065,0.4094359822510207,0.7292183616368205,0.5482725211880065,0.4094359822510207,0.7250713651578361,0.5548689755462014,0.4079116759844719,0.7250713651578361,0.5548689755462014,0.4079116759844719,0.00776467458413325,-0.0016566409406500735,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8140884503087045, ""srp_peak_score"": 0.11865805876381184, ""srp_score_margin"": 0.01739958372183531, ""srp_used_spectral_energy"": 13467290.438134234}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,7,0.5746666666666667,0.5853229166666667,0.5959791666666667,0.2973085357857889,0.6059791666666667,0.01,0.0,0.0022794000001340464,-6.002137370019053,True,,False,0.2965467814084928,3617375949775248769,12159384277221667435,False,True,0.7296481278081182,0.5477139285292915,0.4094179552500335,0.7296481278081182,0.5477139285292915,0.4094179552500335,0.7324193780540595,0.5434131549947548,0.4101999483539109,0.7324193780540595,0.5434131549947548,0.4101999483539109,-0.005103239023007072,0.0008631369587168452,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.0076900654255602245, ""gcc_mean_peak_ratio"": 1.996199555375382, ""gcc_minimum_peak_ratio"": 1.5360168920896022, ""gcc_total_spectral_energy"": 12647461.354304641, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,7,0.5746666666666667,0.5853229166666667,0.5959791666666667,0.2973085357857889,0.6059791666666667,0.01,0.0,0.0058923999999933585,-6.002137370019053,True,,False,0.27263583771337396,3617375949775248769,12159384277221667435,False,True,0.7296481278081182,0.5477139285292915,0.4094179552500335,0.7296481278081182,0.5477139285292915,0.4094179552500335,0.7321935086474689,0.5437596679287356,0.41014398621525594,0.7321935086474689,0.5437596679287356,0.41014398621525594,-0.004690513386182701,0.0008008672634969085,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8100522925263798, ""srp_peak_score"": 0.106724610555309, ""srp_score_margin"": 0.02235644577357518, ""srp_used_spectral_energy"": 12647461.354304641}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,8,0.5853333333333334,0.5959895833333333,0.6066458333333333,0.30784978773743693,0.6166458333333333,0.01,0.0,0.0022625999999945634,-6.002137370019053,True,,False,0.4141083611635959,3617375949775248769,12159384277221667435,False,True,0.7300771521245317,0.5471555574620073,0.40939974094297304,0.7300771521245317,0.5471555574620073,0.40939974094297304,0.730933544077415,0.5506537713801221,0.40313344962590003,0.730933544077415,0.5506537713801221,0.40313344962590003,0.00228573782829427,-0.00685659862037451,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.007838629870624244, ""gcc_mean_peak_ratio"": 2.0427345159397983, ""gcc_minimum_peak_ratio"": 1.621703313351245, ""gcc_total_spectral_energy"": 12463615.64316507, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,8,0.5853333333333334,0.5959895833333333,0.6066458333333333,0.30784978773743693,0.6166458333333333,0.01,0.0,0.004509699999971417,-6.002137370019053,True,,False,0.36014627653704306,3617375949775248769,12159384277221667435,False,True,0.7300771521245317,0.5471555574620073,0.40939974094297304,0.7300771521245317,0.5471555574620073,0.40939974094297304,0.7309310286573542,0.5500899784839701,0.40390697804990616,0.7309310286573542,0.5500899784839701,0.40390697804990616,0.0018360849408521323,-0.006011596979730721,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8011701974931977, ""srp_peak_score"": 0.10399121725815696, ""srp_score_margin"": 0.02175786192287761, ""srp_used_spectral_energy"": 12463615.64316507}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,9,0.596,0.60665625,0.6173125,0.3183908985289816,0.6273125,0.01,0.0,0.0023094999999102583,-6.002137370019053,True,,False,0.7350181169972152,3617375949775248769,12159384277221667435,False,True,0.7305054354185865,0.5465974088731351,0.4093813398740545,0.7305054354185865,0.5465974088731351,0.4093813398740545,0.7241614618476151,0.5572907400391602,0.40622310156037467,0.7241614618476151,0.5572907400391602,0.40622310156037467,0.012362887203288188,-0.0034247741925361517,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.009196179241114816, ""gcc_mean_peak_ratio"": 1.9204722485546226, ""gcc_minimum_peak_ratio"": 1.5988076625371694, ""gcc_total_spectral_energy"": 13320578.089016793, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,9,0.596,0.60665625,0.6173125,0.3183908985289816,0.6273125,0.01,0.0,0.0044745999998667685,-6.002137370019053,True,,False,0.7230471549309601,3617375949775248769,12159384277221667435,False,True,0.7305054354185865,0.5465974088731351,0.4093813398740545,0.7305054354185865,0.5465974088731351,0.4093813398740545,0.7245104579638032,0.5571202774885827,0.40583444002711855,0.7245104579638032,0.5571202774885827,0.40583444002711855,0.012017298409495746,-0.0038519695604633517,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8110865322047567, ""srp_peak_score"": 0.12225453090040854, ""srp_score_margin"": 0.019930175669381697, ""srp_used_spectral_energy"": 13320578.089016793}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,10,0.6066666666666667,0.6173229166666667,0.6279791666666666,0.3289318683504515,0.6379791666666667,0.01,0.0,0.002198700000235476,-6.002137370019053,True,,False,0.5498845201591434,3617375949775248769,12159384277221667435,False,True,0.7309329785243103,0.5460394836457318,0.40936275258685023,0.7309329785243103,0.5460394836457318,0.40936275258685023,0.7249890996991358,0.5535599617447012,0.40983188513174695,0.7249890996991358,0.5535599617447012,0.40983188513174695,0.009582379746308899,0.0005348617176312339,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.008324107435885122, ""gcc_mean_peak_ratio"": 1.866555446872746, ""gcc_minimum_peak_ratio"": 1.5896047648844076, ""gcc_total_spectral_energy"": 14229109.955234978, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,10,0.6066666666666667,0.6173229166666667,0.6279791666666666,0.3289318683504515,0.6379791666666667,0.01,0.0,0.005039699999997538,-6.002137370019053,True,,False,0.5183251894465272,3617375949775248769,12159384277221667435,False,True,0.7309329785243103,0.5460394836457318,0.40936275258685023,0.7309329785243103,0.5460394836457318,0.40936275258685023,0.725294692815005,0.5530916948651452,0.40992338997133176,0.725294692815005,0.5530916948651452,0.40992338997133176,0.009024318251274553,0.0006328517446973189,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8115697037237578, ""srp_peak_score"": 0.12353985872239337, ""srp_score_margin"": 0.01719360963938936, ""srp_used_spectral_energy"": 14229109.955234978}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,11,0.6173333333333333,0.6279895833333333,0.6386458333333334,0.33947269739173863,0.6486458333333334,0.01,0.0,0.0022523999998611544,-6.002137370019053,True,,False,0.33868516695263207,3617375949775248769,12159384277221667435,False,True,0.7313597822772182,0.5454817826589367,0.4093439796242867,0.7313597822772182,0.5454817826589367,0.4093439796242867,0.7273738519160355,0.5482794917170982,0.41269465529767874,0.7273738519160355,0.5482794917170982,0.41269465529767874,0.004625713246096497,0.0036803156109650693,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.008132105151844917, ""gcc_mean_peak_ratio"": 1.8730861565288761, ""gcc_minimum_peak_ratio"": 1.4892994690774213, ""gcc_total_spectral_energy"": 13124299.069258172, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,11,0.6173333333333333,0.6279895833333333,0.6386458333333334,0.33947269739173863,0.6486458333333334,0.01,0.0,0.004276600000139297,-6.002137370019053,True,,False,0.3650935935897251,3617375949775248769,12159384277221667435,False,True,0.7313597822772182,0.5454817826589367,0.4093439796242867,0.7313597822772182,0.5454817826589367,0.4093439796242867,0.7270026451303728,0.5490441697378426,0.41233197020158946,0.7270026451303728,0.5490441697378426,0.41233197020158946,0.0054606179091681905,0.0032840710928865612,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8109826785869436, ""srp_peak_score"": 0.11278821728402232, ""srp_score_margin"": 0.019172854327938027, ""srp_used_spectral_energy"": 13124299.069258172}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,12,0.628,0.6386562499999999,0.6493125,0.3500133858425972,0.6593125,0.01,0.0,0.0023012999999991735,-6.002137370019053,True,,False,0.4506543226233523,3617375949775248769,12159384277221667435,False,True,0.7317858475142986,0.5449243067879769,0.40932502152864103,0.7317858475142986,0.5449243067879769,0.40932502152864103,0.7362732323777573,0.5384823254897699,0.4098030166057084,0.7362732323777573,0.5384823254897699,0.4098030166057084,-0.007846995623955947,0.0005377767799533169,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.006951617116825427, ""gcc_mean_peak_ratio"": 1.6970686529217274, ""gcc_minimum_peak_ratio"": 1.4819658370958868, ""gcc_total_spectral_energy"": 12744067.904018044, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,12,0.628,0.6386562499999999,0.6493125,0.3500133858425972,0.6593125,0.01,0.0,0.004313099999762926,-6.002137370019053,True,,False,0.41313312725547735,3617375949775248769,12159384277221667435,False,True,0.7317858475142986,0.5449243067879769,0.40932502152864103,0.7317858475142986,0.5449243067879769,0.40932502152864103,0.7360599432669225,0.5391171575073794,0.4093512555239797,0.7360599432669225,0.5391171575073794,0.4093512555239797,-0.007210420050615137,4.041593424931914e-05,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8084767558336693, ""srp_peak_score"": 0.11595299466654459, ""srp_score_margin"": 0.021101580979503987, ""srp_used_spectral_energy"": 12744067.904018044}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,13,0.6386666666666667,0.6493229166666667,0.6599791666666667,0.3605539338926435,0.6699791666666667,0.01,0.0,0.0022270000001753942,-6.002137370019053,True,,False,0.4407149461612363,3617375949775248769,12159384277221667435,False,True,0.7322111750739981,0.5443670569041731,0.40930587884153763,0.7322111750739981,0.5443670569041731,0.40930587884153763,0.7283379371482176,0.5445271843274991,0.4159495099637032,0.7283379371482176,0.5445271843274991,0.4159495099637032,0.002439433290812111,0.007294854641684432,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.00826044358413939, ""gcc_mean_peak_ratio"": 1.8530332255450925, ""gcc_minimum_peak_ratio"": 1.5487163202698817, ""gcc_total_spectral_energy"": 13249459.193184469, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,13,0.6386666666666667,0.6493229166666667,0.6599791666666667,0.3605539338926435,0.6699791666666667,0.01,0.0,0.004786799999919822,-6.002137370019053,True,,False,0.45353093140236456,3617375949775248769,12159384277221667435,False,True,0.7322111750739981,0.5443670569041731,0.40930587884153763,0.7322111750739981,0.5443670569041731,0.40930587884153763,0.7280328364911786,0.544890040440645,0.41600845282181603,0.7280328364911786,0.544890040440645,0.41600845282181603,0.0029126699903073688,0.0073602448150060715,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.8071514249594189, ""srp_peak_score"": 0.12060362987794414, ""srp_score_margin"": 0.01719040149492984, ""srp_used_spectral_energy"": 13249459.193184469}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,14,0.6493333333333333,0.6599895833333334,0.6706458333333334,0.3710943417313542,0.6806458333333334,0.01,0.0,0.002626499999905718,-6.002137370019053,True,,False,0.42884408977808436,3617375949775248769,12159384277221667435,False,True,0.7326357657962063,0.5438100338749468,0.4092865521039453,0.7326357657962063,0.5438100338749468,0.4092865521039453,0.7278269463981695,0.5494492268745145,0.41033338053796514,0.7278269463981695,0.5494492268745145,0.41033338053796514,0.00739432060504204,0.0011599033501154517,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.008024210722574148, ""gcc_mean_peak_ratio"": 1.9180835546533952, ""gcc_minimum_peak_ratio"": 1.705388647509489, ""gcc_total_spectral_energy"": 13573148.350502316, ""gcc_valid_pair_count"": 6}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,equal_weight_srp_phat,14,0.6493333333333333,0.6599895833333334,0.6706458333333334,0.3710943417313542,0.6806458333333334,0.01,0.0,0.005143299999872397,-6.002137370019053,True,,False,0.4251734242069724,3617375949775248769,12159384277221667435,False,True,0.7326357657962063,0.5438100338749468,0.4092865521039453,0.7326357657962063,0.5438100338749468,0.4092865521039453,0.7279127349512183,0.5494669527866994,0.41015743086178097,0.7279127349512183,0.5494669527866994,0.41015743086178097,0.007357420995356567,0.0009668457669187052,"{""boundary"": false, ""srp_mean_spectral_energy_fraction"": 0.7993413187663504, ""srp_peak_score"": 0.10882396596991663, ""srp_score_margin"": 0.018071623245173973, ""srp_used_spectral_energy"": 13573148.350502316}"
evaluation,0,0,12641758821041380052,s7c-audio-evaluation-0-0,constant_velocity,-6.0,random_broadband,S0,all_6_equal_gcc_wls,15,0.66,0.67065625,0.6813125,0.3816346095480674,0.6913125,0.01,0.0,0.0029065999999602354,-6.002137370019053,True,,False,0.2894358413499118,3617375949775248769,12159384277221667435,False,True,0.7330596205222418,0.5432532385638247,0.40926704185617363,0.7330596205222418,0.5432532385638247,0.40926704185617363,0.7318168204580631,0.5414710702136366,0.4138275261704449,0.7318168204580631,0.5414710702136366,0.4138275261704449,-0.000691881899960134,0.005004003088759674,"{""boundary"": false, ""gcc_boundary_count"": 0, ""gcc_mean_peak_curvature"": 0.007554554388636746, ""gcc_mean_peak_ratio"": 1.720942214452634, ""gcc_minimum_peak_ratio"": 1.5007115439453234, ""gcc_total_spectral_energy"": 14467556.778023105, ""gcc_valid_pair_count"": 6}"
