study_type,signal_model,split,geometry,direction,azimuth_deg,elevation_deg,SNR,snr_db,frame_length,pair,calibration_trial_count,evaluation_trial_count,calibration_seed,evaluation_seed,seed,estimator_variant,srp_backend,common_random_numbers,successful_trial_count,unsuccessful_trial_count,successful_fraction,conditional_azimuth_bias_deg,conditional_elevation_bias_deg,conditional_direction_bias_deg,conditional_geodesic_rmse_deg,conditional_median_geodesic_error_deg,conditional_p95_geodesic_error_deg,conditional_p99_geodesic_error_deg,conditional_p999_geodesic_error_deg,p99_geodesic_error_deg,p999_geodesic_error_deg,fraction_error_gt_5deg,fraction_error_gt_10deg,fraction_error_gt_30deg,coverage,failure_fraction,invalid_fraction,boundary_hit_fraction,disconnected_graph_failure_fraction,catastrophic_fraction,mean_runtime_per_estimate_s,median_runtime_per_estimate_s,p95_runtime_per_estimate_s,metric_conditioning,equal_pair_weights,gcc_confidence_used_by_srp
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-8.0,-8.0,1024,all_6,500,1000,740591734,1695272530,1695272530,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,0.16359724521096636,3.0081299172754243,2.9863887024527846,14.467445996583372,10.033767924286005,23.987203167248527,52.92299992485904,94.56722853012607,52.92299992485904,94.56722853012607,0.832,0.586,0.03,1.0,0.0,0.0,0.302,0.0,0.03,0.006708959996933117,0.0064429499907419086,0.010236365167656912,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-6.0,-6.0,1024,reference_3,500,1000,2948177529,2080280450,2080280450,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,0.2946365936005829,3.1694393953880264,3.5182296006076683,23.31309626695207,10.200103603090405,58.791471941407316,86.06721571281729,114.53658283771718,86.06721571281729,114.53658283771718,0.847,0.65,0.123,1.0,0.0,0.0,0.033,0.0,0.123,0.003050441099796444,0.0029951000469736755,0.004015539959073066,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-6.0,-6.0,1024,all_6,500,1000,2948177529,2080280450,2080280450,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.029082098269400104,7.156540101088531,7.155013826845608,20.786470328185167,10.175597621134283,45.85530235100872,67.33280445981069,88.77650537602698,67.33280445981069,88.77650537602698,0.821,0.643,0.136,1.0,0.0,0.0,0.033,0.0,0.136,0.0030564933008281514,0.003008049970958382,0.003981245035538449,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-6.0,-6.0,1024,all_6,500,1000,2948177529,2080280450,2080280450,all_6_calibrated_gcc_wls,not_applicable,True,983,17,0.983,0.5847682506155847,-4.7183312950394125,4.987862088240548,16.124020337915784,10.13887575714557,33.381487653438235,55.323668832118315,77.53404538076464,55.323668832118315,77.53404538076464,0.9694811800610377,0.9399796541200407,0.06408952187182096,0.983,0.017000000000000015,0.0,0.033,0.017,0.06408952187182096,0.0034225821997970344,0.003393299994058907,0.004492879990721121,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-6.0,-6.0,1024,all_6,500,1000,2948177529,2080280450,2080280450,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,0.03407281117152008,0.5290526225421597,0.5329099273205137,8.867709795957236,8.688284870508223,14.234795643214284,19.313229586082493,26.60346017203023,19.313229586082493,26.60346017203023,0.709,0.445,0.0,1.0,0.0,0.0,0.284,0.0,0.0,0.006620008699013851,0.006517949979752302,0.009481630125083029,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-4.0,-4.0,1024,reference_3,500,1000,1278042786,1634871458,1634871458,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,0.5263709274570438,-0.0201813573986787,0.430054228027676,12.48327720060067,9.666380732153451,17.44510894748742,52.936391076717705,85.77620897537683,52.936391076717705,85.77620897537683,0.733,0.487,0.03,1.0,0.0,0.0,0.01,0.0,0.03,0.003063557303044945,0.0029765000217594206,0.004121099947951734,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-4.0,-4.0,1024,all_6,500,1000,1278042786,1634871458,1634871458,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.11714017975714974,1.1496354410534053,1.1264420228342493,10.542396132665095,7.544702755765663,18.970872024441263,37.55247326291012,54.557403429122736,37.55247326291012,54.557403429122736,0.64,0.379,0.016,1.0,0.0,0.0,0.01,0.0,0.016,0.0030795911992900073,0.0030228999676182866,0.004140275082318112,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-4.0,-4.0,1024,all_6,500,1000,1278042786,1634871458,1634871458,all_6_calibrated_gcc_wls,not_applicable,True,992,8,0.992,-0.044410970129998305,-3.017345026938668,3.068020318973499,9.614405890359999,10.00016198975359,13.00185065587024,27.161192755565644,59.337276978626896,27.161192755565644,59.337276978626896,0.7046370967741935,0.5181451612903226,0.010080645161290322,0.992,0.008000000000000007,0.0,0.01,0.008,0.010080645161290322,0.0034827052011387424,0.0034714500652626157,0.0046294849773403255,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-4.0,-4.0,1024,all_6,500,1000,1278042786,1634871458,1634871458,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.004740729464153909,-0.4458496303826544,0.4441288009962028,7.727864450644356,6.930291618130011,11.415494521412837,15.230502273907462,20.699795991881636,15.230502273907462,20.699795991881636,0.613,0.365,0.0,1.0,0.0,0.0,0.278,0.0,0.0,0.0066847263025119905,0.006460000004153699,0.009750485076801851,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-2.0,-2.0,1024,reference_3,500,1000,189091764,2097296575,2097296575,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,0.11576789155151287,-0.8963129308490356,0.909581698969393,8.097054569965268,6.521142252090543,11.341821736386919,15.88401030041598,46.30512057523862,15.88401030041598,46.30512057523862,0.611,0.379,0.004,1.0,0.0,0.0,0.001,0.0,0.004,0.0029988350010244176,0.002908949973061681,0.0040216051158495246,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-2.0,-2.0,1024,all_6,500,1000,189091764,2097296575,2097296575,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,0.004925947067716939,-0.7335878884209298,0.7358440348396453,7.067083665556091,5.0539756328882035,10.252581702054787,15.77572876082925,35.76509724673148,15.77572876082925,35.76509724673148,0.503,0.278,0.002,1.0,0.0,0.0,0.001,0.0,0.002,0.0030136686018668113,0.0029308000812307,0.004027669940842315,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-2.0,-2.0,1024,all_6,500,1000,189091764,2097296575,2097296575,all_6_calibrated_gcc_wls,not_applicable,True,988,12,0.988,0.0914851867446482,-1.9048536771722275,1.9065468798238556,6.90347048501101,5.181563942857706,10.256679332461921,11.24539158261802,18.150944739199094,11.24539158261802,18.150944739199094,0.5182186234817814,0.31275303643724695,0.0,0.988,0.01200000000000001,0.0,0.001,0.012,0.0,0.0033689060017932206,0.003308500105049461,0.004458024946507066,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,-2.0,-2.0,1024,all_6,500,1000,189091764,2097296575,2097296575,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,0.01882760703470054,-0.7971757915208177,0.7930364032843055,6.494388435128509,4.970635803979621,10.170816666582363,11.332952570116593,13.98885063998123,11.332952570116593,13.98885063998123,0.498,0.246,0.0,1.0,0.0,0.0,0.224,0.0,0.0,0.0069725905008381234,0.006578599975910038,0.01054240494268015,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,1024,reference_3,500,1000,1220046890,373051821,373051821,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,0.045096911408696025,-0.573918665935232,0.574348604253171,6.7845391074676415,4.94529960552289,10.38626477851929,12.127289297099006,15.146975153284295,12.127289297099006,15.146975153284295,0.493,0.255,0.001,1.0,0.0,0.0,0.0,0.0,0.001,0.0028979807985015215,0.00277199997799471,0.003778154897736385,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,1024,all_6,500,1000,1220046890,373051821,373051821,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.012079178529154116,-0.38591272671867516,0.3845371118034407,5.614656154596514,3.7644479555816286,10.049020203046576,10.167220839152634,15.764694467006986,10.167220839152634,15.764694467006986,0.358,0.151,0.001,1.0,0.0,0.0,0.0,0.0,0.001,0.0029146519995993003,0.002800400019623339,0.0038120400393381717,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,1024,all_6,500,1000,1220046890,373051821,373051821,all_6_calibrated_gcc_wls,not_applicable,True,994,6,0.994,-0.010402653113842643,-1.0407956245292442,1.0374073960650099,5.82597998064089,3.8618366965976456,10.065148330665153,10.271847644974986,14.33399904082015,10.271847644974986,14.33399904082015,0.37927565392354123,0.19416498993963782,0.0,0.994,0.006000000000000005,0.0,0.0,0.006,0.0,0.0032768375949235634,0.0031442500185221434,0.004275360069004819,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,0.0,0.0,1024,all_6,500,1000,1220046890,373051821,373051821,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.014092765320692206,-0.3906057589665922,0.3858947682267737,5.574892533856296,3.85743139749791,10.041234720129985,10.18005390694027,13.63392786133069,10.18005390694027,13.63392786133069,0.381,0.16,0.0,1.0,0.0,0.0,0.152,0.0,0.0,0.006725986297708005,0.006400250014849007,0.009781404968816786,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,2.0,2.0,1024,reference_3,500,1000,3373856279,3566686062,3566686062,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,0.005871623723342708,-0.9394864947287447,0.9336301090439202,5.718666193802313,3.8046437701104794,10.12445970003336,10.329508182161375,11.55819939713641,10.329508182161375,11.55819939713641,0.386,0.184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002991770497756079,0.0029132498893886805,0.003915700013749301,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,2.0,2.0,1024,all_6,500,1000,3373856279,3566686062,3566686062,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.014570949521539566,-0.4980088139862662,0.4936958289486785,4.616733836754871,2.739346530022156,10.015775318002573,10.086751888966857,10.156551792556067,10.086751888966857,10.156551792556067,0.247,0.108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003008856498170644,0.002935049997176975,0.0038975901028607037,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,2.0,2.0,1024,all_6,500,1000,3373856279,3566686062,3566686062,all_6_calibrated_gcc_wls,not_applicable,True,990,10,0.99,0.02815021722585883,-0.9155522111517294,0.912084302557144,4.750979460734976,2.7696638805666756,10.020390706553023,10.118026413589826,10.524605401152586,10.118026413589826,10.524605401152586,0.2606060606060606,0.11818181818181818,0.0,0.99,0.010000000000000009,0.0,0.0,0.01,0.0,0.003383410201757215,0.00330689997645095,0.0043361650663428005,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,2.0,2.0,1024,all_6,500,1000,3373856279,3566686062,3566686062,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.015170886344535178,-0.425537663253105,0.42149440016381445,4.567101838094476,2.7905981234625106,10.010789997217397,10.074471854827618,10.159641382218174,10.074471854827618,10.159641382218174,0.238,0.094,0.0,1.0,0.0,0.0,0.094,0.0,0.0,0.007013229498872534,0.006625549925956875,0.00983461991418153,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,5.0,5.0,1024,reference_3,500,1000,887768739,523559781,523559781,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,-0.03568122626527115,-0.5440280373698105,0.5410276342830985,4.645734431514773,2.788912571945286,10.020771926420776,10.13624056771055,10.309515443579478,10.13624056771055,10.309515443579478,0.252,0.103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0029224108970956875,0.0028230499592609704,0.0037277499795891345,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,5.0,5.0,1024,all_6,500,1000,887768739,523559781,523559781,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.02833334111888547,-0.05265830825631006,0.057392444683171874,3.5306036999217643,2.1153180834970087,7.255783611717044,10.026979075295621,10.06583524573737,10.026979075295621,10.06583524573737,0.126,0.042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0029341333992779256,0.0028375500696711242,0.003756300074746832,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,5.0,5.0,1024,all_6,500,1000,887768739,523559781,523559781,all_6_calibrated_gcc_wls,not_applicable,True,996,4,0.996,0.016743071070048004,-0.5929747344863552,0.5903191262986346,3.893809674677153,2.247414055280516,10.002130849001535,10.040892399048968,10.087198237571387,10.040892399048968,10.087198237571387,0.15562248995983935,0.06325301204819277,0.0,0.996,0.0040000000000000036,0.0,0.0,0.004,0.0,0.0033054400004912166,0.0031978500192053616,0.004268985020462423,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,5.0,5.0,1024,all_6,500,1000,887768739,523559781,523559781,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.030277690586870326,-0.0145812308359205,0.032169444805872846,3.536538623656339,2.136327232957526,7.548234196020142,10.015538443287742,10.055027898423456,10.015538443287742,10.055027898423456,0.132,0.036,0.0,1.0,0.0,0.0,0.036,0.0,0.0,0.007012760197394528,0.0067144500790163875,0.009449719893746078,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,10.0,10.0,1024,reference_3,500,1000,2761189354,3200992368,3200992368,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,-0.05914336309859053,-0.23229057057062533,0.23806516119711657,3.077595482211083,1.9543058340889508,5.890587386526886,10.027795360493748,10.10527155946555,10.027795360493748,10.10527155946555,0.08,0.027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0030656304964795707,0.0029730499954894185,0.004062234965385869,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,10.0,10.0,1024,all_6,500,1000,2761189354,3200992368,3200992368,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.018600782140540468,0.2515542621626955,0.25280123203404753,2.1648277705012555,1.4421513061388638,4.071572877770904,5.7334586766400575,10.004032895172278,5.7334586766400575,10.004032895172278,0.023,0.004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0030855477983132004,0.0029886499978601933,0.0040964749932754785,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,10.0,10.0,1024,all_6,500,1000,2761189354,3200992368,3200992368,all_6_calibrated_gcc_wls,not_applicable,True,997,3,0.997,0.0021549984888666017,-0.3355012077297016,0.3346930889889317,2.435700365794972,1.5147635577714886,4.540840977113551,8.00982596821495,10.00759216431522,8.00982596821495,10.00759216431522,0.03811434302908726,0.00802407221664995,0.0,0.997,0.0030000000000000027,0.0,0.0,0.003,0.0,0.0034898923005675896,0.0034000500454567373,0.004539615096291526,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,10.0,10.0,1024,all_6,500,1000,2761189354,3200992368,3200992368,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.02132779604556003,0.25531037261229084,0.256799803577249,2.189860020214538,1.4384406962951424,4.185608127947843,5.708828075368691,10.009329192990112,5.708828075368691,10.009329192990112,0.02,0.005,0.0,1.0,0.0,0.0,0.005,0.0,0.0,0.007091043197317049,0.006726949941366911,0.009660349873593077,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,20.0,20.0,1024,reference_3,500,1000,2746985148,1452533963,1452533963,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,-0.18779949776695465,0.4829100720236455,0.5174903210735367,1.708948657409622,1.2200859599329716,3.2277993427431433,4.12918243328699,4.812391330745025,4.12918243328699,4.812391330745025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003080386999528855,0.0030147500219754875,0.004021685000043362,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,20.0,20.0,1024,all_6,500,1000,2746985148,1452533963,1452533963,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.0722382999730553,1.0595030453495287,1.0619527701535394,1.6609954127033113,1.1875248022662028,3.1927920262185343,4.049574218336293,4.8421987767521095,4.049574218336293,4.8421987767521095,0.001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0030951655965764076,0.0030293999589048326,0.0040490449755452565,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,20.0,20.0,1024,all_6,500,1000,2746985148,1452533963,1452533963,all_6_calibrated_gcc_wls,not_applicable,True,994,6,0.994,-0.018554434327515416,-0.21136641031574718,0.2120420748083559,1.5808179245387344,0.9673948992037176,3.1620095117508966,4.70150012032997,6.17407810276638,4.70150012032997,6.17407810276638,0.005030181086519115,0.0,0.0,0.994,0.006000000000000005,0.0,0.0,0.006,0.0,0.0035031165011459964,0.0034566500689834356,0.00453249993151985,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,20.0,20.0,1024,all_6,500,1000,2746985148,1452533963,1452533963,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.08485683566070816,1.1206633276013969,1.1238332272035871,1.7316167899917154,1.2605184845228217,3.3582933985492494,4.143121511307134,5.087044849537546,4.143121511307134,5.087044849537546,0.002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007081886697327718,0.006659750011749566,0.009813894989201799,successful_trials_only,True,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,30.0,30.0,1024,reference_3,500,1000,2250530780,2277491376,2277491376,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,-0.4312271898264586,0.8403005711720918,0.9420262876546326,1.7796561621192761,1.3557570925027318,3.1297506459199687,4.138262589212065,6.124792076687531,4.138262589212065,6.124792076687531,0.002,0.001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003126379903056659,0.0030994999688118696,0.0040558699169196185,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,30.0,30.0,1024,all_6,500,1000,2250530780,2277491376,2277491376,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.18615538755158145,2.033980607993125,2.0423008745264015,2.4179614315541187,2.026780770767333,4.071499098455347,4.771993629261279,6.06994405495867,4.771993629261279,6.06994405495867,0.005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003152949101640843,0.0031353000085800886,0.004089889931492506,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,30.0,30.0,1024,all_6,500,1000,2250530780,2277491376,2277491376,all_6_calibrated_gcc_wls,not_applicable,True,997,3,0.997,0.008186345926832412,0.026476112987447294,0.027789568667510825,1.4750683599955756,0.9120219090982546,2.848563242875445,4.3307100073365135,6.1413239746551085,4.3307100073365135,6.1413239746551085,0.006018054162487462,0.0010030090270812437,0.0,0.997,0.0030000000000000027,0.0,0.0,0.003,0.0,0.0035479013016447426,0.003545150044374168,0.004609334946144373,successful_trials_only,False,False
srp_paired_full,harmonic_stress,evaluation,square,az20_el10,20.0,10.0,30.0,30.0,1024,all_6,500,1000,2250530780,2277491376,2277491376,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.22929170688541292,2.26282490864003,2.274114519897372,2.6861620553784453,2.2434302122538026,4.543984307699783,5.4517303936595765,6.77687427845887,5.4517303936595765,6.77687427845887,0.023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007144853605190292,0.006771199987269938,0.009450290008680895,successful_trials_only,True,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,1024,reference_3,500,1000,41090150,2370601639,2370601639,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,3.631464368284879,4.2527957777481395,7.96900133988421,33.13099892354245,6.924126522882797,76.69680310325091,87.3214063697283,116.45867819076949,87.3214063697283,116.45867819076949,0.568,0.444,0.271,1.0,0.0,0.0,0.043,0.0,0.271,0.0031630529018584637,0.0031330000492744148,0.004109794972464441,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,1024,all_6,500,1000,41090150,2370601639,2370601639,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.201104266377018,10.30848590824316,11.875194067210165,27.069244580557474,12.982584094650687,59.90895990713363,76.43881849698455,91.61336349149066,76.43881849698455,91.61336349149066,0.717,0.577,0.236,1.0,0.0,0.0,0.043,0.0,0.236,0.0031603728972841054,0.0030936499824747443,0.004175620013847947,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,1024,all_6,500,1000,41090150,2370601639,2370601639,all_6_calibrated_gcc_wls,not_applicable,True,974,26,0.974,0.24278345129381984,-15.13545427133396,15.181265783690298,26.860375168738347,30.000760404571473,35.986857880416146,54.73318644287183,87.01354343849094,54.73318644287183,87.01354343849094,0.9753593429158111,0.893223819301848,0.5390143737166324,0.974,0.026000000000000023,0.0,0.043,0.026,0.5390143737166324,0.003525540202506818,0.0034944499493576586,0.004618360003223642,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-10.0,-10.0,1024,all_6,500,1000,41090150,2370601639,2370601639,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,-0.05136787622879148,-0.006038008400711779,0.10268617607804119,5.812039015466355,2.4691553359986913,7.9326449370625545,22.20213631706828,68.16984694371507,22.20213631706828,68.16984694371507,0.159,0.028,0.006,1.0,0.0,0.0,0.001,0.0,0.006,0.006946699695545249,0.006493549968581647,0.009634060011012479,successful_trials_only,True,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,1024,reference_3,500,1000,2590588297,1181614696,1181614696,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,0.11493413953776058,1.6658009820369104,2.4982327624281457,19.27105815323362,2.5062082262744445,58.264407088201956,78.05275378777826,86.11800574281357,78.05275378777826,86.11800574281357,0.224,0.152,0.091,1.0,0.0,0.0,0.008,0.0,0.091,0.003136462199850939,0.003075400076340884,0.004129350004950538,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,1024,all_6,500,1000,2590588297,1181614696,1181614696,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.09454030355404283,3.805995346332316,3.8586068074283433,14.689660772936154,2.499916345900415,33.73423228541675,61.528852803150095,74.68858367571126,61.528852803150095,74.68858367571126,0.302,0.212,0.061,1.0,0.0,0.0,0.008,0.0,0.061,0.0031581919005839155,0.003103800001554191,0.004173229995649308,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,1024,all_6,500,1000,2590588297,1181614696,1181614696,all_6_calibrated_gcc_wls,not_applicable,True,983,17,0.983,-0.1663560287288222,-4.205132345865725,4.108625667960869,10.204283911183415,5.468523184748359,18.396235176459545,39.56899697776751,63.02578002998923,39.56899697776751,63.02578002998923,0.5493387589013224,0.14649033570701933,0.027466937945066123,0.983,0.017000000000000015,0.0,0.008,0.017,0.027466937945066123,0.003539886300568469,0.0035257499548606575,0.004634275007992982,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-8.0,-8.0,1024,all_6,500,1000,2590588297,1181614696,1181614696,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,0.008320351409106511,0.13504251857236313,0.13962818592585013,2.3214451548265194,1.6892949213358814,4.350513355008143,5.807567641364464,7.036784183637158,5.807567641364464,7.036784183637158,0.029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007016551001463085,0.00660789996618405,0.009758985036751254,successful_trials_only,True,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,1024,reference_3,500,1000,4199033775,2193333811,2193333811,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,0.47229209575302195,0.4325673938845775,0.42901751168917573,6.170227764864273,1.6129251360192742,4.047402692346671,23.580510140262593,67.41823552674524,23.580510140262593,67.41823552674524,0.03,0.017,0.009,1.0,0.0,0.0,0.002,0.0,0.009,0.003033516901778057,0.0029624999733641744,0.003999905072851106,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,1024,all_6,500,1000,4199033775,2193333811,2193333811,all_6_equal_gcc_wls,not_applicable,True,1000,0,1.0,-0.013312540914801548,0.5544849538364649,0.5299753612768712,5.320528154297966,1.25456542848911,3.9130034392450943,27.958295800758442,52.95405869189932,27.958295800758442,52.95405869189932,0.038,0.022,0.008,1.0,0.0,0.0,0.002,0.0,0.008,0.0030438973028212787,0.002958450000733137,0.00401832498027943,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,1024,all_6,500,1000,4199033775,2193333811,2193333811,all_6_calibrated_gcc_wls,not_applicable,True,986,14,0.986,0.10208148758899212,-0.3382049162834706,0.33232880390672215,3.4531348748555284,1.5802337949008183,4.126471262594385,6.0837206524246925,44.651835260481555,6.0837206524246925,44.651835260481555,0.02028397565922921,0.0030425963488843813,0.0030425963488843813,0.986,0.014000000000000012,0.0,0.002,0.014,0.0030425963488843813,0.0034151535022538156,0.003355999884661287,0.004445045080501586,successful_trials_only,False,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-6.0,-6.0,1024,all_6,500,1000,4199033775,2193333811,2193333811,equal_weight_srp_phat,gcc_correlation_interpolated,True,1000,0,1.0,0.00767239042351329,0.04813682343699295,0.05092935316621238,1.5875218959761388,1.1820150848429538,2.85287697324103,3.9863024956550683,5.417966924567211,3.9863024956550683,5.417966924567211,0.006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006557896603597328,0.006095850025303662,0.009154284966643899,successful_trials_only,True,False
srp_paired_full,deterministic_multisine,evaluation,square,az45_el30,45.0,30.0,-4.0,-4.0,1024,reference_3,500,1000,3709874340,2832677273,2832677273,reference_3_gcc_wls,not_applicable,True,1000,0,1.0,-0.008384255986319464,0.05012520401615246,0.05268155999131442,1.7890114616630157,1.1284549954473102,2.5672999201880433,3.5810468013428087,7.684215028498614,3.5810468013428087,7.684215028498614,0.002,0.001,0.001,1.0,0.0,0.0,0.0,0.0,0.001,0.003064066598657519,0.0030248499824665487,0.004064764868235215,successful_trials_only,False,False
